Date,Open,High,Low,Close,Adj Close,Volume
2004-06-24,,,,,,
2004-08-11,,,,,,
2004-11-30,,,,,,
2005-03-11,,,,,,
2005-06-03,,,,,,
2005-08-04,,,,,,
2005-12-08,,,,,,
2006-02-24,,,,,,
2006-06-07,,,,,,
2006-08-09,,,,,,
2006-12-15,,,,,,
2007-02-16,,,,,,
2007-05-11,,,,,,
2007-08-03,,,,,,
2007-11-08,,,,,,
2008-02-13,,,,,,
2008-05-08,,,,,,
2008-08-08,,,,,,
2008-11-07,,,,,,
2009-02-11,,,,,,
2009-05-11,,,,,,
2009-08-10,,,,,,
2009-11-06,,,,,,
2010-02-18,,,,,,
2010-05-11,,,,,,
2010-08-10,,,,,,
2010-11-09,,,,,,
2011-02-16,,,,,,
2011-05-11,,,,,,
2011-08-09,,,,,,
2011-11-08,,,,,,
2012-02-15,,,,,,
2012-05-08,,,,,,
2012-06-18,8.5,8.5,8.5,8.5,5.210195064544678,0.0
2012-06-19,8.5,8.5,8.5,8.5,5.210195064544678,0.0
2012-06-20,8.5,8.5,8.5,8.5,5.210195064544678,0.0
2012-06-21,8.5,8.5,8.5,8.5,5.210195064544678,0.0
2012-06-22,8.5,8.5,8.5,8.5,5.210195064544678,0.0
2012-06-25,8.5,8.5,8.5,8.5,5.210195064544678,0.0
2012-06-26,8.5,8.5,8.5,8.5,5.210195064544678,0.0
2012-06-27,8.5,8.5,8.5,8.5,5.210195064544678,0.0
2012-06-28,8.5,8.399999618530273,8.390000343322754,8.390000343322754,5.142769813537598,1460.0
2012-06-29,8.390000343322754,8.390000343322754,8.390000343322754,8.390000343322754,5.142769813537598,0.0
2012-07-02,8.390000343322754,8.390000343322754,8.390000343322754,8.390000343322754,5.142769813537598,0.0
2012-07-03,8.390000343322754,8.390000343322754,8.390000343322754,8.390000343322754,5.142769813537598,200.0
2012-07-05,8.390000343322754,8.390000343322754,8.390000343322754,8.390000343322754,5.142769813537598,0.0
2012-07-06,8.390000343322754,8.390000343322754,8.390000343322754,8.390000343322754,5.142769813537598,0.0
2012-07-09,8.390000343322754,8.390000343322754,8.390000343322754,8.390000343322754,5.142769813537598,0.0
2012-07-10,8.390000343322754,8.390000343322754,8.390000343322754,8.390000343322754,5.142769813537598,0.0
2012-07-11,8.390000343322754,8.390000343322754,8.390000343322754,8.390000343322754,5.142769813537598,0.0
2012-07-12,8.390000343322754,8.390000343322754,8.390000343322754,8.390000343322754,5.142769813537598,0.0
2012-07-13,8.390000343322754,8.390000343322754,8.390000343322754,8.390000343322754,5.142769813537598,0.0
2012-07-16,8.390000343322754,8.390000343322754,8.390000343322754,8.390000343322754,5.142769813537598,0.0
2012-07-17,8.390000343322754,8.390000343322754,8.390000343322754,8.390000343322754,5.142769813537598,0.0
2012-07-18,8.390000343322754,8.390000343322754,8.390000343322754,8.390000343322754,5.142769813537598,0.0
2012-07-19,8.390000343322754,8.390000343322754,8.390000343322754,8.390000343322754,5.142769813537598,0.0
2012-07-20,8.390000343322754,8.390000343322754,8.390000343322754,8.390000343322754,5.142769813537598,0.0
2012-07-23,8.390000343322754,8.390000343322754,8.390000343322754,8.390000343322754,5.142769813537598,0.0
2012-07-24,8.390000343322754,8.390000343322754,8.390000343322754,8.390000343322754,5.142769813537598,0.0
