date,close,open,high,low,volume,s
2011-03-20,655.88,655.88,655.88,655.88,0,ok
2011-03-25,655.25,655.25,655.25,655.25,0,ok
2011-03-27,655.25,655.25,655.25,655.25,0,ok
2011-03-27,660.63,660.63,660.63,660.63,0,ok
2011-03-27,660.63,660.63,660.63,660.63,0,ok
2011-03-28,668.62,668.62,668.62,668.62,0,ok
2011-03-29,670.35,670.35,670.35,670.35,0,ok
2011-03-30,668.36,668.36,668.36,668.36,0,ok
2011-03-31,673.19,673.19,673.19,673.19,0,ok
2011-04-04,672.93,672.93,672.93,672.93,0,ok
2011-04-05,676.91,676.91,676.91,676.91,0,ok
2011-04-06,676.51,676.51,676.51,676.51,0,ok
2011-04-07,676.63,676.63,676.63,676.63,0,ok
2011-04-10,700.2,700.2,700.2,700.2,0,ok
2011-04-11,714.02,714.02,714.02,714.02,0,ok
2011-04-13,731.71,731.71,731.71,731.71,0,ok
2011-04-17,727.21,727.21,727.21,727.21,0,ok
2011-04-18,725.04,725.04,725.04,725.04,0,ok
2011-04-19,724.08,724.08,724.08,724.08,0,ok
2011-04-20,726.36,726.36,726.36,726.36,0,ok
2011-04-21,726.36,726.36,726.36,726.36,0,ok
2011-04-25,726.64,726.64,726.64,726.64,0,ok
2011-04-26,727.22,727.22,727.22,727.22,0,ok
2011-04-27,723.23,723.23,723.23,723.23,0,ok
2011-04-28,717.33,717.33,717.33,717.33,0,ok
2011-05-02,716.97,716.97,716.97,716.97,0,ok
2011-05-03,716.53,716.53,716.53,716.53,0,ok
2011-05-04,719.16,719.16,719.16,719.16,0,ok
2011-05-05,716.86,716.86,716.86,716.86,0,ok
2011-05-08,717.71,717.71,717.71,717.71,0,ok
2011-05-09,716.88,716.88,716.88,716.88,0,ok
2011-05-10,715.01,715.01,715.01,715.01,0,ok
2011-05-11,718.76,718.76,718.76,718.76,0,ok
2011-05-12,720.03,720.03,720.03,720.03,0,ok
2011-05-15,693.61,693.61,693.61,693.61,0,ok
2011-05-16,696.87,696.87,696.87,696.87,0,ok
2011-05-18,664.11,664.11,664.11,664.11,0,ok
2011-05-19,626.14,626.14,626.14,626.14,0,ok
2011-05-22,605.35,605.35,605.35,605.35,0,ok
2011-05-23,582.92,582.92,582.92,582.92,0,ok
2011-05-24,576.2,576.2,576.2,576.2,0,ok
2011-05-25,561.76,561.76,561.76,561.76,0,ok
2011-05-26,552.54,552.54,552.54,552.54,0,ok
2011-05-30,540.97,540.97,540.97,540.97,0,ok
2011-05-31,528.89,528.89,528.89,528.89,0,ok
2011-06-01,530.77,530.77,530.77,530.77,0,ok
2011-06-02,530.43,530.43,530.43,530.43,0,ok
2011-06-05,525.73,525.73,525.73,525.73,0,ok
2011-06-06,525.47,525.47,525.47,525.47,0,ok
2011-06-07,519.77,519.77,519.77,519.77,0,ok
2011-06-08,520.08,520.08,520.08,520.08,0,ok
2011-06-09,505.9,505.9,505.9,505.9,0,ok
2011-06-12,500.98,500.98,500.98,500.98,0,ok
2011-06-13,486.19,486.19,486.19,486.19,0,ok
2011-06-14,472.97,472.97,472.97,472.97,0,ok
2011-06-15,477.46,477.46,477.46,477.46,0,ok
2011-06-16,485.2,485.2,485.2,485.2,0,ok
