date,adjclose,open,high,low,volume,other,RSI,stoch,stochsignal,rsidata,rsidata_k,rsidata_d,macd,macddiff,macdsignal
2011-03-20,334.89,334.89,334.89,334.89,,ok,,,,,,,,,
2011-03-20,334.43,334.43,334.43,334.43,,ok,,,,,,,,,
2011-03-25,329.85,329.85,329.85,329.85,,ok,,,,,,,,,
2011-03-25,330.89,330.89,330.89,330.89,,ok,,,,,,,,,
2011-03-27,328.0,328.0,328.0,328.0,,ok,,,,,,,,,
2011-03-27,323.45,323.45,323.45,323.45,,ok,,,,,,,,,
2011-03-27,323.45,323.45,323.45,323.45,,ok,,,,,,,,,
2011-03-27,329.7,329.7,329.7,329.7,,ok,,,,,,,,,
2011-03-27,329.7,329.7,329.7,329.7,,ok,,,,,,,,,
2011-03-27,329.7,329.7,329.7,329.7,,ok,,,,,,,,,
2011-03-28,325.81,325.81,325.81,325.81,,ok,,,,,,,,,
2011-03-28,313.33,313.33,313.33,313.33,,ok,,,,,,,,,
2011-03-29,325.27,325.27,325.27,325.27,,ok,,,,,,,,,
2011-03-29,305.45,305.45,305.45,305.45,,ok,,0.0,,,,,,,
2011-03-30,322.56,322.56,322.56,322.56,,ok,46.01347505192452,59.04071773636992,,,,,,,
2011-03-30,305.09,305.09,305.09,305.09,,ok,36.11518802135587,0.0,19.68023924545664,,,,,,
2011-03-31,323.19,323.19,323.19,323.19,,ok,48.48077380222208,70.15503875968999,43.06525216535331,,,,-4.1298470371949065,,
2011-03-31,314.11,314.11,314.11,314.11,,ok,43.89106483431064,36.651767574156985,35.602268777948986,,,,-4.195108904699396,,
2011-04-04,322.26,322.26,322.26,322.26,,ok,48.595159614411315,69.7683868346201,58.85839772282236,,,,-3.2310897290308844,,
2011-04-04,313.98,313.98,313.98,313.98,,ok,44.512153294533015,36.12352702153612,47.51456047677107,,,,-3.4048273426666924,,
2011-04-05,319.99,319.99,319.99,319.99,,ok,47.93185306734762,60.54449410808625,55.47880265474748,,,,-2.773094647336734,,
2011-04-05,311.95,311.95,311.95,311.95,,ok,44.02311029817914,27.874847622917553,41.51428958417997,,,,-3.1612030395200463,,
2011-04-06,318.47,318.47,318.47,318.47,,ok,47.744627652309866,54.36814303128828,47.59582825409736,,,,-2.6270260504240923,,
2011-04-06,312.05,312.05,312.05,312.05,,ok,44.60034473555451,33.59073359073372,38.61124141497985,,,,-2.906186994989241,,
2011-04-07,317.46,317.46,317.46,317.46,,ok,47.724565245738795,61.29831516352825,49.752397261850085,,,,-2.4263183395036663,0.6724435872146795,-3.0987619267183457
2011-04-07,314.01,314.01,314.01,314.01,,ok,45.94513620696356,44.20218037661057,46.363743043624176,,,,-2.4179815322665945,0.5446243155614012,-2.9626058478279957
2011-04-10,315.6,315.6,315.6,315.6,,ok,46.92727483777415,58.06629834254163,54.522264627560155,0.9186623451764269,,,-2.17584789930595,0.6294063588176368,-2.8052542581235866
2011-04-10,315.67,315.67,315.67,315.67,,ok,46.972954306814515,58.4530386740333,53.573839131061824,0.8700153044819845,,,-1.9469444518442174,0.6866478450234954,-2.633592296867713
2011-04-11,313.97,313.97,313.97,313.97,,ok,45.938847680560116,49.06077348066321,55.193370165746046,0.7871540080003616,0.8586105525529243,,-1.9295064029362266,0.5632687151451892,-2.4927751180814157
2011-04-11,314.38,314.38,314.38,314.38,,ok,46.24620685424817,21.61921708185058,43.04434307884903,0.5006578587447456,0.7192757237423639,,-1.8242527789273026,0.5348178713232907,-2.3590706502505934
2011-04-13,315.78,315.78,315.78,315.78,,ok,47.34701774699424,37.14839961202699,35.94279672484692,0.7346690647694909,0.674160310504866,0.7506821956000514,-1.5508860072932862,0.6465477143658456,-2.1974337216591318
2011-04-13,322.75,322.75,322.75,322.75,,ok,52.55623180300647,100.0,52.922538897959186,1.0,0.7451089745047454,0.7128483362506585,-0.5491537699340938,1.3186239613800306,-1.8677777313141244
2011-04-17,314.58,314.58,314.58,314.58,,ok,46.72127223282347,24.351851851851784,53.83341715462626,0.31619870092297825,0.6836225885641564,0.7009639578579225,-0.7508165744775397,0.8935689254692678,-1.6443854999468075
2011-04-17,312.91,312.91,312.91,312.91,,ok,45.606667033456276,8.888888888889216,44.41358024691366,0.18557766163077563,0.5005921208512513,0.643107894640051,-1.0572546473846387,0.46970468204973526,-1.526959329434374
2011-04-18,309.91,309.91,309.91,309.91,,ok,43.59466145404235,0.0,11.08024691358033,0.0,0.167258787517918,0.45049116564444186,-1.5763413484714306,-0.03950561522964513,-1.5368357332417855
2011-04-18,313.41,313.41,313.41,313.41,,ok,46.5569254090792,27.2585669781932,12.049151955694134,0.33055188317293605,0.17204318160123724,0.2799646966568022,-1.5074052072852169,0.023544420765255092,-1.530949628050472
2011-04-19,307.73,307.73,307.73,307.73,,ok,42.642969257698034,0.0,9.086188992731062,0.0,0.1101839610576454,0.1498286433922669,-2.053636882334615,-0.41814980342731456,-1.6354870789073006
2011-04-19,312.1,312.1,312.1,312.1,,ok,46.37798613897572,29.09454061251671,18.7843691969033,0.3767696925413646,0.2357738585714336,0.1726670004101054,-1.89501589515055,-0.2076230529945995,-1.6873928421559505
2011-04-20,304.88,304.88,304.88,304.88,,ok,41.562421718864705,0.0,9.698180204172232,0.0,0.12558989751378824,0.15718257238095576,-2.5407837090689895,-0.6827126935304313,-1.8580710155385582
