,adjclose,open,high,low,volume,other,RSI,stoch,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,macd,macddiff,volatility_atr,volatility_bbm,volatility_bbl,volatility_bbh,volatility_bbw,volatility_kch,volatility_kcl,volatility_kcw,WilliamR
1559,630,625.0,632.0,625,2965,ok,41.91626110395734,15.151515151515152,0.2048085166898172,0.16444203057564585,0.10290027269806883,-7.922120347833129,-2.813507388708061,15.767905359830234,650.75,618.5513975459551,682.9486024540449,9.895844011999978,654.4,621.0,5.237572526266265,-84.84848484848484
1560,623,622.0,625.0,617,6384,ok,38.82469144671935,8.695652173913043,0.05466436502766587,0.13457722307868128,0.13173059288890027,-8.323742864460428,-2.572103924268287,15.491114823847209,648.4,615.3158648292923,681.4841351707076,10.204853538157826,649.7666666666667,618.5666666666666,4.919842312746394,-91.30434782608695
1561,627,620.0,627.0,620,7142,ok,41.48077480771948,14.492753623188406,0.23715751057779813,0.16554346409842746,0.15485423925091826,-7.951438854611183,-1.7598399315352342,14.642003341462487,646.3,613.3813122984272,679.2186877015727,10.18681346172759,642.8,618.4,3.8693307960672336,-85.5072463768116
1562,617,630.0,630.0,617,1897,ok,37.13941945538234,0.0,0.0,0.09727395853515508,0.132464881904088,-8.608822777317641,-1.933779083393354,14.47780300731624,643.85,609.8836931652307,677.8163068347693,10.551000026331996,639.9666666666666,616.3666666666666,3.756964712125236,-100.0
1563,619,620.0,623.0,616,1980,ok,38.525186954226854,4.285714285714286,0.08675184484855068,0.10796978514211668,0.12359573592523315,-8.628524679995735,-1.562784788857158,13.730022706584617,641.9,606.9434555484426,676.8565444515574,10.891585745928468,637.6666666666667,615.2666666666667,3.575609236990543,-95.71428571428571
1564,627,619.0,627.0,616,1590,ok,43.85674617315377,15.714285714285714,0.621054814508083,0.2359355531188783,0.14705976559871675,-7.540206867526308,-0.3795735811101846,13.457020435926154,640.25,605.7543481001775,674.7456518998225,10.775681967925816,635.2,614.8,3.264000000000015,-84.28571428571429
1565,619,615.0,627.0,615,5830,ok,40.110472643875106,9.75609756097561,0.3104842591029916,0.33943030615320885,0.227778548138068,-7.490500556003553,-0.2638938156699435,13.311318392333538,637.45,605.7105923181647,669.1894076818354,9.958242272126554,633.5666666666666,614.3666666666666,3.0770874512527455,-90.2439024390244
1566,614,615.0,615.0,610,2046,ok,37.929715222592414,11.428571428571429,0.0825883551007481,0.3380424762372746,0.30446944516978736,-7.826740623197566,-0.4801071062911646,12.880186553100184,634.75,604.7241777798879,664.7758222201121,9.46067655615978,632.0666666666666,613.4666666666666,2.986672375956756,-88.57142857142857
1567,612,610.0,613.0,610,2101,ok,37.06171513717574,5.714285714285714,0.0,0.13102420473458032,0.26949899570835467,-8.088172259203361,-0.5932309938375679,11.992167897790166,632.15,603.7438386966172,660.5561613033827,8.98715852357281,629.3666666666667,612.7666666666667,2.6728209531988014,-94.28571428571429
1568,603,610.0,610.0,599,6423,ok,33.36183761938635,9.75609756097561,0.0,0.027529451700249775,0.16553204422403497,-9.069207161646773,-1.2594127170247837,12.09295110801115,629.4,600.8875465805935,657.9124534194065,9.060201277218457,627.2333333333333,610.4333333333333,2.7147858874225808,-90.2439024390244
1569,599,601.0,602.0,599,3291,ok,31.840438906497894,0.0,0.0,4.070817756958907e-16,0.052851218811610236,-9.967966917369495,-1.7265379781980048,11.283655997210035,626.7,597.4213388285283,655.9786611714718,9.343756557035823,623.9333333333333,607.9333333333333,2.5976837320056285,-100.0
1570,600,600.0,615.0,596,1277,ok,32.667133083714134,10.256410256410257,0.068797689578914,0.02293256319297174,0.016820671631074046,-10.232097935711863,-1.5925351972322979,12.055290397489031,623.7,596.4595888431567,650.9404111568434,8.735100579395022,623.2333333333333,605.0333333333334,2.9635258358662497,-89.74358974358974
1571,594,601.0,601.0,588,3639,ok,30.293044345489093,13.636363636363637,0.0,0.02293256319297174,0.015288375461981368,-10.828729308005109,-1.751333255620434,12.149761357740129,620.9,593.5365206891759,648.2634793108241,8.81413409915417,620.8,601.4,3.174603174603171,-86.36363636363636
1572,598,587.0,598.0,586,6214,ok,33.74978382770472,26.08695652173913,0.2548522170522224,0.10788330221037919,0.05124947619877429,-10.529394718281765,-1.1615989327176717,12.134785221966116,618.7,591.4009157663867,645.9990842336134,8.824659522745554,617.9666666666667,598.7666666666667,3.155991452523157,-73.91304347826087
1573,605,591.0,605.0,591,4845,ok,39.41216021776741,43.18181818181818,0.672317630403734,0.30905661581865257,0.14662416040733459,-9.284684515058643,0.06648901640436122,12.321306699769504,617.15,590.4421359896764,643.8578640103235,8.655226123413605,616.7666666666667,596.1666666666666,3.396724194789495,-56.81818181818182
1574,596,604.0,604.0,596,4242,ok,35.241584467673206,22.727272727272727,0.36483698809207193,0.43066894518267657,0.28253628773723616,-9.194892658137519,0.1250246986603898,11.989176029792555,614.7,589.7272148130419,639.6727851869582,8.125194464603274,614.0,594.0,3.3112582781456954,-77.27272727272727
1575,598,600.0,600.0,595,3164,ok,36.84104267011772,27.272727272727273,0.4827589405772145,0.5066378530243405,0.41545447134188995,-8.683557728460187,0.5090877026701772,11.290258426813299,613.1,588.152855874991,638.047144125009,8.138034292940468,611.0333333333334,592.4333333333334,3.0910702415244886,-72.72727272727273
1576,580,590.0,591.0,580,2580,ok,29.72516930159047,0.0,0.0,0.2825319762230959,0.4066129248100377,-10.115633388721335,-0.7383903660727764,11.961232584131968,610.95,582.6058648042671,639.294135195733,9.278708632697592,608.7,588.9,3.3066132264529173,-100.0
1577,580,580.0,590.0,578,3104,ok,29.72516930159047,4.081632653061225,0.0,0.16091964685907192,0.3166964920355028,-10.855941662760642,-1.182958912089667,11.965109325718771,608.5,578.4034885743545,638.5965114256455,9.892033336284479,606.7,585.1,3.6247692565866796,-95.91836734693878
1578,572,579.0,580.0,572,13676,ok,27.033704476068806,0.0,0.0,4.070817756958907e-16,0.14781720769405612,-11.988600675361567,-1.8524943397524734,11.568598393146894,605.65,573.1583087544825,638.1416912455174,10.729527365811103,603.4666666666666,582.4666666666666,3.5415144190229926,-100.0
1579,572,573.0,580.0,568,4104,ok,27.033704476068806,8.51063829787234,0.0,4.070817756958907e-16,0.05363988228635761,-12.475658741471761,-1.8716419246901346,11.611738553832206,602.75,569.1352710855188,636.3647289144812,11.153788109326005,601.7,578.9,3.862442825681869,-91.48936170212765
1580,577,574.0,580.0,571,2700,ok,31.52766151086412,19.148936170212767,0.36304666176224043,0.12101555392074721,0.04033851797358271,-11.948793731832666,-1.0758215320408304,11.350564698448986,600.45,566.4001835541793,634.4998164458208,11.341432740718039,597.9333333333333,577.1333333333333,3.5402246681039298,-80.85106382978724
1581,590,566.0,590.0,577,1248,ok,41.59895531106576,46.808510638297875,1.0,0.45434888725408057,0.1917881470582761,-9.845064991049185,0.8223257669941209,11.515508228604087,598.6,566.5600249688908,630.6399750311092,10.704969940230264,597.0666666666666,576.2666666666667,3.545454545454538,-53.191489361702125
1582,585,619.0,619.0,571,22277,ok,39.2101542083899,33.333333333333336,0.8359931366965465,0.7330132661529293,0.4361259024425857,-8.703102775419893,1.571430386098731,15.163957405743679,597.0,565.6057330075361,628.3942669924639,10.51734237603482,600.4333333333333,572.4333333333333,4.774626271812654,-66.66666666666667
1583,594,585.0,594.0,581,3170,ok,45.29918981864069,50.98039215686274,1.0,0.9453310455655158,0.7108977329908419,-6.698706607196755,2.8606612434574963,14.947561665169312,595.75,566.0119772009953,625.4880227990047,9.983389945112796,599.2666666666667,571.4666666666667,4.749160070611006,-49.01960784313726
1584,605,601.0,609.0,600,8073,ok,51.67096514135794,72.54901960784314,1.0,0.9453310455655158,0.874558452427987,-3.925328846272123,4.507231203505702,14.952805498652381,594.65,568.1677417882436,621.1322582117564,8.906838715801364,599.9666666666666,571.9666666666666,4.778428807099381,-27.45098039215686
