,adjclose,open,high,low,volume,rsi,stoch,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,macd,macddiff,volatility_atr,volatility_bbm,volatility_bbl,volatility_bbh,volatility_bbw,volatility_kch,volatility_kcl,volatility_kcw,williamr,ichibaseline,ichiconversionline,ichilinea,ichilineb,ema200
21,138,138,138,138,150,40.64485393094053,4.395604395604396,,,,3.438859802941863,,12.2268742235694,168.4,110.9669084934478,225.8330915065522,68.21032245433753,188.76666666666668,181.96666666666667,3.668404963136133,-95.6043956043956,,179.5,170.0,,
22,138,138,138,138,100,40.64485393094053,4.395604395604396,,,,-0.8605055463232247,,11.004186801212459,169.0,113.12156050854678,224.8784394914532,66.12833075911622,184.76666666666668,177.96666666666667,3.7493107884580104,-95.6043956043956,,179.5,170.0,,
23,142,140,142,140,1252,42.68561493712887,8.791208791208792,,,,-3.3672147866466275,,10.303768121091213,169.5,114.78802690452483,224.21197309547517,64.55690040764033,181.0,173.8,4.0586245772266,-91.20879120879121,,179.5,170.0,,
24,153,144,153,144,345,47.98227942606677,20.87912087912088,,,,-3.7948850074468794,-10.0487207160847,10.373391308982091,170.25,116.89130811198612,223.60869188801388,62.682751116609545,178.0,169.6,4.833141542002305,-79.12087912087912,,179.5,170.0,,
25,166,160,166,160,146,53.456623197164795,35.16483516483517,,,,-2.5524129376927363,-7.044998917064446,10.636052178083883,171.35,119.3104957748443,223.3895042251557,60.74059436843384,173.5,166.9,3.87779083431257,-64.83516483516483,170.0,179.5,170.0,174.75,
26,169,169,169,169,147,54.64290685654542,38.46153846153846,0.23583554001060358,,,-1.2970640268086129,-4.631720004944259,9.872446960275495,172.25,121.03330350364251,223.46669649635749,59.46786240505949,168.16666666666669,163.16666666666669,3.0181086519114686,-61.53846153846154,172.5,166.0,170.0,169.25,
27,172,172,172,172,90,55.85462212760194,41.75824175824176,0.25625020245026287,,,-0.0638088778810868,-2.7187718848133864,9.185202264247945,173.05,122.37663421480673,223.7233657851933,58.56499946280644,162.6,158.4,2.616822429906535,-58.24175824175824,175.5,166.0,170.0,170.75,
28,187,175,187,175,125,61.406324732694586,58.24175824175824,0.3497838380786423,0.28062319351316956,,2.457054160337492,-0.1583270772758465,9.76668203782315,174.6,124.21190616822267,224.98809383177732,57.71832054040931,162.3,155.7,4.150943396226429,-41.75824175824176,178.5,160.5,170.0,169.5,
29,190,190,190,190,20,62.42412996504286,61.53846153846154,0.3669315548269771,0.32432186511862743,,4.472538380332139,1.4857257141750404,9.090013834040835,176.15,125.86968576072744,226.43031423927258,57.088066124635326,161.5,154.9,4.171934260429833,-38.46153846153846,179.5,164.0,170.0,171.75,
30,193,193,193,193,10,63.46184901715992,64.83516483516483,0.38441477441015665,0.3670433891052587,0.32399614924568526,6.0888598563696235,2.4816377521700197,8.48101245063675,177.5,126.93321248091792,228.06678751908208,56.97666199333192,166.73333333333332,160.93333333333334,3.5401831129196237,-35.16483516483517,179.5,165.5,170.0,172.5,
31,202,202,202,202,10,66.45484722907622,100.0,0.8499537524007094,0.533766693879281,0.40837731603438904,8.05597446063328,3.559001885146941,8.532911205573075,178.85,127.19237713560567,230.5076228643943,57.76642198981753,173.13333333333333,167.33333333333331,3.407088310162529,-0.0,179.5,171.0,170.0,175.25,
32,212,212,212,212,10,69.44933618972227,100.0,0.9485658325831345,0.7276447864646668,0.5428182898164021,10.32815308924441,4.664944411006456,8.679620085015767,180.55,126.91614874913425,234.18385125086576,59.41163251272861,180.53333333333333,174.73333333333332,3.265152936761125,-0.0,179.5,178.0,170.0,178.75,
33,228,216,228,216,125,73.52203433630109,100.0,1.0,0.9328398616612813,0.731417114001743,13.42180366978431,6.206875993237085,9.41165807651419,182.9,125.41295798182,240.38704201818,62.86171899199563,189.8,182.0,4.195804195804201,-0.0,181.0,194.0,171.5,187.5,
34,240,232,240,232,30,76.09586810784552,100.0,1.0,0.9828552775277114,0.8811133085512198,16.56255459781724,7.478101537016011,9.67049226886277,185.55,122.8970671077563,248.20293289224372,67.532129229042,198.43333333333334,190.83333333333331,3.9047782154478625,-0.0,187.0,204.5,177.5,195.75,
35,252,244,252,244,30,78.3611145247525,100.0,1.0,1.0,0.9718983797296642,19.65831932342479,8.459093010098849,9.903443041976493,187.9,119.26502349384833,256.5349765061517,73.05479138494057,207.16666666666666,199.16666666666669,3.9376538146021183,-0.0,193.0,212.0,183.5,202.5,
36,257,257,257,257,10,79.24371770125964,100.0,1.0,1.0,0.9942850925092371,21.86876606400719,8.535631800544998,9.413098737778842,189.9,115.87054640212457,263.9294535978754,77.966775774487,215.96666666666664,207.96666666666664,3.7741783299260896,-0.0,195.5,216.0,186.0,205.75,
37,267,262,267,262,20,80.91991658047698,100.0,1.0,1.0,1.0,23.96811773492817,8.507986777172782,9.471788864000958,192.0,111.96750659888203,272.03249340111796,83.36718062616454,225.8,216.8,4.066877541798464,-0.0,200.5,228.5,191.0,214.5,
38,282,272,282,272,30,83.12172701879526,100.0,1.0,1.0,1.0,26.494382649764162,8.82740135360702,10.024609977600862,196.2,107.05158442238027,285.3484155776197,90.8750413635267,235.16666666666666,226.56666666666666,3.7250938492636423,-0.0,208.0,237.5,198.5,222.75,
39,302,287,302,287,40,85.52091460971481,100.0,1.0,1.0,1.0,29.808976105705995,9.71359584763908,11.022148979840775,201.4,101.0139451915756,301.7860548084244,99.68823714838571,247.36666666666665,235.76666666666665,4.801987029115494,-0.0,218.0,252.0,208.5,235.0,
40,314,308,314,308,20,86.73892467064269,100.0,1.0,1.0,1.0,32.69785612201872,10.081980691161444,11.119934081856698,210.2,102.96455809761407,317.4354419023859,102.03181912691332,259.8666666666667,247.06666666666666,5.049973698053661,-0.0,224.0,263.0,214.5,243.5,
41,326,320,326,320,331,87.84049057071098,100.0,1.0,1.0,1.0,35.221085364851774,10.0841679471956,11.207940673671029,219.6,106.52763379145202,332.67236620854794,102.98029709339522,272.66666666666663,258.66666666666663,5.269761606022586,-0.0,230.0,271.0,220.5,250.5,
42,358,332,358,332,140,90.18248880035947,100.0,1.0,1.0,1.0,39.651439276814074,11.61161748732632,13.287146606303926,230.6,108.94244782998476,352.25755217001523,105.51392209021269,289.0,269.8,6.87186828919112,-0.0,246.0,295.0,236.5,270.5,
43,393,365,393,365,915,91.9979075706195,100.0,1.0,1.0,1.0,45.62424101158268,14.067535377675945,15.458431945673533,243.15,109.45142109954955,376.84857890045043,109.97209862262017,306.56666666666666,284.16666666666663,7.583794154158683,-0.0,263.5,318.5,254.0,291.0,
44,395,400,408,392,459,92.08794259373511,93.68932038834951,1.0,1.0,1.0,48.849283173605954,13.834062031759373,15.512588751106179,255.25,112.85635547890499,397.643644521095,111.57190559929089,323.46666666666664,299.46666666666664,7.705479452054795,-6.310679611650485,271.0,332.5,261.5,301.75,
45,413,402,415,402,797,92.86592985340783,99.01477832512315,1.0,1.0,1.0,51.872786812199706,13.4860525362825,15.961329875995563,267.6,115.77852589307417,419.42147410692587,113.4689642054752,340.03333333333336,315.03333333333336,7.63281090983106,-0.9852216748768473,274.5,338.5,265.0,306.5,
46,407,415,415,407,1062,89.69973496174654,95.97989949748744,0.8363207199469583,0.9454402399823194,0.9818134133274398,52.01563409783978,10.903119857538059,15.165196888396007,279.5,123.21372421098533,435.78627578901467,111.83275548408919,356.1,329.5,7.75962660443408,-4.0201005025125625,276.5,343.5,265.0,310.0,
47,368,400,400,368,1336,72.41676444562518,74.31693989071039,0.0,0.612106906648986,0.8525157155437685,46.49672273734802,4.307366797637044,17.548677199556405,289.3,136.66828638844436,441.93171361155567,105.51794926481553,370.1333333333333,338.1333333333333,9.036144578313253,-25.683060109289617,276.5,351.0,265.0,313.75,
48,360,368,368,355,1286,69.46029159819125,67.83625730994152,0.0,0.2787735733156528,0.612106906648986,40.64422296374016,-1.2361063807766541,17.093809479600765,297.95,149.95070946116013,445.9492905388398,99.34505154478256,378.6666666666667,346.0666666666667,8.996412473553482,-32.16374269005848,277.5,361.5,265.0,319.5,
49,200,200,200,200,10,36.96023246861206,0.0,0.0,0.0,0.29696015998821296,17.816711442141127,-19.250894321900553,31.384428531640687,298.45,151.85194407837486,445.0480559216251,98.23960859214283,367.4666666666667,337.8666666666667,8.393194706994334,-100.0,279.5,307.5,265.0,293.5,
50,200,204,204,200,300,36.96023246861206,0.0,0.0,0.0,0.09292452443855093,1.5948093669086916,-28.37823711770639,28.64598567847662,298.8,153.1804958118593,444.41950418814076,97.46954764935792,356.2,327.0,8.548009367681495,-100.0,287.5,307.5,265.0,297.5,
51,204,204,204,204,10,37.80399342479963,1.8604651162790697,0.015092575455771652,0.005030858485257217,0.0016769528284190725,-9.215266373175723,-31.350650286232643,26.181387110628958,298.9,153.5440231707002,444.25597682929975,97.26060677771817,343.6,315.6,8.49514563106796,-98.13953488372093,292.0,307.5,265.0,299.75,
52,196,200,200,196,479,36.744704905955516,0.0,0.0,0.005030858485257217,0.003353905656838145,-17.350250431180314,-31.58850747538979,24.36324839956606,298.1,150.67829196485368,445.5217080351464,98.9075531936574,326.2,302.6,7.506361323155206,-100.0,293.5,305.5,267.5,299.5,
53,202,196,202,196,437,38.14461469217302,2.73972602739726,0.0249443911377251,0.013345655531165583,0.007802457500560006,-21.87936902853707,-28.894100858197234,22.526923559609454,296.8,146.4981703371515,447.10182966284856,101.28155637658259,305.6333333333333,286.43333333333334,6.485756108546331,-97.26027397260275,295.0,305.5,270.5,300.25,
54,199,199,199,199,139,37.6954079164163,1.36986301369863,0.016940168561020392,0.013961519899581831,0.010779344638668212,-24.803713514893843,-25.454756275643206,20.57423120364851,294.75,140.34290819395653,449.15709180604347,104.7715635664417,284.1,268.1,5.795001810938065,-98.63013698630137,302.5,305.5,273.5,304.0,
55,202,202,202,202,1026,38.475677343654375,2.73972602739726,0.030843454313757616,0.024242671337501034,0.017183282256082816,-25.87971183842714,-21.224603679341204,18.816808083283657,292.25,133.59455571900492,450.9054442809951,108.5751543411429,262.0,248.6,5.248726987857425,-97.26027397260275,304.0,298.0,274.5,301.0,
56,206,206,206,206,61,39.56248958103841,4.566210045662101,0.05020889472247369,0.032664172532417234,0.023622787923166702,-25.54016223893342,-16.708043263877983,17.33512727495529,289.7,127.26589028162851,452.13410971837146,112.13953035441592,240.83333333333334,229.03333333333336,5.022701475595906,-95.4337899543379,305.5,282.0,274.5,293.75,
57,226,210,226,210,166,44.811869980153524,13.698630136986301,0.14374534913932285,0.07493256605851806,0.04394646997614545,-22.45256838647026,-10.89635952913186,17.60161454745976,287.65,123.10058492963293,452.199415070367,114.40946641430006,223.43333333333334,214.83333333333331,3.924551262549448,-86.3013698630137,305.5,211.0,274.5,258.25,
58,230,227,231,227,184,45.82534331320497,15.525114155251142,0.16180399511507237,0.1185860796589563,0.07539427274996387,-19.319106750533507,-6.210318314556083,16.341453092713785,285.05,118.59342908734442,451.5065709126556,116.79113903712022,209.3666666666667,202.56666666666666,3.301505097912303,-84.47488584474885,305.5,213.5,274.5,259.5,
59,233,234,234,233,82,46.617141349487504,16.894977168949772,0.18643057011073047,0.16399330478837523,0.11917065016861654,-16.34241458863815,-2.5869009221285797,15.107307783442405,281.6,113.83659517046058,449.3634048295395,119.15014547552518,212.8,205.8,3.3444816053511706,-83.10502283105023,305.5,215.0,274.5,260.25,
60,221,229,229,221,112,43.85598022832617,12.254901960784315,0.1993514087534657,0.1825286579930895,0.155036014146807,-15.214271499213226,-1.1670062661629235,14.796577005098163,276.95,107.88613632712651,446.01386367287347,122.0898094767095,215.4333333333333,207.63333333333335,3.687362117869502,-87.74509803921569,305.5,215.0,274.5,260.25,
61,225,225,225,225,73,45.024875920963495,16.86046511627907,0.25309559913755364,0.21295919266724994,0.18649371848290489,-13.614215252222834,0.34643998466197523,13.716919304588348,271.9,102.96462774184928,440.83537225815064,124.26287036274415,217.5333333333333,209.73333333333335,3.651115618661236,-83.13953488372093,305.5,215.0,274.5,260.25,
62,217,221,221,217,2270,43.09251274727398,55.26315789473684,0.6429829027136745,0.36514330353489793,0.2535437180650791,-13.060738951779513,0.7199330280842382,13.145227374129513,264.85,99.13787008791437,430.56212991208565,125.13659045654946,219.63333333333335,211.83333333333334,3.615574783683565,-44.73684210526316,305.5,216.5,274.5,261.0,
63,205,213,213,205,570,40.29866443446207,23.68421052631579,0.35998808894180934,0.41868886359767915,0.3322637865999423,-13.688934621799461,0.07338988645143374,13.030704636716564,255.45,98.80074210198134,412.09925789801866,122.64572941712169,220.6,212.4,3.7875288683602717,-76.3157894736842,305.5,218.0,274.5,261.75,
64,225,209,225,209,50,46.5218251150043,76.3157894736842,0.9903452167022403,0.6644387361192413,0.4827569677506061,-11.56302213139844,1.7594419014819636,13.727634173044908,246.95,103.63011303381529,390.2698869661847,116.07198782440551,224.26666666666665,212.86666666666665,5.215799908494741,-23.68421052631579,305.5,219.5,274.5,262.5,
65,236,220,236,220,301,49.63162390211577,100.0,1.0,0.7834444352146832,0.6221906783105345,-8.585526529852075,3.789550002422665,13.954870755740416,238.1,116.70494243998247,359.49505756001753,101.96980895423565,228.73333333333335,214.13333333333335,6.59340659340659,-0.0,305.5,220.5,274.5,263.0,
66,248,240,248,240,153,52.852594466753345,100.0,1.0,0.9967817389007467,0.814888303411557,-4.981689409527348,5.914709698197914,13.759383680166374,230.15,136.3517590783283,323.9482409216717,81.51052871750744,233.46666666666664,217.26666666666665,7.188285756544885,-0.0,305.5,226.5,274.5,266.0,
67,252,252,252,252,74,53.910612742978635,100.0,1.0,1.0,0.9267420580384766,-1.9226985754873738,7.1789604257903115,12.783445312149738,224.35,153.9333116370844,294.7666883629156,62.77395887043959,235.0,222.0,5.689277899343545,-0.0,305.5,228.5,274.5,267.0,
68,267,257,272,257,521,57.74041660871161,92.85714285714286,1.0,1.0,0.9989272463002489,1.9062999906510356,8.806367193542977,13.505100780934765,219.7,180.25839759847509,259.1416024015249,35.90496349706409,239.7,224.5,6.5489013356311885,-7.142857142857143,305.5,238.5,274.5,272.0,
69,286,272,286,272,328,62.04286837241105,100.0,1.0,1.0,1.0,6.61755085142201,10.814094443451161,14.05459070284129,224.0,176.21715789114285,271.78284210885715,42.66325188290817,245.8,228.0,7.513718868720984,-0.0,305.5,245.5,274.5,275.5,
70,292,291,296,291,218,63.31310346397724,95.6043956043956,1.0,1.0,1.0,10.37798228969774,11.659620705381514,13.649131632557163,228.6,173.75330456627336,283.44669543372663,47.98486039696119,252.43333333333334,235.23333333333335,7.053998632945997,-4.395604395604396,305.5,250.5,274.5,278.0,
71,292,297,297,292,197,63.31310346397724,94.56521739130434,1.0,1.0,1.0,12.721540264562464,11.202542944196988,12.784218469301447,233.0,172.88677350199902,293.113226498001,51.599336049786245,259.8,241.6,7.259672915835667,-5.434782608695652,305.5,251.0,274.5,278.25,
72,287,290,290,282,434,61.32952916845529,89.1304347826087,0.9138117469220912,0.9712705823073637,0.9904235274357879,13.472110215961266,9.562490316476634,12.505796622371303,237.55,175.58073342373683,299.5192665762632,52.173661609146016,267.0,248.0,7.3786407766990285,-10.869565217391305,298.0,253.0,276.5,275.5,
73,285,292,292,285,318,60.512858026618595,86.95652173913044,0.878326582986992,0.9307127766363611,0.9673277863145749,13.43615585604033,7.621228765244557,11.955216960134173,241.7,178.70126985406796,304.698730145932,52.12968981872738,274.8666666666667,256.06666666666666,7.081868407835263,-13.043478260869565,282.0,258.5,276.5,270.25,
74,285,290,290,285,175,60.512858026618595,86.95652173913044,0.878326582986992,0.8901549709653583,0.9307127766363611,13.079541586069297,5.811691596218819,11.259695264120756,246.0,183.50840056455615,308.49159943544385,50.80617840279987,280.4666666666667,263.8666666666667,6.099203919167186,-13.043478260869565,246.5,268.5,277.5,257.5,
75,280,280,280,280,147,58.26337563845492,81.52173913043478,0.7805843618848918,0.8457458426196253,0.8888711967404482,11.954486249149397,3.749309007439134,10.63372573770868,249.9,189.16813027742384,310.63186972257614,48.60493775316218,283.8,270.4,4.835799350415025,-18.47826086956522,246.5,274.5,279.5,260.5,
76,270,280,280,270,600,53.944259823273875,70.65217391304348,0.5929145338416387,0.7506084929045075,0.828836435496497,9.770386602657823,1.2521674887580474,10.570353163937813,253.1,195.28339338909657,310.9166066109034,45.68676934879763,286.8,273.0,4.9303322615219765,-29.347826086956523,246.5,277.0,287.5,261.75,
77,275,275,275,275,10,55.712084274220246,75.0,0.5473233763513949,0.6402740906926417,0.7455428087389248,8.574703227240036,0.04518729067220839,10.013317847544032,255.55,198.38541306018246,312.7145869398176,44.73847539801805,289.1,275.3,4.890148830616589,-25.0,246.5,283.5,292.0,265.0,
78,280,280,280,280,63,57.47014532379916,77.92207792207792,0.5729293667575305,0.5710557589835213,0.6539794475268902,8.091892418871225,-0.35009881415728294,9.511986062789628,258.05,201.20116535935009,314.89883464064997,44.060325239798445,289.06666666666666,278.26666666666665,3.807285546415985,-22.07792207792208,246.5,283.5,293.5,265.0,
79,270,275,275,270,97,52.9435041299309,52.63157894736842,0.008690749484722192,0.3763144975312158,0.5292147824024597,6.4471863681749255,-1.5958438918828666,9.560787456510665,259.9,204.03265712422007,315.7673428757799,42.991414294559384,287.2,278.2,3.1835868411743897,-47.36842105263158,248.0,283.5,295.0,265.75,
80,260,265,265,260,273,48.803775437318365,17.77777777777778,0.0,0.19387337208075087,0.3804145428651627,4.039804743787954,-3.2025804130158715,9.6047087108596,261.85,208.90370645644822,314.7962935435518,40.44017074168554,284.06666666666666,275.06666666666666,3.219267914629784,-82.22222222222223,249.5,276.0,302.5,262.75,
81,250,255,255,250,270,45.013372072117996,0.0,0.0,0.0028969164949073974,0.1910282620356247,1.1645827628836969,-4.862241915136103,9.64423783977364,263.1,212.56723834976012,313.6327616502399,38.41334979113636,279.8666666666667,270.8666666666667,3.268369446798208,-100.0,251.0,271.0,304.0,261.0,
82,264,255,264,255,268,50.77720042118884,29.78723404255319,0.31496792087532594,0.10498930695844198,0.10058653184470008,0.7035753992244054,-4.258599423036316,10.079814055796275,265.45,219.55239657672794,311.34760342327206,34.58097828086047,277.4333333333333,268.2333333333333,3.372021991447766,-70.2127659574468,251.0,270.0,305.5,260.5,
83,270,269,270,269,313,53.0486840880973,42.5531914893617,0.43909453335221454,0.25135415140918016,0.11974679162084319,1.0341486935037665,-3.142420903005563,9.671832650216647,268.7,232.1262389136699,305.27376108633007,27.22274736608119,275.0666666666667,267.0666666666667,2.9513034923757995,-57.4468085106383,251.0,265.0,305.5,258.0,
84,265,265,265,265,20,50.93909453667232,31.914893617021278,0.3238147237062956,0.35929239264461205,0.23854528367074476,0.6816031020549076,-2.795973195563538,9.204649385194982,270.7,240.0008143430489,301.3991856569511,22.681334064980497,272.4,265.4,2.6031982149497956,-68.08510638297872,251.0,265.0,305.5,258.0,
85,250,260,260,249,443,45.139637261791066,2.3255813953488373,0.007738659840521802,0.25688263896634395,0.2891763943400454,-1.2456284945531024,-3.7785638337372385,9.884184446675484,271.4,243.37572480866004,299.4242751913399,20.651639787280722,270.8,261.6,3.4560480841472536,-97.67441860465117,251.0,264.5,305.5,257.75,
86,252,255,255,252,311,46.02205833695136,6.976744186046512,0.06507869149947336,0.13221069168209693,0.24946190776435095,-2.32505704295977,-3.886393905715125,9.395766002007935,271.6,244.19635060799473,299.0036493920053,20.179417814436874,268.0666666666667,260.2666666666667,2.952681388012623,-93.02325581395348,251.0,264.5,305.5,257.75,
87,277,257,277,257,956,55.62947199787563,68.29268292682927,0.6849323878818724,0.2525832464072892,0.21389219235191004,-0.236142038328353,-1.4379831208669664,10.95618940180714,272.85,246.89407582073122,298.80592417926886,19.025782795872324,269.6,257.8,4.474781949184684,-31.70731707317073,251.0,263.0,305.5,257.0,
88,277,277,277,277,315,55.62947199787563,90.3225806451613,0.8012148730834304,0.5170753174882587,0.30062308519254827,1.2138767806348483,0.009628558476987958,9.860570461626427,273.35,247.47897373508445,299.22102626491557,18.92886501914436,269.3,257.5,4.4798785117691775,-9.67741935483871,251.0,263.0,305.5,257.0,
89,275,275,275,275,80,54.72573691326708,83.87096774193549,0.7796854486243702,0.7552775698632243,0.5083120445862574,1.9641644386677513,0.6079329732079126,9.074513415463784,272.8,247.56827393934472,298.0317260606553,18.498332889043457,269.1333333333333,258.3333333333333,4.095045500505566,-16.129032258064516,253.0,263.0,305.5,258.0,
90,280,280,280,280,74,56.62297008262308,100.0,0.9319907953641408,0.8376303723573137,0.7033277532362656,2.989939500056778,1.3069664276775512,8.667062073917405,272.2,248.2868237157848,296.11317628421517,17.57029851889433,270.46666666666664,260.6666666666667,3.6902221664365333,-0.0,258.5,264.5,305.5,261.5,
91,284,279,284,279,214,58.13444465523317,100.0,1.0,0.9038920813295036,0.8322666745166805,4.069736098052715,1.9094104205387907,8.300355866525665,271.8,248.9824628848784,294.61753711512165,16.789946368742918,273.53333333333336,263.73333333333335,3.6480952971832776,-0.0,268.5,266.5,305.5,267.5,
92,290,289,290,285,279,60.3654028111858,100.0,1.0,0.9773302651213802,0.9062842396027326,5.382441496715273,2.577692655361079,8.070320279873098,271.95,248.6994086096729,295.2005913903271,17.099166310224003,275.8666666666667,266.8666666666667,3.316545878884658,-0.0,273.0,269.5,305.5,271.25,
93,295,295,295,295,114,62.17434410564261,100.0,1.0,1.0,0.9604074488169614,6.712646673649488,3.1263182658362343,7.763288251885788,272.45,247.71561098389628,297.1843890161037,18.157011573575854,278.3,269.5,3.2128514056224944,-0.0,273.0,272.0,305.5,272.5,
94,300,295,300,295,211,63.94642305241454,100.0,1.0,1.0,0.9924434217071267,8.022105890452167,3.548621986111131,7.486959426697209,273.2,246.18444892288977,300.2155510771102,19.77712377533691,282.1333333333333,272.3333333333333,3.534928459781175,-0.0,274.5,276.0,305.5,275.25,
95,300,295,300,295,222,63.94642305241454,100.0,1.0,1.0,1.0,8.72933433934162,3.4046803480004666,7.238263484027487,274.2,244.8701517221798,303.5298482778202,21.39303302539766,286.06666666666666,277.46666666666664,3.05217082692536,-0.0,274.5,278.5,305.5,276.5,
96,308,300,308,300,589,66.8299992335638,100.0,1.0,1.0,1.0,9.891632172170375,3.6535825446633776,7.314437135624739,276.1,243.3775306555274,308.82246934447267,23.703346138698027,291.8,282.2,3.3449477351916452,-0.0,278.5,291.5,305.5,285.0,
97,302,302,302,302,100,62.77478105968393,89.83050847457628,0.8130405486474952,0.9376801828824984,0.9792267276274994,9.784291607899661,2.83699358431413,7.182993422062265,277.45,242.84667646020182,312.05332353979816,24.943826664118344,292.9666666666667,287.3666666666667,1.929925330269968,-10.169491525423728,278.5,291.5,305.5,285.0,
98,296,296,296,296,100,58.92424264039976,79.66101694915254,0.63551753523282,0.8161860279601051,0.9179554036142011,8.801826733640837,1.4836229680442452,7.064694079856038,278.25,242.7204348464557,313.7795651535443,25.537872527255562,294.8666666666667,289.2666666666667,1.917370463364517,-20.338983050847457,278.5,293.5,298.0,286.0,
99,313,301,313,301,220,65.40005199512659,100.0,0.9312787725829226,0.7932789521544127,0.8490483876656721,9.794151592581898,1.9807582615882442,8.058224671870434,280.4,242.0364756572086,318.76352434279136,27.363426778025236,299.4666666666667,291.4666666666667,2.7075812274368234,-0.0,281.0,296.0,282.0,288.5,
100,282,313,313,282,1119,49.938817000745495,44.642857142857146,0.0,0.5222654359385809,0.710576805351033,6.793927998946515,-0.8155722656377113,10.35240220468339,281.5,244.29516160497474,318.70483839502526,26.433277722930914,303.8,289.6,4.785979103471517,-55.357142857142854,281.0,297.5,254.5,289.25,
101,267,277,277,267,770,44.46153851522789,0.0,0.0,0.3104262575276409,0.5419902152068782,2.8852813663357324,-3.7793751185987956,10.817161984215051,282.35,247.35128573790254,317.3487142620975,24.791014175383363,303.1,287.9,5.143824027072774,-100.0,281.0,290.0,254.5,285.5,
102,266,266,266,266,73,44.114163923404185,0.0,0.0,7.401486830834377e-17,0.27756389782207397,0.0006545248681391058,-5.331201568053111,9.835445785793546,282.45,247.65071839822053,317.24928160177944,24.641020783699386,300.3666666666667,286.16666666666663,4.8420095476244756,-100.0,281.0,289.5,254.5,285.25,
103,287,271,287,271,1712,52.505988454982116,44.680851063829785,0.369426191773133,0.12314206392437775,0.14452277381733958,0.3396617820049528,-3.9937554487330384,10.951901207214192,283.3,248.9308277667334,317.66917223326664,24.263446687798535,300.6333333333333,283.2333333333333,5.960264900662264,-55.319148936170215,281.0,289.5,254.5,285.25,
104,296,291,296,291,4500,55.5842103809255,63.829787234042556,0.5049361514076199,0.29145411439358443,0.1381987261059874,1.565650458988216,-2.2142134173998205,10.756711086492773,284.85,251.13190396834452,318.5680960316555,23.674281924981912,300.23333333333335,282.83333333333337,5.968442716670471,-36.170212765957444,281.0,289.5,254.5,285.25,
