,adjclose,open,high,low,volume,other,RSI
1093,190,192,196,186,8858,ok,55.06399363928039
1094,192,193,193,190,2520,ok,56.4913795419645
1095,190,194,194,190,910,ok,54.62282503145395
1096,192,192,192,192,1218,ok,56.18361622685888
1097,193,193,194,192,510,ok,56.9803782524609
1098,195,195,196,195,800,ok,58.60177211651717
1099,193,198,199,193,2507,ok,56.31597222845655
1100,196,196,196,195,1210,ok,58.905312256748246
1101,200,195,200,195,5222,ok,62.12861445824678
1102,198,200,200,198,300,ok,59.610959890950085
1103,217,201,217,201,23123,ok,71.44811905254578
1104,219,221,235,217,22290,ok,72.36620955220009
1105,217,223,223,215,6533,ok,69.94413904523674
1106,216,213,219,213,1361,ok,68.7059134931473
1107,216,220,220,216,2940,ok,68.7059134931473
1108,218,213,222,209,4727,ok,69.94024886972107
1109,216,218,218,216,1158,ok,67.09043693366363
1110,214,214,216,212,1193,ok,64.27021389270968
1111,217,217,218,217,604,ok,66.5421534027056
1112,227,221,234,221,9939,ok,72.75996359142694
1113,224,230,232,224,3746,ok,68.63884260608879
1114,226,228,228,224,5050,ok,69.86429832707108
1115,224,221,227,221,2466,ok,67.0430333315357
1116,219,228,228,219,21813,ok,60.46880673005258
1117,220,216,225,216,12484,ok,61.286458894359576
1118,176,180,182,173,3676,ok,30.95134772095996
1119,168,171,171,168,1396,ok,28.21665471552976
1120,170,165,170,165,2101,ok,29.88454494476865
1121,170,167,170,167,250,ok,29.88454494476865
1122,167,167,168,167,1218,ok,28.72351869847327
1123,165,165,165,160,2790,ok,27.94408582066561
1124,171,168,171,168,75,ok,33.75199507624815
1125,173,172,173,170,995,ok,35.614934611850586
1126,179,176,179,175,220,ok,40.977238458217634
1127,178,179,179,178,896,ok,40.37370915544897
1128,170,178,178,170,2727,ok,35.827523811010934
1129,172,171,173,170,1659,ok,37.71573903642001
1130,172,172,172,172,206,ok,37.71573903642001
1131,172,172,175,172,1030,ok,37.71573903642002
1132,173,170,173,168,3756,ok,38.839560569683805
1133,170,170,170,168,1050,ok,36.70015617291681
1134,171,170,173,170,1900,ok,37.927541568280525
1135,169,169,169,169,900,ok,36.40706859837496
1136,170,172,174,170,765,ok,37.75080002043895
1137,167,167,167,167,152,ok,35.33836295146746
1138,167,170,170,167,600,ok,35.33836295146746
1139,165,167,167,164,1202,ok,33.67453086525836
1140,165,165,165,164,110,ok,33.67453086525836
1141,163,165,165,163,1000,ok,31.930941699233387
1142,165,163,166,163,500,ok,35.52604679616928
1143,165,165,165,165,631,ok,35.52604679616928
1144,165,165,165,165,936,ok,35.52604679616928
1145,166,165,166,165,100,ok,37.58467142358935
1146,165,166,166,165,100,ok,36.33525903391648
1147,165,165,167,164,1067,ok,36.33525903391649
1148,165,165,167,165,2927,ok,36.33525903391649
1149,166,165,166,165,676,ok,38.87319576691114
1150,169,166,169,166,800,ok,45.84757648372323
1151,165,166,166,165,301,ok,39.39365526352822
1152,170,168,170,166,800,ok,49.04875516309573
1153,179,170,179,170,1040,ok,61.070652033776845
1154,176,179,182,176,150,ok,56.30190062596628
1155,173,176,176,173,500,ok,51.93459523984095
1156,170,173,173,170,150,ok,47.93064678260789
1157,170,170,170,169,1015,ok,47.93064678260789
1158,167,170,170,167,550,ok,43.99676056224958
1159,170,167,170,167,1100,ok,48.54478303893458
1160,169,170,170,169,1100,ok,47.16967824578935
1161,176,169,176,169,210,ok,56.46588325054463
1162,173,176,177,173,1662,ok,52.22452611721124
1163,179,173,179,173,1689,ok,58.87746158494634
1164,176,179,182,176,750,ok,54.77059623724456
1165,174,176,176,174,600,ok,52.15855309528367
1166,172,174,174,172,600,ok,49.61059659062973
1167,170,172,172,170,2250,ok,47.131125934088935
1168,170,170,170,167,951,ok,47.13112593408894
1169,173,170,173,169,4477,ok,51.360125090084296
1170,170,170,173,170,107,ok,47.28668710504997
1171,171,170,173,170,1257,ok,48.745927500827385
1172,170,171,171,170,1500,ok,47.33478262626161
1173,172,170,173,170,207,ok,50.425814819001566
1174,170,172,175,169,5490,ok,47.42803674902552
1175,168,170,170,168,10000,ok,44.57428850858655
1176,169,168,169,168,10,ok,46.31368578465026
1177,170,169,170,166,2367,ok,48.06878110552034
1178,170,170,170,168,29,ok,48.06878110552034
1179,170,170,170,167,312,ok,48.06878110552034
1180,168,170,170,165,813,ok,44.43973391831535
1181,169,168,171,168,560,ok,46.610149496807786
1182,167,169,169,167,84,ok,42.99281137399647
1183,168,167,168,167,184,ok,45.27953195548598
1184,166,167,168,166,2041,ok,41.67862775460228
1185,165,166,166,165,2000,ok,39.96716417880574
1186,169,168,171,165,18192,ok,48.9901975817698
1187,168,168,169,168,200,ok,47.08486949628661
1188,163,168,168,163,216,ok,38.93182164853026
1189,163,163,163,163,2270,ok,38.93182164853026
1190,163,163,163,162,1708,ok,38.93182164853026
1191,163,164,166,163,250,ok,38.93182164853026
1192,164,164,164,163,20,ok,41.649822154581535
1193,164,164,168,164,730,ok,41.649822154581535
1194,163,161,164,161,93,ok,39.60545479033541
1195,163,161,163,160,903,ok,39.60545479033541
1196,161,163,163,161,143,ok,35.5571592732276
1197,162,159,162,159,1395,ok,38.91900656735982
1198,165,163,165,162,39,ok,47.72890396867479
1199,162,165,165,162,633,ok,41.31199842922767
1200,162,162,162,162,789,ok,41.31199842922767
1201,160,162,162,160,1244,ok,37.42200112815913
1202,160,160,160,160,54,ok,37.42200112815913
1203,160,160,160,160,40,ok,37.42200112815913
1204,162,160,163,160,6125,ok,44.007070249609725
1205,164,163,164,162,2881,ok,49.706544853088815
1206,165,164,165,164,1524,ok,52.31987172234231
1207,165,164,165,164,765,ok,52.31987172234231
1208,161,164,164,161,329,ok,42.15766231303426
1209,172,164,173,163,3166,ok,63.27998572785219
1210,169,170,172,169,686,ok,57.15043498488272
1211,169,172,175,169,145,ok,57.15043498488272
1212,169,172,177,166,510,ok,57.15043498488272
1213,166,172,172,163,5790,ok,50.982529609618645
1214,166,169,169,166,140,ok,50.982529609618645
1215,168,168,168,168,100,ok,54.75773519739633
1216,164,168,168,164,344,ok,46.96671121293625
1217,164,167,167,164,36,ok,46.96671121293625
1218,164,164,164,164,50,ok,46.96671121293626
1219,164,164,164,164,167,ok,46.966711212936254
1220,171,163,171,162,957,ok,60.27195968212808
1221,168,173,173,168,693,ok,54.01715136787826
1222,174,165,174,165,770,ok,62.41752730266042
1223,177,171,177,171,248,ok,65.78337674407507
1224,176,177,178,175,443,ok,63.734355953113
1225,173,173,173,173,10,ok,57.90705291465543
1226,165,173,173,165,823,ok,45.86437882112655
1227,168,165,168,165,1317,ok,50.05874972779584
1228,176,170,176,170,161,ok,59.14838323008532
1229,180,176,180,179,110,ok,62.79463932989409
1230,177,180,180,177,1225,ok,58.57209131128447
1231,178,180,180,177,228,ok,59.54854050467176
1232,178,181,181,178,210,ok,59.54854050467176
1233,170,175,175,170,1160,ok,48.863007531441326
1234,174,171,174,167,1918,ok,53.368659619851
1235,175,177,180,175,2796,ok,54.44920527713681
1236,175,176,176,175,267,ok,54.44920527713681
1237,172,172,172,172,255,ok,50.38689197307512
1238,172,172,172,172,758,ok,50.38689197307512
1239,169,169,172,169,252,ok,46.37426935567597
1240,167,168,168,167,787,ok,43.8662292631338
1241,179,164,179,167,1968,ok,58.40268740477047
1242,173,176,176,173,190,ok,51.25558120027016
1243,173,170,173,168,2427,ok,51.25558120027017
1244,171,175,175,171,3122,ok,48.940257251846575
1245,175,174,181,174,2054,ok,53.46757490628696
1246,175,175,175,175,43,ok,53.46757490628696
1247,170,172,172,170,985,ok,47.37760896420544
1248,173,172,173,171,4302,ok,50.98496979765214
1249,176,171,176,171,41,ok,54.35473343234281
1250,184,179,187,176,3757,ok,61.88078990696539
1251,178,181,182,178,4013,ok,54.60840046318873
1252,178,180,181,178,2243,ok,54.60840046318873
1253,180,181,181,178,63,ok,56.58104466808632
1254,178,178,178,178,127,ok,54.051370045711934
1255,180,180,182,180,982,ok,56.16207892011119
1256,181,178,181,178,975,ok,57.220232908010914
1257,176,178,178,176,910,ok,50.63857794093269
1258,178,175,178,175,2095,ok,52.968896702721125
1259,181,175,181,175,2270,ok,56.30140389975623
1260,180,178,180,178,796,ok,54.90484258277963
1261,180,177,181,177,660,ok,54.90484258277963
1262,178,180,180,178,964,ok,51.91770235295448
1263,175,176,176,175,1734,ok,47.723466177954016
1264,177,177,177,177,200,ok,50.5893052670112
1265,178,174,178,174,1780,ok,52.00603286910676
1266,180,176,180,176,643,ok,54.79756060160262
1267,180,181,181,180,960,ok,54.79756060160261
1268,179,179,179,178,1389,ok,53.00963484556305
1269,179,178,179,178,829,ok,53.00963484556305
1270,175,178,178,175,1249,ok,46.04079578964172
1271,176,173,176,173,210,ok,47.885344733404224
1272,175,175,175,174,718,ok,46.18510082798718
1273,174,174,174,174,174,ok,44.484124237081225
1274,176,175,176,175,861,ok,48.56427303959475
1275,179,176,179,176,1706,ok,54.02282032279342
1276,177,177,177,177,100,ok,50.19815552637511
1277,176,174,176,174,1366,ok,48.35479468914166
1278,179,175,179,175,333,ok,53.83211923200343
1279,178,179,179,178,495,ok,51.857806098896354
1280,178,177,178,176,970,ok,51.857806098896354
1281,180,180,180,180,693,ok,55.63215668813306
1282,180,180,180,180,50,ok,55.63215668813306
1283,180,180,180,180,100,ok,55.63215668813306
1284,183,180,183,180,1300,ok,61.31429938552208
1285,188,186,189,186,2179,ok,68.54481805999114
1286,185,188,188,185,373,ok,61.15874674351431
1287,183,182,183,182,407,ok,56.76708495893839
1288,182,182,182,182,35,ok,54.65385950665648
1289,186,185,186,183,3452,ok,60.920601125077816
1290,186,185,188,185,1090,ok,60.920601125077816
1291,179,184,184,179,282,ok,47.57621108445136
1292,184,181,187,181,1017,ok,55.13569488320737
1293,189,187,190,187,2691,ok,61.16625549349188
1294,192,192,198,192,1699,ok,64.26960370264102
1295,189,190,190,189,260,ok,59.1767950086002
1296,192,187,192,187,1482,ok,62.38660250944344
1297,184,189,189,184,1328,ok,50.89457196395195
1298,182,184,184,182,1250,ok,48.48976506860889
1299,191,185,191,185,1577,ok,58.08715393333983
1300,190,194,197,190,270,ok,56.820360738446745
1301,190,187,190,187,41,ok,56.82036073844675
1302,190,193,193,190,100,ok,56.820360738446745
1303,187,193,193,187,1117,ok,52.52804038447215
1304,190,190,190,189,985,ok,56.0994737435512
1305,192,192,192,192,10,ok,58.34916307164824
1306,190,192,196,190,981,ok,55.29745724652236
1307,190,191,196,190,1046,ok,55.29745724652236
1308,187,190,190,187,2200,ok,50.685819998954095
1309,195,184,195,184,6374,ok,60.21441982052143
1310,190,193,193,190,750,ok,53.28457543423309
1311,190,190,190,190,677,ok,53.28457543423309
1312,190,187,190,184,1390,ok,53.28457543423309
1313,186,187,190,186,11100,ok,47.789206744202005
1314,189,189,189,189,122,ok,51.80390683026475
1315,193,192,195,190,5743,ok,56.59620607197464
1316,187,191,191,187,1078,ok,48.76363867877771
1317,186,190,190,186,2740,ok,47.58171257806215
1318,189,187,189,187,511,ok,51.3883419240001
1319,190,191,193,190,300,ok,52.62339363225479
1320,190,191,191,189,2950,ok,52.62339363225479
1321,200,193,207,193,24852,ok,63.406003943496245
1322,200,200,202,197,14108,ok,63.406003943496245
1323,200,199,201,197,16870,ok,63.40600394349625
1324,198,200,200,197,5370,ok,59.995172087628056
1325,197,199,199,197,4360,ok,58.30628737866051
1326,195,196,197,195,913,ok,54.97318047514422
1327,192,198,198,190,6205,ok,50.32587587232427
1328,199,195,199,195,2720,ok,59.02921702519038
1329,197,202,202,195,3217,ok,56.009711927843135
1330,199,199,199,194,1350,ok,58.30650429866758
1331,198,196,199,193,470,ok,56.7121111011412
1332,198,198,200,195,200,ok,56.7121111011412
1333,194,195,195,192,2965,ok,50.3277779398373
1334,195,194,197,194,744,ok,51.788981515975415
1335,194,193,194,193,340,ok,50.1986990038834
1336,197,195,198,195,125,ok,54.69343311311911
1337,196,199,199,196,1680,ok,52.977048912125554
1338,195,195,195,193,3910,ok,51.24517223443965
1339,196,195,197,195,2210,ok,52.90324973540376
1340,196,196,196,196,250,ok,52.90324973540376
1341,193,196,196,193,3995,ok,47.30577683316264
1342,196,195,196,195,1151,ok,52.69583791311559
1343,195,197,197,195,1694,ok,50.8294184703355
1344,196,198,198,196,220,ok,52.63603376070799
1345,194,198,198,194,2649,ok,48.7760815802822
1346,193,196,196,192,5458,ok,46.92322703450017
1347,193,192,195,192,3210,ok,46.923227034500165
1348,194,194,194,193,2000,ok,49.162899734208345
1349,192,193,193,192,1010,ok,45.06696492143091
1350,193,193,193,192,1530,ok,47.42551582395307
1351,195,195,195,193,1254,ok,51.8758198570178
1352,192,195,195,192,3551,ok,45.63566980381165
1353,192,191,192,191,978,ok,45.63566980381165
1354,195,192,195,192,2332,ok,52.29140524724316
1355,195,197,197,195,87,ok,52.29140524724316
1356,192,196,196,192,1300,ok,45.7898062201608
1357,194,195,195,193,2198,ok,50.23233789384775
1358,193,194,195,193,178,ok,48.10941445549467
1359,195,195,195,195,210,ok,52.438728370292125
1360,192,196,196,192,3210,ok,46.21072005114612
1361,192,192,192,191,1814,ok,46.21072005114612
1362,194,195,195,193,40,ok,50.73465802567214
1363,192,196,196,192,330,ok,46.52104136633224
1364,190,190,190,189,3200,ok,42.70176734801729
1365,192,187,192,187,1011,ok,47.35616606832404
1366,188,194,194,188,1812,ok,40.30451607442194
1367,190,190,191,190,3995,ok,44.73564141451696
1368,190,193,193,190,1211,ok,44.73564141451695
1369,190,193,193,190,1211,ok,44.73564141451695
1370,191,191,191,191,874,ok,47.18393046783873
1371,191,192,193,190,1140,ok,47.18393046783873
1372,192,191,192,191,636,ok,49.764963969946834
1373,193,192,193,192,1588,ok,52.27652813167874
1374,191,192,193,191,1280,ok,47.19443066796592
1375,188,190,190,188,405,ok,40.78891180706551
1376,194,188,194,188,820,ok,54.18280280628719
1377,192,193,193,192,1173,ok,50.11348376057802
1378,198,193,202,192,10888,ok,59.85447863450828
1379,196,201,201,194,4438,ok,55.93382829528606
1380,194,194,194,194,10,ok,52.24815289055915
1381,191,194,194,191,3620,ok,47.2217158655416
1382,191,193,194,191,3499,ok,47.22171586554159
1383,192,191,194,189,2830,ok,49.11420745965504
1384,198,195,200,195,8728,ok,58.68633272976832
1385,198,199,200,198,2097,ok,58.68633272976832
1386,200,201,201,197,2250,ok,61.48703472432791
1387,196,204,204,196,7780,ok,53.653057443955504
1388,196,199,199,196,1690,ok,53.653057443955504
1389,197,199,199,197,3230,ok,55.30416435500995
1390,199,199,200,197,9395,ok,58.48930619391092
1391,162,160,162,157,1241,ok,24.171427763771405
1392,162,165,165,162,275,ok,24.171427763771405
1393,162,163,163,162,560,ok,24.171427763771405
1394,162,162,162,160,850,ok,24.171427763771405
1395,162,164,165,162,1128,ok,24.171427763771405
1396,161,162,162,161,964,ok,23.62867135976795
1397,163,159,163,159,1709,ok,27.15185924059095
1398,161,166,166,161,1068,ok,25.866772664973368
1399,163,158,163,158,433,ok,29.462112493492384
1400,168,163,168,163,2394,ok,37.60870064005845
1401,173,170,173,170,1380,ok,44.51030886615818
1402,170,175,175,170,1640,ok,41.541103510867984
1403,173,170,177,170,2169,ok,45.45928995846917
1404,179,176,180,175,2474,ok,52.33958391511565
1405,191,180,195,180,7025,ok,62.522487703993626
1406,188,201,201,188,2008,ok,59.12165635179646
1407,186,182,188,182,2203,ok,56.89961765289059
1408,184,187,187,183,1596,ok,54.6861799849186
1409,187,187,187,180,6382,ok,57.36532863379835
1410,171,190,190,169,3038,ok,42.82318295834968
1411,180,174,180,174,2262,ok,50.43458954996954
1412,183,183,185,179,2330,ok,52.69513966820576
1413,184,186,189,184,1907,ok,53.45713442068932
1414,190,184,190,184,1508,ok,57.84479803172131
1415,190,192,192,189,1530,ok,57.84479803172131
1416,190,190,190,184,1391,ok,57.84479803172131
1417,184,187,187,184,358,ok,51.75144003490808
1418,187,187,187,179,4650,ok,54.34126801986629
1419,181,185,185,181,2600,ok,48.70984687803061
1420,178,183,183,178,120,ok,46.13543771878214
1421,176,181,181,176,2860,ok,44.44882819619986
1422,183,179,183,179,1562,ok,51.17645565065935
1423,178,180,180,177,3431,ok,46.81519361197867
1424,179,178,180,178,864,ok,47.77381032732282
1425,170,176,179,170,9600,ok,40.669061093146375
1426,177,173,182,173,3276,ok,47.24102858905268
1427,178,177,183,177,3294,ok,48.12504146694136
1428,176,181,181,176,800,ok,46.44874460754458
1429,178,176,178,175,6349,ok,48.38490455905775
1430,189,180,190,178,7446,ok,57.48871457913037
1431,189,189,201,186,7032,ok,57.48871457913036
1432,189,186,189,185,1064,ok,57.48871457913037
1433,189,192,195,188,4580,ok,57.48871457913037
1434,189,189,193,189,5844,ok,57.48871457913037
1435,190,189,191,186,5715,ok,58.453675644342376
1436,181,187,187,181,4250,ok,47.912648639810655
1437,177,181,181,177,3231,ok,44.10577288755552
1438,176,177,180,176,1620,ok,43.18204007401757
1439,175,175,178,174,2729,ok,42.22956798880245
1440,172,174,174,172,887,ok,39.42040993726398
1441,180,171,183,168,4888,ok,49.13701959797495
1442,172,179,179,172,6195,ok,41.89961087813244
1443,168,172,172,168,5474,ok,38.82073139524717
1444,170,170,173,167,380,ok,41.14929991123261
1445,169,173,173,167,1827,ok,40.3228982750556
1446,169,169,170,163,2686,ok,40.3228982750556
1447,166,166,167,164,3879,ok,37.68936868785758
1448,165,165,165,165,10,ok,36.82598417801262
1449,162,165,165,162,110,ok,34.288301581162315
1450,157,165,165,154,2234,ok,30.51416306888254
1451,156,158,159,154,4363,ok,29.807500480181147
1452,157,153,159,153,5882,ok,31.515499484677832
1453,154,155,156,154,4656,ok,29.21850067421397
1454,154,155,156,154,4607,ok,29.21850067421396
1455,156,156,159,154,2359,ok,32.99444425846765
1456,157,155,160,155,1208,ok,34.865436279264216
1457,162,159,163,159,2697,ok,43.37869248267927
1458,162,162,162,161,1100,ok,43.37869248267926
1459,170,163,170,161,4950,ok,54.43079687691978
1460,175,173,178,173,3518,ok,59.72246575491288
1461,171,174,174,171,1150,ok,54.29092391278617
1462,167,168,168,165,1502,ok,49.44788657630005
1463,165,170,170,164,508,ok,47.181584512633535
1464,170,164,172,164,3081,ok,52.98318665198488
1465,170,170,172,170,638,ok,52.98318665198488
1466,170,170,171,167,968,ok,52.98318665198487
1467,166,169,170,166,277,ok,47.7433309573493
1468,168,166,168,165,1165,ok,50.38540734207523
1469,165,166,168,165,1706,ok,46.58098878406333
1470,167,163,167,162,1860,ok,49.32790733353794
1471,166,169,169,164,1242,ok,47.99887459375236
1472,164,164,164,163,1153,ok,45.36624074864981
1473,166,165,167,165,3954,ok,48.41330620385785
1474,162,169,169,160,9089,ok,43.22132133875929
1475,163,164,165,163,3077,ok,44.81469207929295
1476,164,163,164,160,3858,ok,46.433551340879774
1477,162,165,167,162,2724,ok,43.674090874262006
1478,162,160,162,159,3375,ok,43.67409087426201
1479,161,159,162,160,1231,ok,42.21916364255392
1480,160,163,164,160,3077,ok,40.75697298704959
1481,160,160,163,159,4439,ok,40.75697298704959
1482,160,160,160,160,400,ok,40.75697298704959
1483,163,162,163,160,802,ok,47.561805124088885
1484,165,160,165,160,1139,ok,51.556716694731385
1485,164,166,166,163,934,ok,49.52511027642708
1486,167,167,167,161,4774,ok,55.22534233231057
1487,164,170,170,164,1776,ok,49.237162212660735
1488,163,164,166,161,1291,ok,47.39244834545022
1489,163,166,166,163,2338,ok,47.39244834545022
1490,167,166,170,165,6777,ok,55.18208200770916
1491,168,167,170,167,3774,ok,56.9002605092092
1492,170,170,177,168,9232,ok,60.18763554766562
1493,166,167,168,166,1775,ok,51.69507827608625
1494,170,166,170,166,6854,ok,58.06701766826267
1495,167,169,169,167,3524,ok,52.476045849599736
1496,172,169,175,167,7523,ok,59.47886370448765
1497,171,173,178,169,10660,ok,57.649212441122266
1498,173,172,173,170,4557,ok,60.28081707095759
1499,173,174,174,171,2249,ok,60.28081707095759
1500,178,172,179,172,6892,ok,66.34435909135613
1501,190,180,192,179,28490,ok,75.86662133743242
1502,195,199,204,195,28564,ok,78.58535460578265
1503,188,195,200,187,26338,ok,67.17567986766286
1504,184,190,193,184,28564,ok,61.666026849925295
1505,188,186,192,184,18855,ok,64.77717733455894
1506,190,186,192,186,8573,ok,66.25200035363419
1507,200,193,203,193,35809,ok,72.46096464911099
1508,200,208,208,200,28908,ok,72.46096464911099
1509,202,200,204,200,17261,ok,73.58808522050425
1510,200,204,204,199,16532,ok,70.48151231440696
1511,200,200,203,198,15967,ok,70.48151231440696
1512,203,204,207,201,12807,ok,72.50104490137345
1513,199,202,205,199,11830,ok,66.01577700315663
1514,200,199,201,199,15613,ok,66.81496800937435
1515,209,204,212,201,32546,ok,72.97480560842857
1516,215,213,218,213,53871,ok,76.15283043646997
1517,229,217,235,215,86698,ok,81.59223140334979
1518,220,230,230,218,24689,ok,70.46500601849911
1519,218,224,227,215,22045,ok,68.23792480247764
1520,217,214,218,212,15410,ok,67.09606108203394
1521,215,227,227,211,8635,ok,64.76194201546181
1522,211,217,217,211,14030,ok,60.24773584249508
1523,215,210,217,210,6275,ok,63.02343726395429
1524,215,214,217,211,19432,ok,63.02343726395429
1525,215,219,219,213,8498,ok,63.023437263954285
1526,217,215,219,214,9042,ok,64.56842620728335
1527,220,214,221,214,6993,ok,66.80869006910383
1528,220,222,225,218,9506,ok,66.80869006910383
1529,219,219,223,218,6720,ok,65.2146400542972
1530,219,229,229,217,17200,ok,65.2146400542972
1531,220,220,222,218,7710,ok,66.1512966393611
1532,219,220,221,217,15139,ok,64.28709713474527
1533,221,223,224,219,22224,ok,66.33072790623868
1534,221,225,229,218,27975,ok,66.33072790623868
1535,220,226,226,219,29908,ok,64.20036235322607
1536,226,220,230,220,52737,ok,70.35293801366089
1537,230,228,234,225,31850,ok,73.60923318937546
1538,225,227,230,225,25941,ok,64.12762591730036
1539,224,229,230,223,24797,ok,62.396515826049686
1540,228,228,230,225,22975,ok,66.3137284535546
1541,249,232,250,229,112049,ok,78.79993000136264
1542,264,261,266,256,57451,ok,83.50348519427325
1543,257,264,269,244,29566,ok,75.12674602926288
1544,252,253,259,250,15294,ok,69.74480537090201
1545,250,260,260,241,33444,ok,67.65694531022623
1546,248,250,250,244,39627,ok,65.54391096928191
1547,249,252,257,246,32299,ok,66.11377603483157
1548,245,246,258,242,27222,ok,61.71679972250496
1549,247,245,250,244,16808,ok,63.040362527729314
1550,243,250,250,242,10728,ok,58.67140815221919
1551,235,239,241,235,9406,ok,51.05100752530607
1552,241,237,243,233,7042,ok,55.69847070356144
1553,249,245,258,245,25402,ok,61.01354529951392
1554,246,250,255,244,15711,ok,58.19396451783129
1555,240,249,249,235,3980,ok,52.92600892538629
1556,244,237,244,237,4142,ok,55.79872299422452
1557,245,248,249,240,10900,ok,56.51320852563242
1558,245,249,249,240,6184,ok,56.51320852563242
1559,252,243,252,240,15185,ok,61.55788482615857
1560,245,257,257,241,6185,ok,54.72161035291128
1561,225,241,245,225,21207,ok,40.78510164722062
1562,232,222,233,217,17329,ok,45.97155326565167
1563,245,236,247,234,10993,ok,54.02514652784745
1564,240,245,248,234,10791,ok,50.88351225222091
1565,240,240,242,236,3281,ok,50.883512252220925
1566,236,243,244,235,2805,ok,48.27871042480878
1567,234,235,236,233,2976,ok,46.983623838112926
1568,236,235,236,234,1572,ok,48.47219456397395
1569,234,232,234,232,3136,ok,47.04953987737211
1570,231,230,237,230,7554,ok,44.91982804540949
1571,231,228,237,225,37396,ok,44.91982804540949
1572,254,235,254,235,34592,ok,60.72651499102101
1573,259,266,275,251,54254,ok,63.19899130061687
1574,257,260,260,252,17875,ok,61.53033589871273
1575,251,262,262,251,21406,ok,56.694173474558845
1576,259,255,259,253,12958,ok,61.08596101291344
1577,253,264,264,253,4448,ok,56.461182815372105
1578,254,250,254,249,5811,ok,57.04489361730683
1579,259,257,260,253,19487,ok,59.93703102189704
1580,260,265,270,257,24884,ok,60.509707249774685
1581,274,265,283,264,46278,ok,67.51148876051909
1582,301,287,301,277,76837,ok,76.25536660673971
1583,297,316,316,291,17902,ok,73.1158227574459
1584,299,302,311,295,26794,ok,73.69889822515881
1585,290,304,306,286,35153,ok,66.68947161464658
1586,283,294,294,280,22043,ok,61.76873186163256
1587,280,283,287,279,36571,ok,59.7344737322213
1588,282,285,285,280,14936,ok,60.66454238343404
1589,277,285,286,276,13542,ok,57.11281298707839
