,adjclose,open,high,low,volume,other,RSI
0,226,230,226,226,50,ok,
1,213,226,222,213,648,ok,
2,200,213,209,200,239,ok,
3,196,200,196,196,500,ok,
4,196,196,199,196,180,ok,
5,191,196,194,191,246,ok,
6,191,191,191,191,123,ok,
7,194,191,194,194,500,ok,
8,188,194,191,188,925,ok,
9,191,188,191,191,49,ok,
10,204,191,204,194,90,ok,
11,208,204,208,208,20,ok,
12,204,208,212,204,130,ok,
13,205,204,207,205,401,ok,
14,205,205,205,205,10,ok,44.59220749570036
15,202,205,204,202,359,ok,41.227621510759
16,199,202,199,199,200,ok,38.129368006244405
17,200,199,202,200,207,ok,39.75460228481602
18,204,200,204,204,1000,ok,45.87872792420831
19,199,204,200,199,1750,ok,40.35634252700864
20,200,199,200,200,60,ok,41.86356858278222
21,202,200,202,202,130,ok,44.864526553591766
22,206,202,206,206,40,ok,50.38114515012137
23,210,206,210,136,2502,ok,55.2076262769297
24,214,210,214,214,50,ok,59.45487064370415
25,224,214,224,224,10,ok,67.70049778049565
26,228,224,228,228,40,ok,70.3021799913407
27,232,228,232,232,2844,ok,72.67268091737446
28,240,232,240,236,1060,ok,76.68161335129389
29,257,240,257,244,120,ok,82.54243993990708
30,262,257,267,262,1025,ok,83.82974920347473
31,287,262,287,267,1479,ok,88.42549852649684
32,297,287,297,292,41,ok,89.68798772770451
33,295,297,302,292,3189,ok,87.62930498628378
34,280,295,290,280,150,ok,73.92405738912214
35,280,280,280,275,78,ok,73.92405738912214
36,285,280,285,285,20,ok,75.41078141014407
37,257,285,280,257,2159,ok,56.11567283420244
38,251,257,252,247,490,ok,52.98699409310434
39,256,251,256,256,20,ok,55.22723218235252
40,252,256,255,251,595,ok,53.04936679906784
41,250,252,250,249,467,ok,51.94633668990423
42,255,250,260,255,45,ok,54.49376938445913
43,260,255,260,259,59,ok,56.951417795566535
44,270,260,270,265,470,ok,61.437143977210575
45,270,270,270,265,2669,ok,61.437143977210575
46,290,270,290,271,140,ok,68.9434529618696
47,275,290,285,270,365,ok,59.57687573924078
48,270,275,271,270,2196,ok,56.80643508454612
49,275,270,275,270,2957,ok,58.86636705788996
50,265,275,270,265,118,ok,53.38295229881032
51,265,265,265,261,221,ok,53.38295229881032
52,270,265,270,270,1218,ok,55.77197762752675
53,270,270,270,270,67,ok,55.77197762752675
54,271,270,271,271,48,ok,56.29154374150606
55,276,271,276,276,10,ok,58.8918579800891
56,280,276,280,280,450,ok,60.8961217173891
57,275,280,275,275,146,ok,57.14549602862628
58,280,275,280,280,18,ok,59.81115333101239
59,280,280,280,275,503,ok,59.81115333101239
60,285,280,285,285,25,ok,62.51530584110542
61,295,285,295,285,2339,ok,67.26010276403288
62,300,295,300,299,1517,ok,69.34920677832548
63,305,300,305,300,519,ok,71.32002344790206
64,329,305,329,311,665,ok,78.47457187305996
65,334,329,335,334,100,ok,79.61547178364356
66,327,334,328,327,94,ok,73.72408095369377
67,321,327,325,321,115,ok,69.01027182373497
68,323,321,333,314,4614,ok,69.70559778011264
69,318,323,318,317,143,ok,65.73468840507346
70,315,318,315,312,694,ok,63.40094043458089
71,321,315,321,321,100,ok,66.00076013936686
72,325,321,325,320,424,ok,67.65056807380088
73,325,325,325,324,325,ok,67.65056807380088
74,327,325,327,324,2400,ok,68.535925259913
75,325,327,326,325,400,ok,66.57374224693545
76,325,325,327,325,630,ok,66.57374224693545
77,319,325,331,319,440,ok,60.54293657074488
78,313,319,313,313,95,ok,55.161557694080905
79,319,313,319,319,100,ok,59.07865755530601
80,342,319,342,325,408,ok,69.92495814533778
81,336,342,336,336,24,ok,65.07898885157016
82,329,336,330,320,324,ok,59.86629413599826
83,323,329,323,323,200,ok,55.74471990736938
84,316,323,322,316,630,ok,51.3067276534796
85,326,316,326,320,1814,ok,56.619966384474175
86,336,326,338,325,2486,ok,61.18152745971704
87,330,336,342,330,301,ok,57.28900755188861
88,328,330,328,318,987,ok,56.00980874591927
89,321,328,322,315,1151,ok,51.661812936737405
90,327,321,327,321,603,ok,54.89400519983678
91,325,327,325,316,2656,ok,53.60725620940031
92,343,325,343,331,472,ok,62.19606795439339
93,337,343,343,337,130,ok,58.32022940969162
94,357,337,361,343,3015,ok,65.93955445632194
95,392,357,392,364,1922,ok,74.66720011950261
96,383,392,414,376,1385,ok,69.71995926477325
97,377,383,377,370,292,ok,66.55403164880218
98,369,377,377,369,2065,ok,62.48014179345106
99,365,369,365,362,484,ok,60.48649587799196
100,369,365,369,369,300,ok,61.799189226526266
101,372,369,372,372,20,ok,62.79743296334248
102,365,372,366,365,350,ok,58.928001198263125
103,366,365,366,366,100,ok,59.31369283204344
104,359,366,359,359,48,ok,55.3924167796546
105,359,359,361,359,170,ok,55.3924167796546
106,353,359,359,348,1060,ok,51.97653852261819
107,350,353,360,350,1650,ok,50.30611150080233
108,357,350,357,350,2225,ok,54.01938072484799
109,360,357,360,360,200,ok,55.55227052963161
110,377,360,377,367,931,ok,63.06627689412831
111,370,377,370,370,200,ok,58.66824026817992
112,384,370,384,377,20,ok,64.06565792303638
113,380,384,391,380,1259,ok,61.5908857831166
114,385,380,386,385,480,ok,63.48944047613536
115,390,385,390,390,40,ok,65.33474442388581
116,394,390,402,394,40,ok,66.78120935948421
117,380,394,387,380,400,ok,57.70544835059025
118,397,380,397,386,540,ok,64.08774538026194
119,404,397,404,397,864,ok,66.34011186807714
120,385,404,404,385,8775,ok,56.06216246542305
121,378,385,378,371,405,ok,52.81561512173964
122,381,378,392,380,1526,ok,54.04391061504072
123,395,381,417,388,2844,ok,59.3606219113345
124,393,395,400,393,1031,ok,58.32256005038262
125,400,393,400,387,1325,ok,60.89980915623743
126,400,400,408,400,1200,ok,60.89980915623743
127,401,400,401,390,4792,ok,61.29634158314092
128,392,401,400,385,1789,ok,55.8105037391508
129,390,392,390,390,100,ok,54.640215120509886
130,266,390,266,266,50,ok,22.76598030692197
131,274,266,275,270,900,ok,25.774371016744794
132,289,274,289,279,500,ok,31.18669715952558
133,275,289,284,270,2600,ok,29.05707102644915
134,280,275,280,280,200,ok,30.87263126378636
135,275,280,280,275,300,ok,30.044589010227213
136,272,275,274,272,2220,ok,29.532767037784254
137,272,272,272,272,147,ok,29.532767037784254
138,272,272,272,272,100,ok,29.532767037784254
139,277,272,277,267,764,ok,31.94605294746576
140,272,277,272,272,375,ok,30.80974928506313
141,270,272,272,270,130,ok,30.34479939980686
142,265,270,265,265,200,ok,29.160038361571083
143,265,265,270,260,1329,ok,29.160038361571083
144,255,265,265,255,1100,ok,26.738543243808607
145,260,255,260,260,100,ok,29.87419658969577
146,255,260,255,255,130,ok,28.55787192435132
147,256,255,260,256,30,ok,29.229507483908705
148,250,256,255,250,279,ok,27.555623059875657
149,253,250,253,253,360,ok,29.722697073065035
150,250,253,250,250,150,ok,28.795073167074165
151,245,250,245,245,200,ok,27.267631723819136
152,233,245,241,231,832,ok,23.9799445781521
153,230,233,237,230,825,ok,23.225995367325552
154,228,230,235,228,1350,ok,22.713290551547374
155,225,228,225,225,20,ok,21.931244581608095
156,223,225,225,221,492,ok,21.402185975073664
157,223,223,225,223,250,ok,21.402185975073664
158,227,223,227,227,20,ok,25.56708880233225
159,225,227,225,225,210,ok,24.85781797594646
160,222,225,222,222,200,ok,23.79163663495125
161,220,222,220,218,448,ok,23.080891210460635
162,224,220,224,224,1000,ok,27.730933255005997
163,224,224,225,224,1680,ok,27.730933255005997
164,224,224,224,220,1273,ok,27.730933255005997
165,222,224,225,221,830,ok,26.7221047331104
166,218,222,218,218,250,ok,24.78043039516764
167,214,218,221,214,3937,ok,22.98205914766683
168,210,214,215,210,1400,ok,21.31610501612758
169,206,210,210,206,2530,ok,19.77255212899493
170,200,206,203,200,2239,ok,17.7018899882664
171,202,200,202,202,142,ok,20.683649847201167
172,206,202,206,206,3069,ok,26.425168221732847
173,210,206,210,210,50,ok,31.745969319050616
174,210,210,210,210,190,ok,31.745969319050616
175,210,210,210,210,40,ok,31.745969319050616
176,206,210,206,206,96,ok,29.116095387347585
177,207,206,207,207,150,ok,30.66255598227511
178,206,207,206,206,210,ok,29.95867614106865
179,205,206,205,205,240,ok,29.235920274445107
180,209,205,209,209,50,ok,35.89765867445449
181,213,209,213,213,200,ok,41.7982487821364
182,214,213,214,210,531,ok,43.20575580661109
183,218,214,218,218,10,ok,48.564043344424455
184,222,218,222,220,110,ok,53.3080807021742
185,222,222,222,222,300,ok,53.3080807021742
186,230,222,230,225,716,ok,61.53670333084056
187,238,230,238,234,650,ok,67.67215878310898
188,238,238,240,234,671,ok,67.67215878310898
189,240,238,244,240,1550,ok,69.10122055666947
190,236,240,240,236,147,ok,63.09395628900436
191,234,236,235,234,785,ok,60.27255221805132
192,230,234,230,230,50,ok,54.97742274067864
193,226,230,230,226,791,ok,50.22553415266556
194,225,226,226,225,1150,ok,49.08333809794248
195,220,225,222,220,400,ok,43.72862066887028
196,226,220,226,224,400,ok,50.68169031728376
197,230,226,230,227,599,ok,54.70031651237058
198,230,230,230,230,466,ok,54.70031651237058
199,225,230,230,224,2112,ok,48.92138495929993
200,225,225,225,222,275,ok,48.92138495929992
201,221,225,221,221,172,ok,44.55416218126536
202,225,221,225,225,200,ok,49.4170621485089
203,228,225,228,226,700,ok,52.76326456134751
204,230,228,232,230,1389,ok,54.90501954371018
205,238,230,238,230,280,ok,62.2735449288336
206,234,238,235,234,637,ok,57.23751993877568
207,231,234,231,231,95,ok,53.728127472458645
208,232,231,232,232,50,ok,54.7246258775875
209,229,232,234,227,4004,ok,51.16473871936113
210,220,229,228,220,1093,ok,42.27915999689228
211,226,220,226,222,822,ok,48.67814022490262
212,227,226,230,227,774,ok,49.67942396235848
213,230,227,230,230,200,ok,52.663157273474745
214,230,230,230,230,531,ok,52.663157273474745
215,230,230,230,230,285,ok,52.663157273474745
216,230,230,230,230,500,ok,52.663157273474745
217,230,230,230,228,1400,ok,52.663157273474745
218,230,230,234,230,242,ok,52.663157273474745
219,222,230,234,222,1697,ok,42.24354444178303
220,230,222,230,226,150,ok,52.38832838858762
221,230,230,234,230,2587,ok,52.38832838858763
222,238,230,238,230,1900,ok,60.44588410856146
223,260,238,260,242,160,ok,73.65159115786018
224,278,260,280,265,1433,ok,79.6407545678084
225,275,278,275,275,10,ok,76.51889134847364
226,270,275,270,269,622,ok,71.4890805454607
227,253,270,268,253,691,ok,57.62071645917992
228,240,253,253,240,302,ok,49.68336454194739
229,236,240,236,236,250,ok,47.5145380204623
230,232,236,232,228,1227,ok,45.381130551129694
231,250,232,250,228,1150,ok,55.14192431701008
232,260,250,260,250,2435,ok,59.47483196762096
233,255,260,255,255,43,ok,56.534431323806565
234,250,255,250,250,193,ok,53.67656016681742
235,250,250,252,248,506,ok,53.67656016681742
236,245,250,245,245,58,ok,50.703931774157525
237,249,245,249,249,210,ok,52.94885163920258
238,245,249,245,245,20,ok,50.47350128435176
239,241,245,241,241,20,ok,48.05416706423874
240,237,241,241,237,1222,ok,45.69537651233792
241,233,237,233,233,100,ok,43.40111010128661
242,226,233,230,226,295,ok,39.64938685231489
243,230,226,230,228,165,ok,42.69762713227213
244,234,230,234,234,145,ok,45.65374545171888
245,246,234,246,237,323,ok,53.41759409190447
246,250,246,250,250,110,ok,55.689933856247656
247,250,250,250,250,200,ok,55.689933856247656
248,245,250,245,245,600,ok,52.0117597670765
249,248,245,248,248,20,ok,53.9759187610719
250,266,248,266,252,6168,ok,63.60210074887802
251,280,266,290,271,1855,ok,69.02807101058782
252,285,280,285,280,2290,ok,70.7075824229816
253,262,285,280,257,1195,ok,55.73531217733375
254,250,262,257,245,2088,ok,49.80920657645912
255,233,250,245,233,5511,ok,42.85713214693421
256,230,233,230,229,990,ok,41.74970487151707
257,234,230,234,230,515,ok,43.83367522530709
258,232,234,238,232,568,ok,43.005219576475056
259,228,232,232,228,240,ok,41.32305501821223
260,228,228,232,228,1351,ok,41.32305501821223
261,228,228,229,228,203,ok,41.32305501821223
262,230,228,232,230,1226,ok,42.72218419122755
263,232,230,232,226,1018,ok,44.15618720415321
264,230,232,230,230,108,ok,42.9969145527209
265,235,230,235,230,446,ok,46.76010264723316
266,231,235,232,231,700,ok,44.24368060167931
267,235,231,235,235,350,ok,47.29803559796119
268,236,235,239,235,285,ok,48.064017413178135
269,232,236,235,232,355,ok,45.23208467007027
270,236,232,236,236,1219,ok,48.49988667304776
271,234,236,234,228,2070,ok,46.9901842237885
272,235,234,237,235,36,ok,47.86404581227176
273,235,235,235,235,340,ok,47.86404581227176
274,243,235,243,239,484,ok,54.78033369319937
275,251,243,251,247,100,ok,60.43300220148074
276,268,251,272,255,1043,ok,69.23414033038435
277,273,268,273,273,52,ok,71.25908035667484
278,290,273,292,276,2583,ok,76.84040900431864
279,285,290,290,285,460,ok,72.3878625912009
280,290,285,290,290,20,ok,74.00972618655983
281,286,290,291,286,1048,ok,70.44489869031904
282,292,286,292,290,461,ok,72.57851642023286
283,272,292,287,272,224,ok,57.64098091004519
284,257,272,267,257,520,ok,49.42493401991873
285,257,257,262,257,276,ok,49.42493401991873
286,250,257,260,250,630,ok,45.88512665254242
287,250,250,255,246,600,ok,45.88512665254242
288,249,250,249,245,590,ok,45.34703806288654
289,253,249,258,250,445,ok,47.975112560569016
290,247,253,249,247,596,ok,44.5170984529066
291,243,247,243,243,120,ok,42.32672172947757
292,249,243,249,240,4017,ok,46.57318337729824
293,245,249,245,245,200,ok,44.23482891955111
294,249,245,249,245,398,ok,47.0953987182758
295,246,249,246,246,351,ok,45.22177215684853
296,260,246,260,246,555,ok,54.34913003116186
297,260,260,270,260,1022,ok,54.34913003116186
298,265,260,265,265,1790,ok,57.2963556010614
299,276,265,276,261,5826,ok,62.96165939752186
300,290,276,291,281,2788,ok,68.66032069669953
301,300,290,300,294,4600,ok,71.9769256909826
302,301,300,306,295,3123,ok,72.29270093404712
303,300,301,305,295,1947,ok,71.42593286428648
304,300,300,306,300,915,ok,71.42593286428648
305,290,300,300,290,964,ok,62.706462224003545
306,290,290,290,290,443,ok,62.706462224003545
307,296,290,296,290,329,ok,65.62643865527859
308,305,296,305,301,336,ok,69.48586508622142
309,295,305,300,295,891,ok,61.25606133398661
310,291,295,296,291,955,ok,58.28250679749704
311,296,291,296,291,125,ok,60.841380816410414
312,295,296,300,295,1420,ok,60.048068093329015
313,298,295,300,295,2252,ok,61.66305425695305
314,305,298,305,303,810,ok,65.19810300463246
315,301,305,301,300,192,ok,61.697124418624114
316,295,301,295,295,362,ok,56.77254860417116
317,296,295,300,295,515,ok,57.38309579348371
318,300,296,300,300,266,ok,59.82728840393515
319,297,300,300,297,169,ok,57.178587627783536
320,295,297,295,295,220,ok,55.417134585821024
321,300,295,300,298,704,ok,58.8316262007944
322,300,300,300,300,88,ok,58.83162620079439
323,300,300,300,300,80,ok,58.8316262007944
324,300,300,300,300,3481,ok,58.83162620079439
325,330,300,330,306,3554,ok,74.55734455263143
326,363,330,363,336,1830,ok,82.48361179772638
327,391,363,399,370,3218,ok,86.36502163675789
328,386,391,386,384,310,ok,82.83517067694032
329,379,386,379,379,100,ok,78.02703925952204
330,365,379,372,365,565,ok,69.35619304301342
331,351,365,365,351,820,ok,61.94318347386585
332,344,351,344,344,501,ok,58.57220796379991
333,338,344,338,338,300,ok,55.77061275636552
334,340,338,340,340,500,ok,56.51722392411793
335,350,340,350,345,2397,ok,60.14026038129848
336,364,350,364,350,2031,ok,64.58872121023978
337,391,364,391,371,682,ok,71.25219153388122
338,378,391,390,378,700,ok,64.91803894812683
339,371,378,380,371,2078,ok,61.73556335953857
340,371,371,371,364,389,ok,61.73556335953857
341,364,371,364,364,58,ok,58.41440913219806
342,370,364,371,370,877,ok,60.38178105743556
343,358,370,363,358,367,ok,54.798063018212325
344,353,358,353,353,239,ok,52.61483442651481
345,350,353,350,350,150,ok,51.29433166989685
346,355,350,355,355,60,ok,53.39379492913746
347,362,355,362,355,1017,ok,56.2378631569818
348,369,362,369,365,727,ok,58.93645609695737
349,362,369,362,362,247,ok,55.266304772755234
350,356,362,370,356,2305,ok,52.262131582696334
351,372,356,373,363,2617,ok,58.708031285229815
352,370,372,372,365,2205,ok,57.659963007109525
353,377,370,377,373,180,ok,60.32936476361948
354,384,377,384,384,30,ok,62.85161042407821
355,391,384,391,391,37,ok,65.23217740258048
356,413,391,413,398,1075,ok,71.42907171070738
357,413,413,413,413,700,ok,71.42907171070739
358,442,413,442,418,980,ok,77.54712481162017
359,486,442,486,445,4502,ok,83.36685277479931
360,513,486,514,495,891,ok,85.79926566459808
361,495,513,505,495,1082,ok,77.64695505497488
362,487,495,487,485,423,ok,74.26934948087592
363,482,487,489,480,1089,ok,72.15670746861463
364,478,482,480,475,2289,ok,70.43066005709768
365,477,478,477,477,702,ok,69.97997362962377
366,471,477,471,470,803,ok,67.20136887664489
367,518,471,518,480,3201,ok,75.43087795045064
368,500,518,508,497,2390,ok,68.35695612290141
369,500,500,510,500,3499,ok,68.35695612290142
370,502,500,510,491,1250,ok,68.73478863000622
371,495,502,495,492,1350,ok,65.77451765965763
372,506,495,524,504,4119,ok,68.09956000288253
373,499,506,516,499,1009,ok,65.07018279095129
374,505,499,505,498,2035,ok,66.44792000891135
375,555,505,555,515,881,ok,75.21958579814033
376,610,555,610,566,3650,ok,81.07930784422777
377,630,610,634,610,21373,ok,82.6829056972428
378,620,630,628,603,7723,ok,79.07422800637173
379,622,620,632,620,3192,ok,79.26910701119243
380,620,622,622,616,877,ok,78.48199187399474
381,610,620,611,610,1874,ok,74.49873873870996
382,600,610,611,600,1000,ok,70.63782674536341
383,595,600,600,595,2113,ok,68.72013124143247
384,595,595,600,595,911,ok,68.72013124143247
385,585,595,599,585,2697,ok,64.64910236909344
386,590,585,603,585,5725,ok,65.74189614200117
387,592,590,592,590,1236,ok,66.19209122590836
388,596,592,596,585,819,ok,67.1226606316927
389,607,596,607,607,146,ok,69.60071699442187
390,606,607,606,595,892,ok,69.09088478636087
391,564,606,600,564,1167,ok,51.89653104553227
392,586,564,586,575,128,ok,57.818249740032016
393,596,586,605,595,2178,ok,60.21567654161069
394,592,596,600,592,392,ok,58.776645277311566
395,650,592,651,590,4965,ok,69.97954812975058
396,640,650,697,640,14061,ok,66.61802811201193
397,619,640,640,618,5636,ok,60.09015274574832
398,590,619,631,590,2625,ok,52.447129341478615
399,611,590,613,594,4374,ok,56.738260955239966
400,587,611,617,587,1341,ok,51.06661871021967
401,600,587,600,595,660,ok,53.76275329533025
402,595,600,600,595,1965,ok,52.56317319772802
403,600,595,612,590,2285,ok,53.67627755850781
404,600,600,612,600,6011,ok,53.67627755850781
405,602,600,612,600,4551,ok,54.1751058565907
406,590,601,600,588,800,ok,50.65082819954828
407,601,590,601,585,2018,ok,53.628762786043815
408,638,601,658,606,11666,ok,61.946789503604144
409,664,638,676,650,7110,ok,66.49497234749035
410,661,664,666,658,1600,ok,65.52185462034994
411,661,661,675,661,1110,ok,65.52185462034994
412,670,661,679,661,2059,ok,67.19233916683044
413,665,670,688,660,1342,ok,65.29947083266617
414,666,665,666,655,1292,ok,65.50874916648823
415,660,666,665,660,305,ok,63.05166156264633
416,647,660,660,647,380,ok,57.97757184554386
417,637,647,637,624,1905,ok,54.35401900279312
418,634,637,634,626,600,ok,53.27822222443261
419,613,634,623,613,251,ok,46.36096718319581
420,625,613,625,615,2837,ok,50.32949368820739
421,632,625,632,625,983,ok,52.53555816918456
422,640,632,640,632,230,ok,54.995646886787696
423,652,640,652,640,841,ok,58.47255745198972
424,652,652,660,647,680,ok,58.47255745198972
425,639,652,639,639,308,ok,53.29899724538974
426,630,639,630,630,500,ok,50.000646200917664
427,623,630,630,623,700,ok,47.536614451175865
428,630,623,630,619,2475,ok,50.18056983090892
429,635,630,635,635,680,ok,52.03980941279927
430,630,635,630,612,3053,ok,50.02912375279303
431,650,630,692,642,8534,ok,57.159433029711536
432,643,650,655,638,2863,ok,54.24213431712823
433,630,643,641,620,7788,ok,49.21815006120816
434,612,630,628,612,5354,ok,43.24550980262088
435,605,612,615,594,5575,ok,41.153984242012186
436,612,605,612,595,9649,ok,44.06720477489272
437,353,360,353,353,150,ok,14.82438174507368
438,342,353,346,342,707,ok,14.38769245314174
439,339,342,348,339,1020,ok,14.264279978677235
440,357,339,357,345,595,ok,18.766620802563708
441,355,357,355,355,150,ok,18.649432473379637
442,360,355,362,360,832,ok,19.99449613626267
443,365,360,367,365,131,ok,21.394153665335665
444,367,365,367,367,200,ok,21.98210425096221
445,381,367,381,374,110,ok,26.146389170575944
446,375,381,375,368,176,ok,25.51775700479737
447,368,375,368,368,100,ok,24.769528764971568
448,358,368,361,358,525,ok,23.700390807217783
449,365,358,365,365,200,ok,26.104835264799902
450,358,365,358,355,400,ok,25.24798708477452
451,351,358,351,351,100,ok,24.38598578369228
452,358,351,358,358,20,ok,27.067540749033
453,365,358,365,353,278,ok,29.75048960460533
454,373,365,373,370,680,ok,32.79333918515201
455,403,373,403,366,1895,ok,42.79921527204972
456,436,403,443,407,2882,ok,51.375099282373895
457,428,436,428,428,200,ok,49.43994488962413
458,470,428,470,436,221,ok,58.31694919387868
459,435,470,461,435,401,ok,50.37894383661881
460,419,435,429,412,2941,ok,47.21496967427437
461,415,419,435,415,2899,ok,46.42990336261844
462,419,415,420,400,4326,ok,47.372282887092055
463,410,419,411,410,1275,ok,45.4355642197263
464,402,410,410,402,345,ok,43.72437515069765
465,393,402,402,392,2205,ok,41.81634451810246
466,404,393,404,386,606,ok,44.97675015458856
467,408,404,408,397,2869,ok,46.12278791929346
468,425,408,425,416,100,ok,50.811857993098215
469,399,425,417,393,4295,ok,44.44130001217014
470,406,399,406,406,10,ok,46.390097841021365
471,430,406,430,414,60,ok,52.537143878759935
472,435,430,435,435,20,ok,53.7275292648112
473,400,435,428,400,260,ok,45.184598796084735
474,413,398,413,405,40,ok,48.46248212874168
475,400,413,407,400,120,ok,45.53039420849581
476,400,400,400,400,33,ok,45.53039420849581
477,408,400,408,408,20,ok,47.78505972104304
478,400,408,400,400,50,ok,45.74583929318516
479,404,400,404,404,100,ok,46.96452904023645
480,390,404,396,389,2538,ok,43.29857948883636
481,389,390,400,388,699,ok,43.04014712058323
482,387,389,387,382,209,ok,42.49386849571578
483,375,387,382,375,925,ok,39.27301728476928
484,380,375,380,379,1491,ok,41.27046044980501
485,380,380,382,375,2240,ok,41.27046044980501
486,379,380,379,374,991,ok,40.95797445277981
487,373,379,373,373,101,ok,39.047587317270136
488,366,373,366,366,515,ok,36.88598511651265
489,361,366,362,361,200,ok,35.3794166117773
490,366,361,368,366,389,ok,38.10204568011509
491,402,366,402,361,653,ok,53.34404309076493
492,380,402,394,380,137,ok,45.904802947241
493,368,380,381,368,500,ok,42.4290477359601
494,370,368,370,365,951,ok,43.20095569075664
495,398,370,398,377,75,ok,52.75213523536031
496,413,398,413,405,30,ok,56.930476945278805
497,405,413,405,405,160,ok,54.17857619501558
498,400,397,400,400,345,ok,52.47141160880816
499,378,400,392,378,43,ok,45.65475820948005
500,371,378,371,371,15,ok,43.709040722249135
501,350,371,364,350,269,ok,38.41914224036191
502,357,350,357,357,20,ok,40.98312839421084
503,345,357,350,337,8698,ok,38.057756940265904
504,365,345,365,351,60,ok,45.09239627637646
505,373,365,393,372,880,ok,47.65327548778147
506,371,373,372,361,1755,ok,47.06232019008826
507,404,371,405,371,2321,ok,56.62121863356728
508,420,404,428,412,1717,ok,60.35871984275321
509,420,420,420,412,496,ok,60.35871984275321
510,428,420,428,428,20,ok,62.24504816789474
511,404,428,420,404,211,ok,53.950859315140654
512,426,404,426,410,73,ok,59.30409043936756
513,388,426,418,384,7759,ok,48.76010703963354
514,376,388,382,376,353,ok,45.97994056221221
515,383,383,383,383,139,ok,47.84794978298609
516,390,390,390,390,250,ok,49.72035916273521
517,388,388,388,388,104,ok,49.17709763012447
518,381,381,381,381,330,ok,47.23190383045389
519,398,388,402,388,275,ok,52.17903972633102
520,385,391,391,384,550,ok,48.4391560274102
521,385,383,385,383,610,ok,48.4391560274102
522,378,379,379,378,485,ok,46.363925861562166
