,adjclose,open,high,low,volume,other,RSI,stoch,stochsignal,rsidata,rsidata_k,rsidata_d,macd,macddiff,macdsignal,adjclose_4,true_adjclose_4,buy_profit,sell_profit
1649.0,722,726.0,730.0,722,9174,ok,39.03848010309682,83.01886792452831,49.13760243948924,1.0,0.9829243609293522,0.9504421484569642,-11.339403371981348,9.182507291266994,-20.52191066324834,700.67584,712.0,0.0,21.32415771484375
1650.0,723,722.0,724.0,718,1020,ok,39.638483803962885,84.31372549019608,67.89874325945358,1.0,1.0000000000000002,0.9760158793251827,-9.098333616879016,9.13886163709546,-18.23719525397448,705.3035,712.0,0.0,17.69647216796875
1651.0,710,722.0,722.0,708,8927,ok,34.838054553251084,58.8235294117647,75.38537427549636,0.8126796706539634,0.937559890217988,0.9734947503824468,-8.768746289477917,7.57475917159725,-16.343505461075168,708.5027,709.0,0.0,1.497314453125
1652.0,712,721.0,721.0,709,5859,ok,36.11979667235189,62.74509803921568,68.62745098039215,0.8596439657145017,0.8907745454561552,0.9427781452247146,-8.102148969559153,6.593085193212813,-14.695234162771966,712.0772,714.0,0.07720947265625,0.0
1653.0,712,709.0,716.0,709,7028,ok,36.11979667235188,62.74509803921568,61.43790849673203,0.8491007407719011,0.8404747923801222,0.8896030760180885,-7.44123850221888,5.80319652844247,-13.24443503066135,715.17786,712.0,0.0,0.0
1654.0,712,710.0,712.0,706,3898,ok,36.11979667235188,58.69565217391305,61.39528275078147,0.8408137240987215,0.8498528101950416,0.8603673826771064,-6.800578463015199,5.155085254116921,-11.95566371713212,717.184,712.0,0.0,0.0
1655.0,709,712.0,715.0,709,9163,ok,34.83604573102716,51.11111111111112,57.51728710807995,0.7695092288893285,0.8198078979199838,0.8367118334983825,-6.523070819540635,4.346074318073189,-10.869145137613824,718.4337,717.0,9.4337158203125,0.0
1656.0,714,708.0,719.0,708,5004,ok,38.743729940122215,62.22222222222222,57.34299516908212,0.9570567064272792,0.8557932198051098,0.8418179759733784,-5.614594650730055,4.203640389507015,-9.81823504023707,719.0912,724.0,5.0911865234375,0.0
1657.0,712,715.0,717.0,707,7019,ok,37.76810717795464,52.5,55.27777777777778,0.8880741679045061,0.8715467010737048,0.8490492729329328,-5.07010261671951,3.798505938814049,-8.868608555533559,718.5032,727.0,6.503173828125,0.0
1658.0,712,713.0,714.0,709,11973,ok,37.76810717795464,45.71428571428572,53.47883597883598,0.6105360240772696,0.8185556328030185,0.8486318512272778,-4.5684759606944,3.440106075871327,-8.008582036565727,717.45996,732.0,5.4599609375,0.0
1659.0,717,713.0,718.0,710,15403,ok,42.00257269008869,44.0,47.40476190476191,1.0,0.8328700639939254,0.8409907992902163,-3.553314915524197,3.5642136968332245,-7.117528612357422,715.572,740.0,-1.427978515625,0.0
1660.0,724,731.0,731.0,712,14196,ok,47.39884197743719,72.0,53.90476190476191,1.0,0.8701786746924233,0.8405347904964557,-1.9859612320601627,4.105253904237808,-6.09121513629797,716.23224,743.0,-7.76776123046875,0.0
1661.0,727,724.0,728.0,718,8188,ok,49.56468760132728,84.0,66.66666666666667,1.0,1.0,0.901016246228783,-0.5199892723304629,4.456980691174006,-4.976969963504469,718.0343,740.0,-8.9656982421875,0.0
1662.0,732,730.0,732.0,721,23725,ok,53.03553117022596,100.0,85.33333333333333,1.0,1.0,0.9567262248974744,1.0619170028487588,4.831109573082582,-3.769192570233824,721.9237,736.0,-10.0762939453125,0.0
1663.0,740,732.0,755.0,730,23599,ok,58.01414040521278,69.38775510204081,84.4625850340136,1.0,1.0,1.0,3.0182493164826383,5.42995350937317,-2.4117041928905314,724.45886,746.0,-15.5411376953125,0.0
1664.0,743,741.0,750.0,740,12325,ok,59.7378021970787,75.51020408163265,81.63265306122449,1.0,1.0,1.0,4.629584019328831,5.6330305697754905,-1.0034465504466588,728.16925,766.0,-14.83074951171875,0.0
1665.0,740,749.0,749.0,735,8232,ok,57.20853609327884,69.38775510204081,71.42857142857143,0.898430212854744,0.9661434042849149,0.9887144680949717,5.295949146745215,5.039516557753499,0.256432588991716,732.36725,773.0,-7.63275146484375,0.0
1666.0,736,742.0,743.0,736,7882,ok,53.9298636852992,61.224489795918366,68.70748299319727,0.7667659098787905,0.8883987075778449,0.9515140372875868,5.181437404051621,3.940003852047924,1.2414335520036972,736.57947,810.0,0.5794677734375,0.0
1667.0,746,736.0,746.0,736,3377,ok,60.08819748400152,81.63265306122449,70.74829931972789,1.0,0.8883987075778449,0.9143136064802015,6.085443176904164,3.875207699920373,2.21023547698379,740.26434,866.0,-5.73565673828125,0.0
1668.0,766,749.0,773.0,747,6057,ok,69.01043670297294,89.39393939393939,77.41702741702743,1.0,0.9222553032929304,0.8996842394828736,8.78239918833549,5.257730969081359,3.5246682192541305,744.05695,880.0,-21.94305419921875,0.0
1669.0,773,766.0,780.0,766,11183,ok,71.4187166749023,90.4109589041096,87.14585045309116,1.0,1.0000000000000002,0.9368846702902586,11.20788978418102,6.146577251941512,5.0613125322395085,748.5578,881.0,-24.44219970703125,0.0
1670.0,810,785.0,810.0,785,15287,ok,80.18441868269991,100.0,93.268299432683,1.0,1.0000000000000002,0.9740851010976436,16.71914526318085,9.326266184753072,7.392879078427777,756.64056,878.0,-53.35943603515625,0.0
1671.0,866,815.0,867.0,815,28899,ok,86.78865898020433,99.36708860759494,96.59268250390151,1.0,1.0000000000000002,1.0000000000000002,26.338799785373908,15.156736565556905,11.182063219817003,765.22455,880.0,-100.77545166015625,0.0
1672.0,880,880.0,900.0,868,29675,ok,87.87650764797291,89.47368421052632,96.28025760604042,1.0,1.0000000000000002,1.0000000000000002,33.894639954164745,18.170061387478192,15.724578566686551,774.5818,873.0,0.0,105.418212890625
1673.0,881,875.0,890.0,859,15000,ok,87.95281455045807,89.8936170212766,92.91146327979928,1.0,1.0000000000000002,1.0000000000000002,38.39263710902844,18.13444683387351,20.25819027515493,783.3471,868.0,0.0,97.65289306640625
1674.0,878,881.0,894.0,864,6811,ok,86.19994732677706,87.91208791208791,89.09312971463027,0.9543382977240908,0.984779432574697,0.9949264775248992,40.22106385537791,15.970298864178378,24.250764991199528,793.3871,856.0,0.0,84.6129150390625
1675.0,880,890.0,895.0,877,9441,ok,86.39461928696542,88.8268156424581,88.87750685860753,0.955374670860712,0.9699043228616012,0.9848945851454328,40.71427089346207,13.170804721810027,27.54346617165204,803.39417,847.0,0.0,76.6058349609375
1676.0,873,885.0,891.0,873,9506,ok,82.03284527390696,84.11764705882354,86.95218353778985,0.8260007105199839,0.9119045597015956,0.955529438379298,39.27218511995329,9.382975158641,29.889209961312293,812.97644,835.0,0.0,60.0235595703125
1677.0,868,875.0,880.0,866,8403,ok,78.96612652341427,80.60606060606061,84.51684110244742,0.7358639448218292,0.8390797754008418,0.9069628859880128,36.74994840938052,5.488590758454585,31.261357650925937,822.7659,851.0,0.0,45.23406982421875
1678.0,856,871.0,871.0,851,7584,ok,72.00843060509531,73.33333333333333,79.35234699940582,0.5313638723297643,0.6977428425571924,0.81624239255321,32.76544035245661,1.2032661612245334,31.562174191232074,832.4022,850.0,0.0,23.5977783203125
1679.0,847,850.0,855.0,845,6201,ok,67.2243635845785,67.6829268292683,73.8741069228874,0.3907509360951257,0.5526595844155732,0.6964940674578693,28.2016955142758,-2.688382941565024,30.890078455840825,841.3247,846.0,0.0,5.67529296875
1680.0,835,843.0,844.0,830,9479,ok,61.369830641117794,60.36585365853659,67.12737127371274,0.0459950034145317,0.3227032706131407,0.5243685658619689,23.016842403576103,-6.298588841811775,29.31543124538788,849.2804,841.0,14.2803955078125,0.0
1681.0,851,845.0,855.0,834,8355,ok,65.66364413103834,67.97385620915033,65.34087889898507,0.1615248876711644,0.199423609060274,0.3582621546963294,20.641713280041017,-6.938974372277492,27.58068765231851,855.74335,841.0,0.0,-4.74334716796875
1682.0,850,856.0,869.0,850,8243,ok,65.17603792925328,62.6865671641791,63.67542567728867,0.1431820935195363,0.1169006615350776,0.2130091804028308,18.3788656568554,-7.361457596370492,25.74032325322589,862.1373,844.0,0.0,-12.1373291015625
1683.0,846,855.0,855.0,840,7578,ok,63.1558016474773,53.04347826086956,61.234633878066326,0.0671847454164837,0.1239639088690616,0.1467627264881378,15.916184197446569,-7.859311244623459,23.775495442070028,865.6071,848.0,19.60711669921875,0.0
1684.0,841,862.0,862.0,838,2950,ok,60.62610427929551,30.58823529411765,48.77276023972211,0.0,0.0701222796453401,0.1036622833498265,13.265041850264083,-8.408362873444755,21.67340472370884,868.48785,851.0,27.48785400390625,0.0
1685.0,841,841.0,845.0,831,3539,ok,60.62610427929551,15.714285714285714,33.11533308975764,0.0,0.022394915138828,0.07216036788441,11.104621416403006,-8.455026645844669,19.559648062247675,870.84314,845.0,29.8431396484375,0.0
1686.0,844,845.0,855.0,841,2652,ok,61.69379402939477,21.53846153846154,22.613660848954964,0.0390712873779753,0.0130237624593252,0.0351803190811645,9.67014256295829,-7.911604399431511,17.5817469623898,877.58435,843.0,0.0,-33.5843505859375
1687.0,848,840.0,850.0,837,3614,ok,63.1294160863228,27.692307692307693,21.64835164835165,0.0971461415716882,0.0454058096498879,0.0269414957493471,8.884079588651844,-6.958133898990367,15.84221348764221,884.51013,830.0,0.0,-36.5101318359375
1688.0,851,848.0,860.0,844,5163,ok,64.21270864159777,32.30769230769231,27.179487179487182,0.1391855278130972,0.091800985587587,0.0500768525656001,8.454601986942407,-5.910089200559844,14.36469118750225,891.8434,840.0,0.0,-40.8433837890625
1689.0,845,851.0,858.0,845,6365,ok,60.39104081110425,24.59016393442623,28.19672131147541,0.0,0.0787772231282619,0.071994672788579,7.282256929292771,-5.665947406567586,12.948204335860355,898.2995,841.0,0.0,-53.29949951171875
1690.0,843,855.0,855.0,831,6356,ok,59.12779730068191,26.0,27.632618747372845,0.0,0.0463951759376991,0.0723244615511828,6.069715730688472,-5.502790884137509,11.57250661482598,904.2416,841.0,0.0,-61.2415771484375
