date,adjclose,open,high,low,volume,other,RSI,adjclose_5,true_adjclose_5,buy_profit,sell_profit
1607472000,527,529,554,512,486805,ok,91.63880016937884,344.8729,441.99999999999994,0.0,182.12710571289062
1607558400,475,527,527,475,250250,ok,73.08222528989714,353.55853,420.0,0.0,121.44146728515625
1607817600,452,452,490,428,406954,ok,66.65315314682688,359.9019,379.0,0.0,92.09811401367188
1607904000,450,452,479,448,161138,ok,66.10854892467458,363.4286,397.0,0.0,86.5714111328125
1607990400,448,447,469,447,138244,ok,65.53191808249525,364.86868,436.0,0.0,83.13131713867188
1608076800,442,470,470,440,127539,ok,63.73582116769646,364.96768,434.0,0.0,77.03231811523438
1608163200,420,438,438,417,258361,ok,57.511555580176655,363.94406,425.00000000000006,-56.055938720703125,0.0
1608422400,379,420,420,378,262793,ok,48.0866880362438,361.41818,412.0,-17.581817626953125,0.0
1608508800,397,375,410,350,239971,ok,51.81972864414231,357.98242,414.0,-39.017578125,0.0
1608595200,436,401,436,401,158910,ok,58.742277276533656,354.7674,405.00000000000006,0.0,81.23260498046875
1608681600,434,457,469,420,115519,ok,58.27982694058865,352.27942,410.0,0.0,81.7205810546875
1608768000,425,445,445,421,91833,ok,56.13807564211492,349.9833,411.0,0.0,75.01669311523438
1609027200,412,420,427,410,104013,ok,53.10243242814601,347.51337,421.99999999999994,-64.48663330078125,0.0
1609113600,414,412,422,406,68528,ok,53.518861735716186,344.8888,417.0,-69.1112060546875,0.0
1609200000,405,416,416,405,61313,ok,51.31086950781802,342.1191,434.0,-62.880889892578125,0.0
1609286400,410,405,412,399,52507,ok,52.48372692869578,339.37726,432.0,-70.62274169921875,0.0
1609372800,411,411,423,407,58066,ok,52.72898471860516,336.9514,434.0,-74.04861450195312,0.0
1609632000,422,411,424,410,89186,ok,55.45280336376849,335.15698,436.0,-86.843017578125,0.0
1609718400,417,430,430,416,38104,ok,53.93159561048172,333.7331,435.0,-83.26690673828125,0.0
1609804800,434,415,455,410,131972,ok,58.13657068425808,333.32663,478.0,-100.67337036132812,0.0
1609891200,432,440,447,430,69409,ok,57.471937757054576,333.37915,495.0,-98.620849609375,0.0
1609977600,434,432,440,432,74208,ok,57.98916152737517,333.67554,493.0,-100.324462890625,0.0
1610236800,436,431,456,431,57338,ok,58.53228388510772,334.17877,486.0,-101.82122802734375,0.0
1610323200,435,457,457,432,71034,ok,58.12763932619704,334.9548,478.0,-100.04519653320312,0.0
1610409600,478,443,478,435,337243,ok,68.28172695574582,337.52682,496.0,-140.47317504882812,0.0
1610496000,495,500,524,490,366739,ok,71.2500781267309,341.9662,507.0,-153.0338134765625,0.0
1610841600,493,495,510,490,108794,ok,70.41517181077441,346.251,519.0,-146.74899291992188,0.0
1610928000,486,493,494,480,125594,ok,67.43664781502102,349.98993,510.0,-136.01007080078125,0.0
1611014400,478,462,495,462,134343,ok,64.09956800860368,352.8489,497.0,-125.15109252929688,0.0
1611100800,496,501,511,469,259491,ok,67.9433279370786,355.99072,494.0,0.0,140.00927734375
1611187200,507,520,520,494,232105,ok,70.05345300500255,359.34918,490.0,0.0,147.65081787109375
