date,open,high,low,adjclose,volume,RSI,adjclose_5,true_adjclose_5,buy_profit,sell_profit
2019-01-10,834.0,848.0,834,835.0,5480,58.16572331,768.0167,844.0,-66.9832763671875,0.0
2019-01-13,835.0,851.0,835,838.0,3132,60.85091663,769.19257,850.0,-68.80743408203125,0.0
2019-01-14,838.0,844.0,830,836.0,4045,59.6991986,771.35205,843.0,-64.64794921875,0.0
2019-01-15,836.0,842.0,834,842.0,2708,65.02842772,775.3158,842.0,0.0,0.0
2019-01-16,842.0,858.0,841,845.0,2960,67.84012021,780.7489,838.0000000000001,0.0,64.2510986328125
2019-01-17,845.0,845.0,836,844.0,2128,67.40388118,785.25195,840.0,0.0,58.748046875
2019-01-20,844.0,850.0,844,850.0,3123,72.91436553,789.9314,838.0000000000001,0.0,60.068603515625
2019-01-21,850.0,848.0,836,843.0,3420,70.2823966,792.4338,834.0,0.0,50.56622314453125
2019-01-22,843.0,845.0,841,842.0,1670,69.89432905,792.48395,830.0,0.0,49.51605224609375
2019-01-23,842.0,850.0,838,838.0,4189,68.35967759,790.47076,837.0,0.0,47.52923583984375
2019-01-24,838.0,843.0,838,840.0,2567,70.01677825,787.5316,841.0000000000001,-52.4683837890625,0.0
2019-01-27,840.0,841.0,832,838.0,3910,69.32633194,783.8992,841.0000000000001,-54.100830078125,0.0
