date,open,high,low,adjclose,volume,RSI,adjclose_5,true_adjclose_5,buy_profit,sell_profit
2019-11-24,740.0,742.0,730,730.0,12391,51.28268789,679.96515,722.9999999999999,0.0,50.03485107421875
2019-11-25,730.0,732.0,727,727.0,10567,49.3196548,673.93567,725.0,0.0,53.0643310546875
2019-11-26,727.0,735.0,725,730.0,8682,51.23673859,669.6736,725.0,0.0,60.326416015625
2019-11-27,730.0,735.0,729,732.0,18463,52.50003338,668.2336,725.0,0.0,63.76641845703125
2019-11-28,732.0,733.0,724,725.0,15634,48.36218633,667.4967,730.0,-57.5032958984375,0.0
2019-12-01,725.0,730.0,723,723.0,24232,47.14052379,667.5253,729.0000000000001,-55.47467041015625,0.0
2019-12-02,723.0,726.0,723,725.0,6572,48.19938796,668.46344,736.0,-56.53656005859375,0.0
2019-12-03,725.0,730.0,725,725.0,9589,48.19938796,670.5554,743.0000000000001,-54.444580078125,0.0
2019-12-04,725.0,729.0,725,725.0,9772,48.19938796,673.42175,747.0,-51.5782470703125,0.0
2019-12-05,725.0,737.0,728,730.0,13130,50.46847955,677.75995,749.0,-52.24005126953125,0.0
2019-12-08,730.0,739.0,725,729.0,11013,50.03161061,682.4303,744.0,-46.5697021484375,0.0
2019-12-09,729.0,749.0,730,736.0,5466,53.07437074,687.9383,736.9999999999999,-48.06170654296875,0.0
2019-12-10,736.0,745.0,736,743.0,4466,56.25101757,694.13,743.0000000000001,-48.8699951171875,0.0
2019-12-11,743.0,750.0,743,747.0,8847,58.09606732,700.4912,748.0,-46.5087890625,0.0
2019-12-12,747.0,751.0,744,749.0,16206,58.9944769,706.1925,753.0,-42.8074951171875,0.0
2019-12-15,749.0,755.0,744,744.0,16928,57.46760427,709.9101,756.0,-34.08990478515625,0.0
2019-12-16,744.0,750.0,737,737.0,11742,55.30402808,710.6199,750.0,-26.380126953125,0.0
2019-12-17,737.0,747.0,739,743.0,9416,57.63763121,710.0288,667.0,0.0,32.97119140625
2019-12-18,743.0,750.0,742,748.0,15298,59.58311449,709.5706,669.0,0.0,38.42938232421875
2019-12-19,748.0,755.0,749,753.0,15015,61.51103779,709.71075,676.0,0.0,43.28924560546875
2019-12-22,753.0,760.0,750,756.0,34362,62.64027922,710.7149,674.0,0.0,45.28509521484375
2019-12-23,756.0,762.0,750,750.0,66023,61.32157359,711.8285,675.0,0.0,38.1715087890625
2019-12-24,669.64,670.0,660,667.0,22863,29.23749214,695.4632,681.0,28.46319580078125,0.0
2019-12-25,667.0,669.0,665,669.0,12220,29.79041505,674.2857,690.0000000000001,5.28570556640625,0.0
2019-12-26,669.0,677.0,665,676.0,14538,31.74130422,656.41345,685.0,-19.5865478515625,0.0
2019-12-29,676.0,679.0,673,674.0,14830,30.53439915,643.97314,697.0,-30.02685546875,0.0
2019-12-30,674.0,687.0,673,675.0,17063,30.78713669,637.71027,713.0,-37.28973388671875,0.0
2019-12-31,675.0,682.0,676,681.0,15116,32.27553937,637.1355,722.0,-43.864501953125,0.0
2020-01-01,681.0,690.0,680,690.0,10882,34.60581218,641.74286,721.0,-48.25714111328125,0.0
2020-01-02,690.0,690.0,684,685.0,20018,32.07593318,648.7741,716.0,-36.22589111328125,0.0
2020-01-05,685.0,699.0,690,697.0,17152,35.10230888,658.1866,725.9999999999999,-38.81341552734375,0.0
2020-01-06,697.0,715.0,700,713.0,23487,39.74512474,670.76117,730.0,-42.23883056640625,0.0
2020-01-07,713.0,734.0,719,722.0,24397,42.69468616,685.4267,730.0,-36.57330322265625,0.0
2020-01-08,722.0,725.0,715,721.0,17879,42.25252624,698.7768,739.9999999999999,-22.22320556640625,0.0
2020-01-09,721.0,723.0,711,716.0,9624,40.1069383,708.5918,750.9999999999999,-7.408203125,0.0
2020-01-12,716.0,728.0,720,726.0,30359,43.07948836,716.95953,764.0,-9.04046630859375,0.0
2020-01-13,726.0,749.0,726,730.0,40571,44.29897964,724.8083,761.0,-5.19171142578125,0.0
2020-01-14,730.0,735.0,716,730.0,12535,44.29897964,730.13135,755.0,0.13134765625,0.0
2020-01-15,730.0,743.0,733,740.0,11175,47.17781357,734.45337,745.0,-5.546630859375,0.0
2020-01-16,740.0,759.0,740,751.0,26914,50.53208422,739.5299,727.0,0.0,11.4700927734375
2020-01-19,751.0,766.0,757,764.0,22863,54.8084388,745.54144,711.9999999999999,0.0,18.45855712890625
2020-01-20,764.0,780.0,755,761.0,25615,53.97378774,750.8411,720.0,0.0,10.15887451171875
2020-01-21,761.0,767.0,749,755.0,18428,52.33902066,753.17633,725.0,0.0,1.82366943359375
2020-01-22,755.0,756.0,745,745.0,12755,49.56677676,751.5901,724.0,0.0,-6.590087890625
2020-01-23,745.0,745.0,722,727.0,19663,44.13563466,745.62006,736.0,18.62005615234375,0.0
2020-01-26,727.0,727.0,709,712.0,20914,39.05718666,735.6414,752.0,23.64141845703125,0.0
2020-01-27,712.0,729.0,706,720.0,17628,40.898455,725.7373,738.0,5.7373046875,0.0
2020-01-28,720.0,735.0,725,725.0,15203,42.04890067,718.29285,739.0,-6.7071533203125,0.0
2020-01-29,725.0,732.0,721,724.0,10541,41.74457337,713.1444,734.0,-10.8555908203125,0.0
2020-01-30,724.0,737.0,724,736.0,14728,44.33912876,711.3381,725.9999999999999,0.0,24.66192626953125
2020-02-02,736.0,754.0,740,752.0,37634,48.03553417,714.331,721.0,0.0,37.66900634765625
2020-02-03,752.0,758.0,733,738.0,33172,44.25995924,718.22614,720.0,0.0,19.77386474609375
2020-02-04,738.0,744.0,732,739.0,27241,44.47428426,721.42004,722.9999999999999,0.0,17.5799560546875
2020-02-05,739.0,739.0,734,734.0,20827,43.19720789,723.22,722.0,0.0,10.780029296875
2020-02-06,734.0,740.0,726,726.0,15362,41.18752536,723.2612,722.9999999999999,0.0,2.73876953125
2020-02-09,726.0,732.0,720,721.0,18422,39.9546114,721.86774,724.0,0.86773681640625,0.0
2020-02-10,721.0,727.0,716,720.0,23380,39.71992799,720.0018,750.0,0.00177001953125,0.0
2020-02-11,720.0,730.0,715,723.0,27491,40.15715017,718.78015,753.0,-4.2198486328125,0.0
2020-02-12,723.0,729.0,721,722.0,11735,39.95256117,717.851,750.9999999999999,-4.14898681640625,0.0
2020-02-13,722.0,727.0,721,723.0,16258,40.07979742,717.4963,755.0,-5.50372314453125,0.0
2020-02-16,723.0,726.0,719,724.0,17985,40.19867317,717.7424,790.0,-6.25762939453125,0.0
2020-02-17,724.0,757.0,728,750.0,51893,43.29920604,721.7257,800.0,-28.2742919921875,0.0
2020-02-18,750.0,765.0,744,753.0,47604,43.66001032,728.13916,814.0,-24.86083984375,0.0
2020-02-19,753.0,753.0,746,751.0,23379,43.36787865,734.0595,870.0,-16.94049072265625,0.0
2020-02-20,751.0,755.0,746,755.0,21585,43.7895535,739.2367,955.0,-15.7633056640625,0.0
2020-02-23,755.0,804.0,758,790.0,65129,47.54571515,747.979,940.0,-42.02099609375,0.0
2020-02-24,790.0,821.0,791,800.0,93540,48.65292511,760.05634,850.0,-39.94366455078125,0.0
2020-02-25,800.0,814.0,779,814.0,37640,50.17179868,771.8368,887.9999999999999,-42.1632080078125,0.0
2020-02-26,814.0,875.0,828,870.0,83212,56.75251362,788.48553,847.0,0.0,81.51446533203125
2020-02-27,870.0,955.0,845,955.0,167082,69.62363247,816.6434,840.0,0.0,138.35662841796875
2020-03-01,955.0,1000.0,936,940.0,163043,68.45116115,848.8169,776.0,0.0,91.18310546875
2020-03-02,940.0,939.0,850,850.0,68203,59.8080009,869.37885,815.0,0.0,-19.37884521484375
2020-03-03,850.0,910.0,815,888.0,150206,67.0050251,882.83606,790.0,0.0,5.1639404296875
2020-03-04,888.0,888.0,838,847.0,107177,62.48176392,887.2096,750.0,0.0,-40.2095947265625
2020-03-05,847.0,852.0,813,840.0,78904,61.64823884,882.774,750.0,0.0,-42.77398681640625
2020-03-10,840.0,824.0,776,776.0,60824,52.73303616,868.3472,731.0,0.0,-92.34722900390625
2020-03-11,776.0,822.0,766,815.0,83501,60.71991324,852.4283,715.0000000000001,0.0,-37.42828369140625
2020-03-12,815.0,831.0,784,790.0,65403,56.82776401,836.1672,730.0,0.0,-46.16717529296875
2020-03-15,790.0,787.0,748,750.0,70304,49.37499976,816.5733,701.0000000000001,0.0,-66.57330322265625
2020-03-16,750.0,764.0,723,750.0,55501,49.37499976,795.74274,680.0,0.0,-45.74273681640625
2020-03-17,750.0,765.0,721,731.0,46620,45.52334343,775.17664,660.0,0.0,-44.1766357421875
2020-03-18,731.0,739.0,700,715.0,43913,42.07736547,754.96106,660.0,0.0,-39.9610595703125
2020-03-19,715.0,740.0,690,730.0,55806,44.52945321,738.90076,725.0,0.0,-8.9007568359375
2020-03-22,730.0,744.0,700,701.0,15101,38.04812563,724.2157,770.0,23.2156982421875,0.0
2020-05-12,701.0,687.0,680,680.0,2295,32.76575762,708.1305,720.0,28.1304931640625,0.0
2020-05-13,680.0,667.0,660,660.0,435,27.28249303,691.04004,729.0000000000001,31.0400390625,0.0
2020-06-29,660.0,680.0,594,660.0,40720,27.28249303,677.58875,736.9999999999999,17.5887451171875,0.0
2020-06-30,660.0,726.0,670,725.0,8769,35.36476494,673.44635,744.0,-51.55364990234375,0.0
2020-07-01,725.0,770.0,725,770.0,15536,43.68406816,682.066,741.0,0.0,87.93402099609375
2020-07-02,770.0,785.0,702,720.0,21024,25.6348473,691.77167,747.0,-28.22833251953125,0.0
2020-07-05,720.0,734.0,699,729.0,59244,27.08581207,701.3177,742.0,-27.68231201171875,0.0
2020-07-06,729.0,740.0,715,737.0,32963,28.41323594,711.2667,745.0,-25.7332763671875,0.0
2020-07-07,737.0,751.0,740,744.0,41752,29.59154375,722.5461,790.0,-21.45391845703125,0.0
2020-07-08,744.0,756.0,730,741.0,30143,28.41005769,733.5761,869.0000000000001,-7.42388916015625,0.0
2020-07-12,742.0,770.0,746,747.0,27529,29.32389905,744.6028,879.0,-2.397216796875,0.0
2020-07-13,747.0,769.0,741,742.0,28339,27.51983507,754.3947,865.0,12.39471435546875,0.0
2020-07-14,742.0,760.0,742,745.0,29973,27.91685509,762.83875,845.9999999999999,17.8387451171875,0.0
2020-07-16,765.0,790.0,774,790.0,38787,34.93725679,774.9765,850.0,-15.02349853515625,0.0
2020-07-19,790.0,869.0,805,869.0,711,59.21014817,797.92633,861.0,0.0,71.07366943359375
2020-07-20,869.0,955.0,816,879.0,118430,64.47534499,830.4563,859.9999999999999,0.0,48.543701171875
2020-07-21,879.0,886.0,857,865.0,69536,59.83186615,857.1944,854.0,0.0,7.80560302734375
2020-07-22,865.0,875.0,846,846.0,51597,51.91039832,872.6184,845.0,0.0,-26.618408203125
2020-07-23,846.0,854.0,831,850.0,55386,53.99188784,879.46814,851.0,29.4681396484375,0.0
2020-07-26,850.0,870.0,853,861.0,58534,60.15088332,882.8497,820.0,0.0,-21.84967041015625
2020-07-27,861.0,882.0,860,860.0,104636,59.76342499,884.46783,824.0000000000001,0.0,-24.46783447265625
2020-07-28,860.0,872.0,854,854.0,51916,57.45889903,881.73737,814.0,0.0,-27.73736572265625
2020-07-29,854.0,855.0,840,845.0,45527,53.77097554,874.63275,813.0000000000001,0.0,-29.63275146484375
2020-07-30,845.0,854.0,840,851.0,41463,56.82027863,866.5304,831.9999999999999,0.0,-15.5303955078125
2020-08-02,851.0,850.0,820,820.0,63388,40.68160549,854.1656,830.0,34.16558837890625,0.0
2020-08-03,820.0,828.0,808,824.0,42609,42.58880928,840.8676,836.0,16.86761474609375,0.0
2020-08-06,819.0,859.0,801,814.0,21551,35.57763056,827.79663,825.0,13.796630859375,0.0
2020-08-09,814.0,815.0,800,813.0,36927,34.83870703,816.7041,822.0,3.7041015625,0.0
2020-08-10,813.0,840.0,810,832.0,47830,43.67741141,812.9263,822.0,0.0,19.07373046875
2020-08-11,832.0,847.0,825,830.0,29776,42.24520255,813.52155,830.0,0.0,0.0
2020-08-12,830.0,844.0,821,836.0,23975,45.46586955,817.37946,822.0,0.0,18.62054443359375
2020-08-13,836.0,877.0,820,825.0,36200,37.33256367,821.45953,817.0,0.0,3.54046630859375
2020-08-16,825.0,835.0,810,822.0,29088,34.87273158,823.6659,824.0000000000001,1.6658935546875,0.0
2020-08-17,822.0,824.0,815,822.0,16623,34.87273158,824.89154,830.0,2.89154052734375,0.0
2020-08-18,822.0,840.0,824,830.0,20561,38.33235126,827.89386,830.0,0.0,0.0
2020-08-19,830.0,825.0,814,822.0,17216,32.07505046,829.72815,841.0000000000001,7.7281494140625,0.0
2020-08-20,822.0,822.0,812,817.0,10175,27.82481612,829.92285,845.0,12.9228515625,0.0
2020-08-23,817.0,824.0,814,824.0,14020,30.28862158,831.2717,839.0,7.271728515625,0.0
2020-08-24,824.0,835.0,825,830.0,22795,32.58509616,835.3026,858.0,5.3026123046875,0.0
2020-08-25,830.0,840.0,823,830.0,23396,32.58509616,840.9726,859.9999999999999,10.97259521484375,0.0
2020-08-26,830.0,850.0,830,841.0,44021,37.0223954,849.353,855.0000000000001,8.35302734375,0.0
2020-08-27,841.0,855.0,841,845.0,23000,38.80678636,858.45966,848.9999999999999,13.45965576171875,0.0
2020-08-31,839.0,846.0,832,839.0,49117,34.40311076,865.6413,845.9999999999999,26.64129638671875,0.0
2020-09-02,839.0,866.0,839,858.0,68044,43.63699862,874.91876,844.0,0.0,-16.91876220703125
2020-09-03,858.0,864.0,849,860.0,54696,44.81265184,883.9369,845.0,0.0,-23.9368896484375
2020-09-06,860.0,903.0,854,855.0,56147,41.13078628,891.10895,848.9999999999999,0.0,-36.10894775390625
2020-09-07,855.0,863.0,842,849.0,19865,36.40295582,892.83655,856.0,43.8365478515625,0.0
2020-09-08,849.0,858.0,840,846.0,21968,33.93975888,890.9203,856.0,44.9202880859375,0.0
2020-09-09,846.0,846.0,839,844.0,36262,32.31695457,887.3285,853.0,43.3284912109375,0.0
2020-09-10,844.0,868.0,844,845.0,26842,32.68979545,884.28033,859.0,39.28033447265625,0.0
2020-09-13,845.0,855.0,845,849.0,32164,34.15332464,882.64417,880.0000000000001,33.6441650390625,0.0
2020-09-14,849.0,870.0,852,856.0,33179,36.83298311,883.5726,883.0000000000001,27.57257080078125,0.0
2020-09-15,856.0,864.0,853,856.0,31304,36.83298311,885.6593,871.0,29.6593017578125,0.0
2020-09-16,856.0,858.0,850,853.0,15690,34.94686655,886.94727,873.9999999999999,33.947265625,0.0
2020-09-17,853.0,865.0,851,859.0,33660,36.9985391,889.0478,875.0,30.04779052734375,0.0
2020-09-20,859.0,895.0,870,880.0,72747,45.72248575,895.90533,873.9999999999999,0.0,-15.90533447265625
2020-09-21,880.0,892.0,876,883.0,61628,47.19879244,904.17377,871.0,0.0,-21.17376708984375
2020-09-22,883.0,890.0,870,871.0,51572,40.00350886,909.0093,864.0,0.0,-38.00927734375
2020-09-23,871.0,877.0,866,874.0,30912,41.3103359,910.70575,859.0,0.0,-36.70574951171875
2020-09-24,874.0,877.0,866,875.0,23476,41.7323107,910.52765,867.0,0.0,-35.52764892578125
2020-09-27,875.0,883.0,870,874.0,23447,41.17434192,909.2962,880.0000000000001,35.29620361328125,0.0
2020-09-28,874.0,885.0,868,871.0,17676,39.56210825,907.006,876.0,36.0059814453125,0.0
2020-09-29,871.0,875.0,862,864.0,20446,35.74662792,903.1239,876.9999999999999,39.1239013671875,0.0
2020-09-30,864.0,875.0,857,859.0,22250,32.93861089,898.3333,872.0,39.33331298828125,0.0
2020-10-01,859.0,869.0,860,867.0,30640,35.22578819,895.00464,869.0000000000001,28.004638671875,0.0
2020-10-04,867.0,895.0,875,880.0,52843,39.34858947,896.0511,866.0000000000001,0.0,-16.05108642578125
2020-10-05,880.0,889.0,872,876.0,22147,37.25025056,897.9938,864.0,0.0,-21.9937744140625
2020-10-06,876.0,885.0,872,877.0,18761,37.5518436,900.16016,864.0,0.0,-23.16015625
2020-10-07,877.0,882.0,868,872.0,26029,35.11270131,901.6838,859.9999999999999,0.0,-29.68377685546875
2020-10-08,872.0,882.0,866,869.0,27048,33.66926071,902.4511,859.9999999999999,0.0,-33.45111083984375
2020-10-11,869.0,870.0,864,866.0,24647,32.27020732,902.2563,859.0,0.0,-36.25628662109375
2020-10-12,866.0,865.0,860,864.0,19390,31.37415951,901.43774,862.9999999999999,0.0,-37.437744140625
2020-10-13,864.0,865.0,861,864.0,15218,31.37415951,900.72345,868.0,36.72344970703125,0.0
2020-10-14,864.0,865.0,859,860.0,29183,29.77193727,900.386,880.0000000000001,40.385986328125,0.0
2020-10-15,860.0,872.0,817,860.0,25564,29.77193727,900.7334,885.0,40.7333984375,0.0
2020-10-18,860.0,874.0,859,859.0,18801,29.41670891,901.5765,903.0,42.57647705078125,0.0
2020-10-19,859.0,868.0,860,863.0,11314,29.97996166,902.84515,901.9999999999999,39.84515380859375,0.0
2020-10-20,863.0,872.0,862,868.0,11628,30.66139997,905.0095,894.0000000000001,37.009521484375,0.0
2020-10-21,868.0,884.0,870,880.0,30592,32.29742493,909.2616,886.0,29.2615966796875,0.0
2020-10-22,880.0,893.0,880,885.0,46895,32.97824054,915.41113,887.9999999999999,30.4111328125,0.0
2020-10-28,885.0,903.0,892,903.0,59283,35.47824975,923.6676,887.9999999999999,0.0,-20.6676025390625
2020-10-29,903.0,948.0,898,902.0,51398,35.22493248,933.30664,880.0000000000001,0.0,-31.306640625
2020-11-01,902.0,902.0,890,894.0,40311,33.27900573,940.23425,870.0,0.0,-46.2342529296875
2020-11-02,894.0,897.0,884,886.0,29989,31.36438182,943.7256,862.0,0.0,-57.7255859375
2020-11-03,886.0,897.0,884,888.0,15950,31.57471887,944.8233,879.0,0.0,-56.82330322265625
2020-11-04,888.0,890.0,884,888.0,20507,31.57471887,944.73584,883.0000000000001,0.0,-56.73583984375
2020-11-05,888.0,890.0,875,880.0,34927,29.95459076,943.8903,887.0,63.89031982421875,0.0
2020-11-08,880.0,880.0,864,870.0,72463,27.97515961,942.5954,901.0,72.59539794921875,0.0
2020-11-09,870.0,872.0,858,862.0,90972,26.43075051,940.83295,904.9999999999999,78.83294677734375,0.0
2020-11-10,862.0,890.0,865,879.0,29034,27.59847218,938.97327,965.0,59.9732666015625,0.0
2020-11-11,879.0,896.0,872,883.0,41751,27.86747314,938.8561,978.0000000000001,55.8560791015625,0.0
2020-11-12,883.0,891.0,883,887.0,36591,28.12199803,939.9855,971.9999999999999,52.9854736328125,0.0
2020-11-18,887.0,905.0,888,901.0,61321,28.98229586,943.6267,1038.0,42.626708984375,0.0
2020-11-19,901.0,953.0,900,905.0,94311,29.21944519,950.98676,1130.0,45.98675537109375,0.0
2020-11-22,905.0,985.0,920,965.0,229261,32.97799128,966.532,1185.0,1.531982421875,0.0
2020-11-23,965.0,994.0,969,978.0,75761,33.85411782,983.3681,1159.0,5.36810302734375,0.0
2020-11-24,978.0,1000.0,960,972.0,58491,33.09231628,999.08124,1119.0,27.08123779296875,0.0
2020-11-25,972.0,1029.0,972,1038.0,295613,37.50423319,1021.87195,1125.0,-16.1280517578125,0.0
2020-11-26,1038.0,1141.0,1050,1130.0,343732,45.3260413,1055.7877,1140.0,-74.2122802734375,0.0
2020-11-29,1130.0,1200.0,1141,1185.0,283683,51.2607901,1096.9791,1078.0,0.0,88.0208740234375
2020-11-30,1185.0,1244.0,1150,1159.0,196359,48.28867088,1136.2145,1118.0,0.0,22.7855224609375
2020-12-01,1159.0,1165.0,1115,1119.0,177245,43.35399056,1164.7164,1124.0,45.7164306640625,0.0
2020-12-02,1119.0,1147.0,1096,1125.0,205216,43.93800043,1184.1307,1101.0,0.0,-59.1307373046875
2020-12-03,1125.0,1196.0,1106,1140.0,159437,45.35635422,1197.9673,1120.0,0.0,-57.96728515625
2020-12-06,1140.0,1145.0,1078,1078.0,161986,37.62875798,1203.2065,1159.0,125.20654296875,0.0
2020-12-07,1078.0,1147.0,1057,1118.0,164879,41.11176628,1204.3107,1227.0,86.3106689453125,0.0
2020-12-08,1118.0,1162.0,1115,1124.0,113824,41.64872752,1204.0272,1240.0,80.0272216796875,0.0
2020-12-09,1124.0,1135.0,1095,1101.0,77270,38.80364917,1200.6902,1248.0,99.690185546875,0.0
2020-12-10,1101.0,1127.0,1094,1120.0,86977,40.31133972,1196.7924,1235.0,76.7923583984375,0.0
2020-12-13,1120.0,1165.0,1064,1159.0,110589,43.53544291,1197.0974,1207.0,38.097412109375,0.0
2020-12-14,1159.0,1248.0,1160,1227.0,273113,50.01150917,1209.7075,1231.0,-17.29248046875,0.0
2020-12-15,1227.0,1293.0,1202,1240.0,161533,51.36798032,1227.919,1354.0,-12.0810546875,0.0
2020-12-16,1240.0,1254.0,1200,1248.0,149009,52.17666435,1246.3767,1489.0,-1.623291015625,0.0
2020-12-17,1248.0,1255.0,1228,1235.0,101916,51.01297757,1261.2194,1425.0,26.2193603515625,0.0
2020-12-20,1235.0,1246.0,1175,1207.0,323547,48.50701671,1275.2583,1384.0,68.25830078125,0.0
2020-12-21,1207.0,1236.0,1160,1231.0,263971,50.56583962,1285.7765,1378.9999999999998,54.7764892578125,0.0
2020-12-22,1231.0,1354.0,1292,1354.0,48213,63.3646887,1298.5443,1386.0,-55.4556884765625,0.0
2020-12-23,1354.0,1489.0,1400,1489.0,187508,85.39291354,1328.6704,1101.0,0.0,160.32958984375
2020-12-24,1489.0,1550.0,1403,1425.0,425873,82.75359149,1369.0961,1100.0,0.0,55.9039306640625
2020-12-27,1425.0,1450.0,1381,1384.0,290409,80.67661708,1399.674,1125.0,0.0,-15.6739501953125
2020-12-28,1384.0,1395.0,1360,1379.0,176237,80.40945149,1415.5758,1111.0,0.0,-36.5758056640625
2020-12-29,1379.0,1400.0,1380,1386.0,381895,81.88117005,1425.4447,1097.0,0.0,-39.4447021484375
2020-12-30,1038.0,1108.0,1048,1101.0,240703,41.1806291,1394.5117,1096.0,0.0,-293.51171875
2020-12-31,1101.0,1130.0,1100,1100.0,126022,40.7469674,1346.7612,1091.0,0.0,-246.76123046875
2021-01-03,1100.0,1130.0,1080,1125.0,152668,49.16105937,1300.3256,1126.0,175.3255615234375,0.0
2021-01-04,1125.0,1136.0,1102,1111.0,91228,43.04538699,1258.0171,1125.0,147.01708984375,0.0
2021-01-05,1111.0,1118.0,1095,1097.0,90991,35.88340013,1220.7927,1140.0,123.792724609375,0.0
2021-01-06,1097.0,1104.0,1086,1096.0,76530,35.34413815,1190.5988,1132.0,94.5987548828125,0.0
2021-01-07,1096.0,1112.0,1042,1091.0,77627,32.71676661,1168.2041,1128.0,77.2041015625,0.0
