,adjclose,open,high,low,volume,rsi,stoch,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,macd,macddiff,volatility_atr,volatility_bbm,volatility_bbl,volatility_bbh,volatility_bbw,volatility_kch,volatility_kcl,volatility_kcw,williamr,ichibaseline,ichiconversionline,ichilinea,ichilineb,ema200,adjclose_3,true_adjclose_3,buy_profit,sell_profit
286.0,399,400,402,395,22853,43.90174460608512,17.391304347826086,0.0,0.0,0.2041258718078482,-1.0288448225318234,-1.2158373682938624,8.309365701008982,402.9,390.5890292827846,415.2109707172153,6.111179308620182,413.3666666666667,398.1666666666666,3.745995235356949,-82.6086956521739,403.0,406.5,411.5,404.75,374.497112390058,403.28546,398.0,0.0,-4.28546142578125
287.0,400,400,405,395,27102,45.19133867696308,21.73913043478261,0.0940144863140779,0.0313381621046925,0.0784880113041802,-1.1997829396961492,-1.1094203883665503,8.478429130908085,402.95,390.6947970232993,415.2052029767007,6.082741271473221,413.1666666666667,396.9666666666666,3.999341672152743,-78.26086956521739,403.0,406.5,411.5,404.75,374.75087246577885,401.7855,400.99999999999994,1.785491943359375,0.0
291.0,401,400,404,400,32162,47.298778579110525,29.166666666666668,0.294959094731,0.1966393964873332,0.111970943343924,-1.1994897280172268,-0.3504017709190058,7.914797352788794,404.0,394.6405128345548,413.3594871654452,4.633409487844166,409.0666666666667,393.0666666666667,3.9893617021276593,-70.83333333333333,403.0,402.5,409.0,402.75,375.7315518837996,398.65497,400.00000000000006,0.0,2.34503173828125
292.0,397,405,405,393,47330,42.34110458107704,16.0,0.0,0.1966393964873332,0.1654687592721243,-1.4831425481782503,-0.5072436728640235,8.323317617509915,403.75,393.93419641597626,413.5658035840237,4.862317564841481,408.5,392.1,4.096927304521604,-84.0,403.0,399.5,409.0,401.25,375.9431782332145,398.1682,400.00000000000006,1.168212890625,0.0
307.0,383,398,398,382,28991,33.27772090778974,4.545454545454546,0.1437236029736935,0.4694897292249408,0.4983449985275595,-3.3342666840167112,-0.541036734962292,8.233102207339744,394.45,383.6153334153679,405.2846665846321,5.493556387188282,399.23333333333335,382.83333333333337,4.194015855425789,-95.45454545454544,397.0,391.0,400.0,394.0,378.2726202337145,387.24283,372.0,0.0,-4.242828369140625
308.0,380,382,384,376,31329,30.719882538136105,14.285714285714286,0.0,0.2776936798095149,0.4517264949966941,-3.982989757637938,-0.951807846866815,8.209791986605769,393.5,381.19552926777646,405.80447073222354,6.253860600876003,398.03333333333336,381.4333333333333,4.259322613753014,-85.71428571428571,393.5,388.0,397.0,390.75,378.2898080920856,385.57996,370.0,0.0,-5.5799560546875
310.0,372,375,385,370,27778,25.034472183580636,6.25,0.0,0.0,0.1085338491558043,-5.72749438517593,-1.8598471188745047,8.869931509150673,390.9,374.4695404811627,407.3304595188373,8.406477113756598,395.0,376.8,4.716247732573202,-93.75,389.5,384.0,394.0,386.75,378.1948142435752,380.29352,353.0,0.0,-8.29351806640625
319.0,372,380,380,372,11857,45.96968744189125,49.01960784313726,0.9173883288883212,0.93056615288529,0.7049501645707638,-4.961896491378752,2.2225190484882704,10.883563216671664,375.0,347.4319024958164,402.5680975041837,14.702985335564607,376.7,351.3,6.978021978021971,-50.98039215686274,375.5,363.5,382.5,369.5,376.83600357317147,359.45953,379.0,-12.54046630859375,0.0
323.0,385,383,390,380,5625,56.01412343890847,88.37209302325581,1.0,0.9588564242876068,0.9222482992447136,0.0709569141541237,4.117194509805545,10.86960582645828,372.3,348.1744948239383,396.4255051760617,12.960249893130122,378.1666666666667,356.7666666666667,5.823657474600864,-11.627906976744184,373.5,368.5,382.5,371.0,376.8058727528547,371.6203,367.0,0.0,13.37969970703125
327.0,363,367,367,355,9837,40.41386666656374,35.55555555555556,0.5364312520563315,0.6807438994713076,0.8113073886584359,-1.2417992861427365,0.4123753944732404,11.564348382739276,369.1,349.7826502852958,388.4173497147042,10.467271587485351,384.53333333333336,363.9333333333333,5.504587155963309,-64.44444444444444,372.5,373.5,382.5,373.0,376.6336057899122,375.57404,363.0,0.0,0.0
335.0,388,382,391,382,8389,60.715629763731584,89.1891891891892,1.0,0.953881241918848,0.8073480799950326,2.7639953723747794,3.0096199409217643,9.90976624378579,372.05,353.35802311150104,390.741976888499,10.048099389060058,378.9,361.1,4.810810810810798,-10.81081081081081,369.5,373.0,378.0,371.25,376.3791248687328,374.8602,380.0,0.0,13.139801025390625
345.0,356,351,360,350,25034,35.55190091020808,14.634146341463415,0.0414767933331701,0.0304831853601401,0.0411847097449956,-4.424368545493451,-3.1387559287093563,9.606216907938862,371.1,351.53574688366103,390.664253116339,10.543925150277008,380.4333333333333,362.4333333333333,4.846091716772848,-85.36585365853658,371.0,370.0,375.5,370.5,375.8104850183713,364.513,346.0,0.0,-8.51300048828125
351.0,355,355,359,352,27922,41.363374139340486,35.55555555555556,0.5129071342183207,0.3072886806341781,0.1692322318719887,-5.911716861716911,-0.6769691679150327,9.291486519771937,366.5,337.7145870274511,395.2854129725489,15.708274473423684,362.9333333333333,344.53333333333336,5.201658499811511,-64.44444444444444,365.0,354.0,369.5,359.5,374.2705231016911,346.97803,343.0,0.0,8.02197265625
359.0,352,346,354,346,11203,45.50234067995436,56.52173913043478,1.0,0.6987645044195375,0.5299292074479024,-3.8086232487423217,1.380648822807082,8.311464258918832,352.3,334.7603306758591,369.8396693241409,9.957234927130798,355.6,340.2,4.426559356136831,-43.47826086956522,365.0,351.0,365.5,358.0,372.0978823198306,344.3353,356.0,-7.664703369140625,0.0
361.0,355,356,356,352,11860,49.12119405818866,69.56521739130434,1.0,1.0,0.863281933726261,-1.7114169485698767,2.3797429962853265,7.492286049724254,350.65,338.059924543506,363.240075456494,7.180992702976753,355.3666666666667,341.16666666666663,4.077335375191438,-30.43478260869565,364.5,348.0,365.5,356.25,371.7494675316852,347.94824,353.0,0.0,7.0517578125
388.0,258,254,258,253,12851,16.022772079905863,6.896551724137931,0.0958516004801773,0.0319505334933923,0.064137322622804,-21.92030775521357,-9.049563885636395,13.73158338578662,324.7,261.0223744161243,388.37762558387567,39.22243645449688,310.8,292.8,5.964214711729622,-93.10344827586206,309.5,291.0,320.0,300.25,362.0543525143561,281.51492,246.00000000000003,0.0,-23.514923095703125
396.0,232,236,236,228,35057,11.957684240089876,3.8461538461538463,0.0,0.0,0.0047650273357115,-22.904477368956208,-0.8490882891130092,10.609201398961922,281.1,199.01979532189057,363.1802046781095,58.39929183785802,251.73333333333332,237.9333333333333,5.636487406398928,-96.15384615384616,297.0,244.5,299.0,270.75,352.73279547792714,226.02972,232.0,0.0,0.0
402.0,235,235,235,232,11450,20.559356813726158,21.21212121212121,1.0,0.998748101603486,0.8812672379032015,-13.812985515993349,4.208677104999985,8.337375600665721,252.85,194.95259073153252,310.74740926846744,45.79585467151864,241.83333333333331,227.4333333333333,6.137235402756075,-78.78787878787878,297.0,237.0,299.0,267.0,345.8471610090509,229.18817,231.0,0.0,5.81182861328125
406.0,229,233,233,227,11380,18.275083840813775,10.0,0.7344385114223523,0.8094536450862283,0.8783759958245874,-10.141975562535464,3.7609606525078494,7.13575213159678,238.65,220.99468918425785,256.3053108157422,14.79598643682563,238.23333333333332,228.03333333333336,4.375178724621098,-90.0,279.5,233.5,298.5,256.5,341.3627238699032,231.36053,228.0,0.0,-2.36053466796875
