,adjclose,open,high,low,volume,other,RSI,stoch,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,macd,macddiff,volatility_atr,volatility_bbm,volatility_bbl,volatility_bbh,volatility_bbw,volatility_kch,volatility_kcl,volatility_kcw,WilliamR,adjclose_3,true_adjclose_3,buy_profit,sell_profit
178.0,539,531.0,539.0,521,331,ok,47.901208553792245,69.81132075471699,0.7693604476080855,0.6640861644096634,0.7180354232779473,-4.383495904954202,4.1999460466376135,17.726322663071482,534.25,507.4778129395503,561.0221870604497,10.022344243500124,544.9666666666666,515.7666666666667,5.505625039280988,-30.18867924528302,520.82513,509.99999999999994,0.0,18.17486572265625
179.0,535,539.0,535.0,535,318,ok,46.84255311313419,62.264150943396224,0.696118587895729,0.6923093527714222,0.6788823578983058,-3.808815431487005,3.819701216083849,16.353690396764332,534.6,507.9812096443187,561.2187903556813,9.95839519479286,544.4666666666666,517.0666666666667,5.1623437794385225,-37.735849056603776,524.32587,531.0,0.0,10.67413330078125
181.0,510,549.0,559.0,510,532,ok,41.38340338019819,13.559322033898304,0.3184335890448198,0.664490333912295,0.7238663244834781,-4.636586709369226,1.4548861019096009,20.48648922137911,531.75,506.85923866171,556.6407613382901,9.361828430010362,551.3,509.9,7.802487749717296,-86.44067796610169,517.557,570.0,7.5570068359375,0.0
183.0,567,531.0,580.0,541,2541,ok,55.23303602920805,83.75,1.0,0.6781520217487097,0.671255773002831,0.245201500119947,4.76289643245807,24.28405626931708,533.2,503.93158699212216,562.4684130078779,10.97839947782365,560.7333333333333,512.7333333333333,8.94298844863992,-16.25,521.68024,570.0,-45.31976318359375,0.0
197.0,575,579.0,590.0,575,1624,ok,56.66390017484131,70.0,0.87460817296137,0.688851496463499,0.5495407082650711,4.874796916922151,1.9212237230807083,15.756565416443673,554.25,519.3565908802291,589.1434091197709,12.591216642226764,569.3333333333334,548.7333333333333,3.68493232365393,-30.0,599.61115,576.0,24.61114501953125,0.0
218.0,786,778.0,793.0,775,10695,ok,74.96610481337302,96.84684684684684,0.686209827175126,0.6215166732372975,0.5720435365251371,49.33560115114221,14.257751840042005,31.775218747216048,638.55,484.9199573651055,792.1800426348943,48.11840658833119,728.5333333333334,655.5333333333333,10.548624825393784,-3.1531531531531534,775.70123,800.0,-10.29876708984375,0.0
225.0,800,796.0,810.0,800,1721,ok,71.52144722478977,88.13559322033899,0.2969862003922143,0.2899400156067792,0.4256669251022011,40.81560801907983,-2.996338787816775,26.76409072361531,716.75,552.7367383410742,880.7632616589258,45.76582118142331,806.2666666666667,752.8666666666667,6.849959379142255,-11.864406779661016,818.6344,787.0,0.0,-18.6343994140625
227.0,800,800.0,800.0,795,2398,ok,71.52144722478977,84.55882352941177,0.529181553997748,0.374384651594059,0.317271250309427,35.56529306575396,-5.710626659241235,22.358913486128404,737.2,588.5021856246732,885.8978143753269,40.341241013382216,811.0666666666667,777.0666666666667,4.281756359667534,-15.441176470588236,831.2276,820.0,31.22760009765625,0.0
243.0,925,940.0,940.0,918,2290,ok,67.53461791021437,50.8130081300813,0.0,0.1662660573734382,0.2225564587964166,29.588443236274543,-8.474071780296754,25.78435212895396,885.75,758.3202154125709,1013.1797845874293,28.773307273481034,941.2333333333332,913.0333333333332,3.041633709642643,-49.1869918699187,919.55774,934.0,-5.4422607421875,0.0
249.0,960,974.0,979.0,955,5048,ok,67.70696345352331,71.42857142857143,0.5398506599520176,0.710879711236481,0.5387645636425208,24.067663807383155,-3.0023307607885243,26.353573879763424,928.65,860.8406348650987,996.4593651349012,14.603858317967228,954.5666666666668,919.9666666666666,3.691585461270387,-28.571428571428573,958.7071,1066.0,-1.29290771484375,0.0
252.0,1066,1048.0,1090.0,1065,6831,ok,79.25499570117242,87.36842105263158,1.0,0.9933054471429424,0.8876247003761621,40.12472505157564,9.359091339306609,31.421755358347536,950.7,866.9644639355653,1034.435536064435,17.615554026387887,992.5,941.1,5.316508067852708,-12.63157894736842,1027.473,1035.0,0.0,38.5269775390625
257.0,1034,1030.0,1035.0,1022,2023,ok,66.59454594039912,69.39890710382514,0.271385460719075,0.2747415454306652,0.2988287377402733,31.62997386836048,-1.9530278088087984,28.64039232155064,974.75,870.4334145497556,1079.0665854502445,21.403762082635428,1045.6666666666667,992.4666666666666,5.220463168912745,-30.601092896174865,1057.8331,1030.0,0.0,-23.8331298828125
261.0,1022,1030.0,1031.0,1020,937,ok,61.773790251204304,52.44755244755245,0.0102759578765891,0.0483660737718704,0.0687165886451796,20.184276057865876,-7.310903529196437,25.416961402169377,994.1,897.4317011632147,1090.768298836785,19.448405358975016,1055.3666666666668,1013.1666666666666,4.080185638777894,-47.55244755244755,1064.3877,1030.0,42.3876953125,0.0
262.0,1020,1022.0,1020.0,1020,400,ok,61.20714141376685,48.14814814814815,0.0,0.0483660737718704,0.0509544869151887,17.649931368819466,-7.876198574594277,23.07526526195244,998.1,904.1342615630676,1092.0657384369324,18.828922640403253,1047.5,1010.3,3.615511711536597,-51.851851851851855,1063.2231,1070.0,43.22314453125,0.0
266.0,1020,1070.0,1055.0,1020,2605,ok,56.08737860113502,21.428571428571427,0.0,0.2089295785717081,0.1558422314240231,14.528840586409956,-5.068061757065056,27.222681538367,1020.7,963.1566250555472,1078.2433749444529,11.275276759959413,1049.4333333333334,1008.0333333333334,4.024366534897284,-78.57142857142857,1059.3021,1105.0,39.3021240234375,0.0
272.0,1125,1130.0,1132.0,1108,2263,ok,69.5401404168494,94.6969696969697,0.9087540194050224,0.9424942628846372,0.9100702229797164,31.173043464067177,7.107555132037334,29.48371909943129,1049.55,974.169697533124,1124.930302466876,14.364308983254942,1097.4666666666667,1040.0666666666666,5.370676480678672,-5.303030303030303,1172.2914,1142.0,47.2913818359375,0.0
273.0,1125,1125.0,1175.0,1125,3852,ok,69.5401404168494,71.42857142857143,0.9087540194050224,0.939169346270015,0.9424942628846372,31.479994075663623,5.9316045949070215,31.535347189488164,1053.3,971.0537842815992,1135.5462157184006,15.6168642776798,1112.4666666666667,1049.0666666666668,5.86620608827066,-28.571428571428573,1185.712,1130.0,60.7120361328125,0.0
277.0,1140,1130.0,1140.0,1130,6941,ok,68.8049614634352,80.0,0.7985153628571564,0.8152021540798855,0.8825443867147144,29.831959616009957,0.8107600370639219,26.131841291023186,1075.7,975.3623699701976,1176.0376300298026,18.655318402863724,1145.9666666666667,1098.1666666666667,4.259996435149422,-20.0,1234.1952,1145.0,94.1951904296875,0.0
294.0,1755,1750.0,1774.0,1706,10110,ok,94.47585836046566,95.34883720930232,1.0,1.0,1.0,148.49316663975742,41.613148238098105,63.44857654510726,1344.7,915.9123602527756,1773.4876397472244,63.77446861712268,1578.7,1436.1,9.459997346424316,-4.651162790697675,1528.9072,1657.0000000000002,0.0,226.0927734375
299.0,1650,1624.0,1650.0,1650,20,ok,72.80329635251978,69.94818652849742,0.0669730372625712,0.0223243457541904,0.2185863502605746,98.95146513410668,-16.536958029789275,59.575139964120375,1477.9,1047.3947619366354,1908.4052380633648,58.2590483880323,1730.9333333333332,1606.3333333333337,7.467188717313551,-30.05181347150259,1584.5985,1522.0,0.0,65.4014892578125
303.0,1550,1522.0,1582.0,1520,3552,ok,58.28906024686274,26.737967914438503,0.1200695383976736,0.0617446442105946,0.0352634849031628,32.00093304477514,-42.29536815490603,65.15474933045938,1547.45,1241.7851672174345,1853.1148327825656,39.50561669618609,1685.1333333333337,1571.5333333333333,6.976458546571158,-73.2620320855615,1570.4225,1632.0,20.4224853515625,0.0
315.0,1580,1560.0,1580.0,1570,7501,ok,53.3058730748348,47.82608695652174,0.1552538165888355,0.1772937923530914,0.1658430640512743,5.519350234791091,-16.470541429060404,60.14199544858639,1602.05,1495.900153085397,1708.1998469146029,13.251752057002328,1664.2666666666669,1558.0666666666668,6.591496844936386,-52.17391304347826,1677.8031,1791.0,97.8031005859375,0.0
319.0,1920,1791.0,1940.0,1800,20515,ok,74.14073642715297,94.87179487179488,1.0,0.9433794779537696,0.7105399414956407,60.4800300888071,30.634506696470154,78.44946321381754,1621.8,1432.2219421979603,1811.3780578020396,23.37872213614989,1719.1666666666667,1581.3666666666668,8.3501656297972,-5.128205128205129,1769.8828,1888.0,0.0,150.1171875
320.0,1901,1920.0,2000.0,1895,4549,ok,72.05118024437833,78.0,0.9093335176944336,0.969777839231478,0.8826895070067837,74.32436508209548,35.58307335180683,81.10451689243578,1640.6,1420.9581096420966,1860.2418903579032,26.775800360588,1755.9666666666667,1605.7666666666669,8.935866418117627,-22.0,1791.5043,1850.0,0.0,109.4957275390625
323.0,1850,1888.0,1912.0,1850,5451,ok,65.46160493084074,66.66666666666667,0.623409828017558,0.7877947970807835,0.8720608436791771,79.36171080123427,19.485252516613976,74.44219281458568,1694.9,1443.9339465186724,1945.866053481328,29.61426083914421,1837.5666666666664,1691.3666666666663,8.285789851513208,-33.333333333333336,1845.5609,1840.0,0.0,4.4390869140625
325.0,1880,1848.0,1884.0,1825,3161,ok,67.22970640718853,73.33333333333333,0.7001282922260038,0.6456291795785997,0.7056093484951279,71.27964274299416,6.934002383140069,74.29817617981442,1718.25,1452.6707274654282,1983.829272534572,30.91276269862614,1905.9,1740.9,9.049029285949326,-26.666666666666668,1873.5797,1775.0,0.0,6.4202880859375
327.0,1855,1840.0,1855.0,1831,3375,ok,63.45874370327728,67.41573033707866,0.5290564077110081,0.5704951133376143,0.6049056921714127,58.22393613076588,-4.762415082967678,66.63152270564969,1739.8,1470.72038352935,2008.87961647065,30.93224697903783,1933.5666666666664,1799.1666666666663,7.201157328856417,-32.58426966292135,1894.5193,1785.0,0.0,-39.519287109375
337.0,1960,1945.0,2060.0,1950,2538,ok,63.58808002629794,67.74193548387096,0.7113869184753077,0.6705610126024216,0.5190282718025121,47.08396981523583,6.73896144081408,70.56975201049366,1866.05,1754.9221906992204,1977.1778093007797,11.910485710541469,1923.2666666666669,1802.8666666666668,6.462463322121239,-32.25806451612903,1956.6484,2150.0000000000005,-3.3515625,0.0
340.0,2150,2100.0,2202.0,2140,5608,ok,72.71432199291176,88.49557522123894,1.0,0.8751614778802838,0.7710207312106941,77.74696198139577,25.41877803058371,81.36434921564988,1895.45,1707.2464134242125,2083.653586575788,19.8584596349983,2017.0666666666668,1874.4666666666665,7.328730748805117,-11.50442477876106,2022.4465,2329.0,-127.553466796875,0.0
346.0,2370,2440.0,2488.0,2352,5474,ok,74.01359234901037,73.42657342657343,0.6886996448585696,0.8962332149528566,0.9654110716509524,145.1147456477629,35.430918278206434,108.4129161115142,2032.6,1590.388557361992,2474.8114426380075,43.51190028908863,2326.833333333333,2099.2333333333336,10.284526517148404,-26.573426573426573,2155.5046,2300.0,0.0,214.495361328125
347.0,2330,2370.0,2400.0,2254,5318,ok,70.06237907767147,67.6056338028169,0.5239758840430283,0.7375585096338662,0.877930574862241,134.59032324756072,19.9251967024034,112.17162450036275,2056.35,1603.939003228273,2508.760996771727,44.00136132192743,2364.2333333333336,2129.4333333333334,10.450263333580605,-32.394366197183096,2170.8555,2215.0000000000005,0.0,159.14453125
350.0,2215,2300.0,2254.0,2166,4418,ok,58.42664206914953,43.44262295081968,0.0,0.2076534304393629,0.380787259536585,89.59311512438853,-21.095358385298724,114.47811426076446,2131.65,1716.2401902939864,2547.0598097060138,38.97542370520617,2427.366666666667,2191.366666666667,10.21925203158153,-56.55737704918032,2197.9092,2211.0,0.0,17.0908203125
356.0,2200,2200.0,2266.0,2180,1142,ok,54.18447262429633,8.629441624365482,0.0,0.0463659115974301,0.0597332378376065,25.90662434011483,-36.34467355121673,100.67987452085497,2236.95,1977.554953786729,2496.3450462132705,23.191850172178253,2337.4666666666667,2175.0666666666666,7.197730764685028,-91.37055837563452,2189.2222,2075.0,0.0,10.77783203125
363.0,2342,2200.0,2346.0,2225,3848,ok,60.83112512557611,98.73015873015872,0.9471150531151123,0.5857162845230784,0.4056388514989608,16.69937096087233,0.2656069335303179,98.48140777571388,2263.1,2075.063939628633,2451.136060371367,16.617565319373167,2274.9666666666667,2128.7666666666664,6.639820758144617,-1.2698412698412698,2221.2842,2285.0,0.0,120.7158203125
368.0,2395,2315.0,2430.0,2349,6437,ok,62.5049180721265,91.2280701754386,1.0,0.8460464496800798,0.8234073199153364,40.31458459410624,13.024152260991013,83.17460647748132,2248.45,2097.6554709215725,2399.244529078427,13.413198343608029,2322.866666666667,2202.266666666667,5.330229680156751,-8.771929824561404,2361.8843,2350.0,0.0,33.11572265625
370.0,2342,2350.0,2365.0,2342,2801,ok,58.054488421613975,77.94486215538848,0.7477288704700981,0.8445147719393047,0.853697042438425,39.19704540756766,7.367816029562135,75.97143124675986,2257.3,2097.6652919945527,2416.934708005448,14.143862845474455,2364.8666666666663,2257.2666666666664,4.655858766514736,-22.05513784461153,2395.6445,2600.0,53.64453125,0.0
383.0,2790,2780.0,2790.0,2751,4550,ok,74.60061957734206,95.0,0.9747984256091392,0.8896573082151119,0.7759802357468614,103.7352782584394,7.214799271997009,82.04367710318749,2531.9,2171.113692055837,2892.686307944163,28.499254152546555,2778.733333333333,2620.5333333333333,5.860055069206923,-5.0,2660.9001,2953.0,-129.099853515625,0.0
392.0,3050,3050.0,3150.0,3040,9249,ok,74.43224896415373,64.18128654970761,0.3584184326350317,0.412402301549772,0.484996198199253,128.16307514903565,-5.2191946236746105,114.52310532267502,2841.85,2478.988442377843,3204.7115576221568,25.536995803589697,3113.9,2861.7,8.440993373050414,-35.8187134502924,2834.9297,3050.0,0.0,0.0
398.0,3052,2990.0,3069.0,2950,36756,ok,66.68459798455733,50.609756097560975,0.1665696209471656,0.0555232069823886,0.0343450077302962,66.12292897483076,-31.04126483885344,96.94521961578772,2951.9,2648.2772735779204,3255.52272642208,20.57134228273856,3129.266666666667,2944.666666666667,6.0784335246792285,-49.39024390243903,2863.135,3150.0,-188.864990234375,0.0
399.0,3145,3052.0,3152.0,3050,12459,ok,71.31257246181282,65.9090909090909,0.3751266423448728,0.1805654210973462,0.0866148453946617,71.96411753489701,-20.160061023029755,97.45069765420894,2976.35,2693.964253192593,3258.735746807407,18.975305109103903,3128.0333333333333,2968.0333333333338,5.249286425126569,-34.09090909090909,2883.103,2225.0,0.0,261.89697265625
