,adjclose,open,high,low,volume,other,RSI,stoch,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,macd,macddiff,volatility_atr,volatility_bbm,volatility_bbl,volatility_bbh,volatility_bbw,volatility_kch,volatility_kcl,volatility_kcw,WilliamR,adjclose_3,true_adjclose_3,buy_profit,sell_profit
81.0,1526.8,1501.16,1532.82,1501.01,45392900.0,ok,34.41700974834971,26.61941595393052,0.3117074026774107,0.1497239696790703,0.0651818239330013,-43.50938921475927,-13.756126001018323,38.0980964600385,1623.6045,1493.5860152411014,1753.6229847588984,16.016029120256622,1618.3476666666668,1544.1096666666667,4.694956622339678,-73.38058404606949,1621.7778,1457.6900000000003,0.0,-94.97783203125005
91.0,1359.35,1378.6,1393.39,1334.32,39202500.0,ok,20.710232761322857,10.036489033241091,0.0,0.0364374105374694,0.126456138562364,-53.93025887188105,-6.985484917868966,33.0136059762726,1509.0685,1338.7903797055844,1679.3466202944153,22.56731490908669,1472.4493333333337,1417.6453333333332,3.7925401290200167,-89.96351096675892,1475.7253,1320.24,0.0,-116.37534179687509
93.0,1349.33,1283.83,1350.84,1225.35,41354300.0,ok,30.1142319210266,40.322633102416496,0.7619741746291802,0.25399139154306,0.0968096006935099,-61.75551261405417,-9.153187627563009,46.4576208407808,1475.5495,1297.777723333963,1653.3212766660372,24.095671025070605,1450.8446666666666,1369.4906666666666,5.769101215623771,-59.6773668975835,1450.2773,1313.99,0.0,-100.94734375000007
109.0,1687.19,1681.8,1722.6,1664.09,157236992.0,ok,72.75165578731361,91.53417648887088,1.0,1.0,0.9857285449544584,60.38320463395985,40.231477112158544,54.56077258731669,1428.0015,1198.082380457933,1657.9206195420668,32.201523533703146,1574.6176666666663,1453.6496666666667,7.989255021738492,-8.465823511129141,1510.7129,1770.9,-176.47710937500005,0.0
112.0,1770.9,1801.68,1847.8,1738.62,281878016.0,ok,73.98974865075189,85.67009540846752,0.8735498845364524,0.9578499615121508,0.9859499871707168,90.526263159687,39.57981191480161,62.811483216153874,1490.614,1177.5780176337562,1803.649982366244,42.00094489468687,1666.2603333333332,1537.0883333333334,8.064810511833125,-14.329904591532475,1538.7375,1698.8099999999997,0.0,232.1624511718751
114.0,1742.07,1760.39,1762.09,1737.83,118081000.0,ok,69.55101931100256,75.91077897518852,0.6509973515593952,0.7757237149848234,0.875210535876222,86.7341058540926,22.25140677706716,57.48920140508464,1532.2585,1202.9279410611134,1861.5890589388869,42.98629231802424,1722.667,1594.627,7.719544906179565,-24.08922102481148,1554.1204,1741.1000000000001,0.0,187.94963867187494
137.0,1757.07,1770.26,1775.34,1752.94,83678600.0,ok,56.06549347476514,48.66368495691051,0.1780626480468999,0.3383056593019224,0.387184931600653,14.80861586287756,-6.445391753844369,36.557301719870814,1753.2825,1709.7593728720003,1796.8056271279995,4.9647592020110265,1801.31,1727.8780000000002,4.16141050009236,-51.33631504308949,1753.5933,1705.85,0.0,3.4767382812499363
138.0,1702.0,1757.07,1756.5,1701.96,126404000.0,ok,47.19971730065567,0.0391504355485598,0.0,0.20627652541325,0.343222635721333,6.377491792049113,-11.901212659738253,38.41257154788372,1750.5,1701.658856278748,1799.341143721252,5.580250639388964,1801.592,1722.62,4.4816827137527335,-99.96084956445144,1749.9408,1670.31,0.0,-47.9407958984375
167.0,1594.46,1623.97,1598.33,1585.19,29116000.0,ok,45.799788861414,44.5345000717258,0.7253770485731841,0.7752737639553112,0.771995086032964,-6.67820180785975,7.1608805197803935,36.76782041567173,1597.892,1532.5006581877994,1663.283341812201,8.184701070185046,1631.621666666667,1550.3736666666666,5.106732819427981,-55.4654999282742,1652.3038,1577.84,0.0,-57.843833007812464
174.0,1563.43,1564.13,1597.25,1561.72,41208300.0,ok,43.34465777275178,24.84915736181437,0.4602816682480152,0.4370699810488268,0.4535248196756423,-13.412090104921615,-1.641306450616737,31.603920666572503,1580.0625,1523.3574022132923,1636.7675977867077,7.177576556206794,1616.4596666666666,1551.5756666666666,4.096166435854147,-75.15084263818562,1608.5088,1540.0,0.0,-45.078789062499936
195.0,1483.64,1484.02,1485.64,1480.12,11220000.0,ok,37.13612172141435,12.36783528102405,0.4109780462186705,0.4437120959461113,0.5365165127962744,-14.386173751673825,-1.027625131056929,19.607912418097985,1518.837,1475.269221952457,1562.404778047543,5.7369919283692745,1525.93,1481.538,2.95211786127068,-87.63216471897596,1485.6117,1469.53,0.0,-1.9716943359374
197.0,1466.61,1479.23,1482.45,1465.84,21009000.0,ok,33.81517129893224,0.9530882534966952,0.2517042913564103,0.343938215241778,0.3952749674619344,-16.80684488779616,-2.462345337035906,18.639609058659385,1512.054,1463.2575565230418,1560.850443476958,6.454325503845508,1518.5416666666667,1478.919666666667,2.6437038275945555,-99.0469117465033,1470.7267,1473.93,4.1166845703126,0.0
198.0,1469.53,1466.61,1470.52,1459.28,15142500.0,ok,34.91023579288196,11.734401831711487,0.3042239051955575,0.308353501567407,0.3501554360023663,-17.171151237658478,-2.261321349518578,17.899648152793446,1508.533,1458.15915873293,1558.90684126707,6.678520293168266,1515.525,1477.739,2.524735539531432,-88.26559816828852,1464.0951,1484.07,-5.434907226562473,0.0
