,adjclose,open,high,low,volume,rsi,stoch,momentum_stoch_rsi,momentum_stoch_rsi_k,momentum_stoch_rsi_d,macd,macddiff,volatility_atr,volatility_bbm,volatility_bbl,volatility_bbh,volatility_bbw,volatility_kch,volatility_kcl,volatility_kcw,williamr,ichibaseline,ichiconversionline,ichilinea,ichilineb,ema200,ichiconversionline_3,true_ichiconversionline_3,buy_profit,sell_profit
2580.0,733,721,749,720,16540,53.773752717570986,54.285714285714285,0.8149170472087183,0.8297740556046153,0.7288240458403781,1.6444064287908304,1.622678387864103,14.50547567145228,722.65,705.735213568268,739.5647864317319,4.681321921187838,739.7,711.7,3.858343668182444,-45.71428571428572,728.5,731.5,748.5,730.0,787.5017512622561,743.28754,732.0,11.78753662109375,0.0
2581.0,740,730,742,727,13809,57.94401701799178,74.28571428571429,1.0,0.852740799637413,0.7997573321573909,2.7852373185921806,2.2108074221323624,14.554928104307052,723.9,705.7792936111451,742.0207063888548,5.006411490220981,738.9666666666667,713.3666666666666,3.525361487261896,-25.714285714285715,728.5,731.5,748.5,730.0,787.0290970208406,744.1725,732.0,12.6724853515625,0.0
2582.0,740,750,750,728,9694,57.94401701799178,72.22222222222223,1.0,0.9383056824029058,0.8736068458816447,3.5051886172551576,2.344606976636271,15.299435293876348,725.25,706.5644440802243,743.9355559197757,5.152859267776808,742.2666666666667,713.6666666666667,3.928751316452207,-27.77777777777778,728.5,732.0,748.5,730.25,786.5611458067029,745.1982,732.0,0.0,0.0
2583.0,727,726,733,726,2095,48.516831535731534,36.11111111111112,0.2108624172121812,0.7369541390707268,0.8426668737036819,2.471940413435391,1.0490870182532035,15.169491764488717,725.9,707.9344774628998,743.8655225371001,4.949861561399677,742.4666666666667,714.4666666666666,3.843689942344666,-63.888888888888886,728.5,732.0,748.5,730.25,785.9684975897209,745.18585,733.0,13.18585205078125,0.0
2584.0,730,720,734,716,7852,50.51755554526634,44.44444444444444,0.3783404531202334,0.5297342901108046,0.7349980371948126,2.029893743796265,0.4856322788912621,15.452542588039844,726.9,710.4209223549666,743.3790776450334,4.534070063291618,744.3333333333334,713.5333333333333,4.225352112676065,-55.55555555555556,728.5,732.0,748.5,730.25,785.4115971161914,745.3352,732.0,0.0,0.0
2585.0,725,730,730,721,3717,47.22362334296151,30.55555555555556,0.1026096211677713,0.2306041638333951,0.4990975310049756,1.1186048427174455,-0.3405252977500459,14.80728832923586,727.6,712.7756956307884,742.4243043692117,4.0748500190246375,744.4,713.4,4.252983948415421,-69.44444444444444,728.5,732.0,741.0,730.25,784.8104866971248,744.9098,732.0,0.0,0.0
2586.0,725,725,729,725,13001,47.22362334296152,30.55555555555556,0.1026096211677719,0.1945198984852586,0.3182861174764862,0.4609580754847684,-0.7985376519861784,13.726559496312271,728.2,714.8943620960506,741.5056379039495,3.654391074965517,744.0666666666666,714.6666666666667,4.030894383254861,-69.44444444444444,728.5,733.0,737.5,730.75,784.215357476258,744.00226,731.0000000000001,0.0,-11.00225830078125
2587.0,719,714,725,714,6634,43.2948317035094,13.88888888888889,0.0,0.0684064141118475,0.1645101588101671,-0.6717596419968004,-1.545004295574198,13.453903546681044,728.05,714.4048543418907,741.6951456581093,3.748408943921242,743.9666666666667,714.5666666666667,4.031447115824113,-86.11111111111111,728.5,732.0,737.5,730.25,783.5664484466434,742.5263,731.0000000000001,0.0,-10.52630615234375
2588.0,720,714,723,714,9553,44.12912470194669,16.666666666666668,0.0569514946071782,0.0531870385916498,0.1053711170629187,-1.3271753567495352,-1.7603360082615462,13.00851319201294,728.1,714.5811243059558,741.6188756940443,3.71346674743696,742.1,714.5,3.789647123438147,-83.33333333333333,728.5,732.0,737.5,730.25,782.93394647205,740.80286,723.0,0.0,-8.8028564453125
2589.0,721,715,726,712,9884,45.00056742458001,23.68421052631579,0.1164389475900958,0.0577968140657578,0.0597967555897518,-1.6364213976464723,-1.6556656393267868,13.107661872811647,727.2,714.322111973191,740.0778880268091,3.5417733847109583,741.2666666666667,713.6666666666667,3.793988269794709,-76.3157894736842,728.5,731.0,737.5,729.75,782.3176882981988,739.08954,722.0,0.0,-8.08953857421875
