date,adjclose,open,high,low,volume,other,RSI,stoch,stochsignal,rsidata,rsidata_k,rsidata_d,macd,macddiff,macdsignal,adjclose_5,true_adjclose_5,buy_profit,sell_profit
2020-07-12,2332.49,2268.98,2332.49,2266.41,207551000.0,ok,58.99747681869769,100.0,93.23343730237848,1.0,0.989041057579258,0.9890410575792582,20.8712486751524,47.59359259132814,-26.72234391617574,2283.8186,2537.85,-48.67139648437478,0.0
2020-07-13,2383.84,2333.08,2383.84,2333.08,218402000.0,ok,61.721556263647926,100.0,97.3075232858506,1.0,1.0000000000000002,0.9926940383861724,37.707605154185785,51.54395925628922,-13.836354102103437,2305.9893,2450.46,-77.85074218750015,0.0
2020-07-14,2448.78,2387.01,2448.78,2387.01,267667000.0,ok,64.89770758822284,100.0,100.0,1.0,1.0000000000000002,0.9963470191930864,55.63205888896982,55.574730392858605,0.0573284961112161,2329.4094,2443.44,0.0,119.3705761718752
2020-07-15,2438.99,2456.92,2475.3,2430.76,198505000.0,ok,64.0350866302062,92.89877180630518,97.63292393543507,0.972972672295998,0.990990890765333,0.9969969635884448,65.56286495526547,52.4044291673234,13.158435787942066,2348.7273,2428.34,0.0,90.26270507812478
2020-07-16,2445.46,2445.69,2458.5,2437.69,145754000.0,ok,64.37213076273724,94.1641242274896,95.68763201126494,0.983532817091891,0.9855018297959632,0.9921642401870988,71.52866013800622,46.69617948005132,24.832480657954896,2363.5105,2456.78,-81.94950195312504,0.0
2020-07-19,2537.85,2458.21,2537.85,2458.21,7776150.0,ok,68.85992355506437,100.0,95.68763201126494,1.0,0.9855018297959632,0.9873315167857534,84.15257631032136,47.45607652189317,36.69649978842819,2376.4927,2486.2,0.0,161.3573242187499
2020-07-20,2450.46,2611.47,2630.97,2446.95,242962000.0,ok,61.02919700852959,68.57361722871224,87.5792471520673,0.6978578234977836,0.8937968801965585,0.9549335132628284,81.0923806687033,35.51670470422008,45.57567596448322,2379.9197,2498.66,-70.54032226562504,0.0
2020-07-21,2443.44,2459.75,2479.66,2437.43,185619000.0,ok,60.43465624775036,66.85929381825896,78.47763701565708,0.6749179547112005,0.7909252594029951,0.8900746564651724,76.1944088505802,24.494986308877586,51.69942254170262,2374.821,2488.67,-68.61895507812505,0.0
2020-07-22,2428.34,2453.24,2471.54,2420.85,293341000.0,ok,59.10094167050761,64.19078924115509,66.54123342937544,0.6129417085735615,0.6619058289275155,0.7822093228423564,69.24903552322166,14.03969038521523,55.209345138006434,2367.4207,2432.99,-60.919345703125146,0.0
2020-07-23,2456.78,2434.28,2456.15,2408.18,205974000.0,ok,60.85324751637589,69.1190809651285,66.72305467484753,0.5885394339041179,0.6254663657296269,0.6927658180200459,65.89744320990621,8.550478457519823,57.34696475238639,2360.5005,2448.0,0.0,96.2795117187502
2020-07-26,2486.2,2460.42,2487.57,2457.03,234740000.0,ok,62.63661394911607,68.18591363586418,67.16526128071594,0.5997001399190189,0.6003937607988997,0.6292553184853474,65.22208449428308,6.30009579351735,58.92198870076573,2358.5225,2373.23,0.0,127.67753906249982
2020-07-27,2498.66,2485.99,2526.61,2482.89,315345000.0,ok,63.39715000363876,68.1618018625021,68.48893215449827,0.6486198459097005,0.6122864732442794,0.6127155332576021,64.52919243177166,4.485762984804744,60.04342944696692,2364.204,2388.96,0.0,134.45589843749985
2020-07-28,2488.67,2496.71,2505.16,2477.96,215340000.0,ok,62.30216332322141,65.75787472627961,67.36853007488197,0.5551624198657231,0.6011608018981478,0.604613678647109,61.34684255073216,1.0427304830121926,60.30411206771997,2368.949,2347.75,0.0,119.72102539062507
2020-07-29,2432.99,2489.26,2489.26,2431.16,359225000.0,ok,56.44993856663819,45.69343866578888,59.87103841819021,0.0,0.4012607552584748,0.5382360101336341,51.44529590332877,-7.0870529315129644,58.53234883484173,2358.7126,2362.33,0.0,74.27735351562478
2020-07-30,2448.0,2434.36,2448.0,2407.78,204824000.0,ok,57.60601943807337,38.57799859008363,50.00977066071738,0.0931573142524642,0.2161065780393961,0.4061760450653396,44.99730572973294,-10.828034484087034,55.82534021381998,2344.362,2433.89,0.0,103.637939453125
