date,adjclose,open,high,low,volume,other,RSI,stoch,stochsignal,rsidata,rsidata_k,rsidata_d,macd,macddiff,macdsignal,adjclose_5,true_adjclose_5,buy_profit,sell_profit
2019-12-25,1042.97,1043.49,1046.16,1040.86,225913000.0,ok,55.47127549668814,47.823779193205816,47.28492898171451,0.3447485529924032,0.4613568105013144,0.4688093503842083,1.873009152560826,-0.080791701865996,1.953800854426822,1158.6388,1038.22,0.0,-115.66879394531247
2019-12-26,1043.66,1042.2,1044.79,1042.11,284256000.0,ok,56.288205483662345,32.491103202847206,42.80952582883066,0.4001817700607606,0.4264189884878069,0.4564642100319442,1.923000595774738,-0.0246402069216671,1.9476408026964047,1157.3607,1036.01,0.0,-113.70071777343742
2019-12-29,1035.01,1042.96,1042.96,1032.74,118485000.0,ok,45.11418632368496,7.594513215122028,29.30313187039164,0.0,0.2483101076843883,0.3786953022245027,0.9489699739035586,-0.7989366630342774,1.747906636937836,1153.4431,1052.75,118.43311523437501,0.0
2019-12-30,1032.8,1036.75,1036.75,1028.17,126595000.0,ok,42.77766405957334,13.4358676726636,17.840494696877567,0.0,0.1333939233535872,0.2693743398419271,0.006579174242006,-1.393061970156664,1.39964114439867,1147.032,1078.62,114.23198242187505,0.0
2019-12-31,1034.84,1033.25,1036.68,1031.68,96873700.0,ok,45.579495077170094,19.35577481137504,13.462051899720176,0.1253605678134652,0.0417868559378221,0.1411636289919321,-0.4184460495794155,-1.4544697551824686,1.036023705603053,1139.8989,1097.64,105.05892578125008,0.0
2020-01-01,1038.22,1034.32,1038.22,1033.19,82437000.0,ok,49.9520369654226,34.20694349897888,22.33286199433913,0.5082422063639024,0.2112009247257895,0.1287939013390658,-0.3264030919849574,-1.0899414380704084,0.7635383460854509,1134.565,1086.43,96.34494140624997,0.0
2020-01-02,1036.01,1036.75,1038.22,1035.2,114475000.0,ok,47.27728102761543,40.93994778067872,31.500888697010836,0.3330449037386011,0.3222158926386566,0.1917345577674223,-0.5002646745865604,-1.011042416537609,0.5107777419510486,1131.2556,1085.01,95.24561523437501,0.0
2020-01-05,1052.75,1034.45,1057.37,1031.79,211739000.0,ok,63.30535945060693,84.1780821917811,53.108324490479525,1.0,0.6137623700341682,0.3823930624662043,1.2518869392836225,0.5928873578660588,0.6589995814175634,1134.3169,1112.31,81.56689453125,0.0
2020-01-06,1078.62,1054.07,1078.62,1054.07,373372000.0,ok,75.63359222360137,100.0,75.03934332415322,1.0,0.7776816345795341,0.5712199657507858,5.306784673829043,3.718228073929184,1.5885565998998592,1145.4199,1127.12,66.79992187500011,0.0
2020-01-07,1097.64,1079.27,1098.34,1079.27,579964000.0,ok,80.7533750455528,99.00242268775855,94.39350162651316,1.0,1.0000000000000004,0.7971480015379004,10.092472374901718,6.803132620001486,3.2893397549002312,1163.2471,1116.76,65.6070703124999,0.0
