date,adjclose,open,high,low,volume,other,RSI,stoch,stochsignal,rsidata,rsidata_k,rsidata_d,macd,macddiff,macdsignal,adjclose_5,true_adjclose_5,buy_profit,sell_profit
2012-05-22,1438,1445.0,1438.0,1380,1664,ok,58.85432351000404,61.81818181818182,63.463203463203456,0.4584057662532759,0.4080115489814929,0.3468015514468609,49.17756676414842,-13.602689599118278,62.7802563632667,1314.1472,1205.0,0.0,123.852783203125
2012-05-23,1325,1438.0,1410.0,1325,617,ok,51.27040895956848,32.467532467532465,52.64069264069264,0.0884656273131998,0.333606171758604,0.3612740539454295,33.09918523316492,-23.74485690408143,56.84404213724635,1285.079,1200.0,0.0,39.9210205078125
2012-05-29,1338,1420.0,1392.0,1338,30,ok,51.21550026440956,38.01652892561984,46.35182998819363,0.1137060466759454,0.2233272999518058,0.2302130231469566,16.555796201193516,-23.38783476093475,39.94363096212827,1289.5436,1242.0,0.0,48.4564208984375
2012-06-05,1242,1290.0,1265.0,1217,1088,ok,46.53881062771436,28.666666666666668,37.48148148148149,0.1616884585521502,0.2908008769440134,0.2195752902193502,-24.20424254765635,-24.4734099691527,0.269167421496352,1203.266,1210.0,0.0,38.7340087890625
2012-06-14,1212,1220.0,1215.0,1196,903,ok,45.42655966779624,29.55223880597015,30.149253731343283,0.1329498953455558,0.1425288381987213,0.1089133523857689,-32.08128587378428,-5.033562311368918,-27.047723562415364,1151.7415,1205.0,0.0,60.258544921875
2012-06-25,1264,1205.0,1264.0,1197,721,ok,51.95157192644476,98.73417721518987,44.365930737025536,1.0,0.436204049657082,0.2867433463284026,-14.378420157313258,9.31322274439342,-23.69164290170668,1234.0559,1245.0,0.0,29.944091796875
2012-06-26,1226,1264.0,1239.0,1218,358,ok,47.70366346536601,51.282051282051285,54.99228613950034,0.4408160077727373,0.5155944543547814,0.3803362869872416,-12.63527475635442,8.845094516281808,-21.480369272636228,1230.8619,1280.0,4.8619384765625,0.0
2012-06-28,1267,1249.0,1298.0,1250,1238,ok,52.38068072729119,72.32142857142857,68.12423687423689,1.0,0.7433245131673569,0.667414493563165,-3.535500647835533,12.28905174372159,-15.824552391557123,1266.9406,1293.0,-0.0594482421875,0.0
2012-07-15,1355,1319.0,1365.0,1338,1155,ok,62.91318090528323,93.19727891156462,92.26367630385488,1.0,1.0,0.94888485875887,21.43542850220024,10.191772129796624,11.243656372403612,1353.8009,1475.0,-1.1990966796875,0.0
2012-07-17,1371,1350.0,1371.0,1350,2701,ok,64.48344927567877,100.0,93.73242630385488,1.0,0.974743983029682,0.9831626553531212,27.254702996011247,10.792693502115,16.462009493896247,1383.985,1474.0,12.9849853515625,0.0
2012-07-18,1382,1371.0,1395.0,1368,2406,ok,65.79085002606497,91.5032679738562,93.1677559912854,1.0,0.974743983029682,0.974743983029682,30.16160270045725,10.959674565248804,19.201928135208448,1388.8147,1470.0,6.814697265625,0.0
2012-08-13,1461,1451.0,1500.0,1455,3040,ok,62.85433722180985,50.0,51.81731229076997,0.1311693860390996,0.0988189120359144,0.2415518663431729,21.37781877958787,-8.764358216525494,30.142176996113363,1463.8148,1465.0,2.8148193359375,0.0
2012-08-14,1455,1461.0,1473.0,1450,1350,ok,60.96773084739476,43.75,43.85162601626018,0.0,0.0437231286796999,0.1234893820619222,18.332592373160423,-9.447667698362352,27.780260071522772,1464.2798,1462.0000000000002,9.27978515625,0.0
2012-08-19,1451,1469.0,1451.0,1441,385,ok,57.60965147895269,38.75,45.83333333333334,0.0,0.1207399454268075,0.0950676731777715,12.14784632259466,-8.821539495966189,20.96938581856085,1448.2168,1450.0,0.0,2.783203125
2012-08-21,1465,1451.0,1465.0,1430,2488,ok,60.58118761898235,56.25,52.08333333333334,0.2352259284711958,0.1991485882505395,0.1468761597013847,11.568629498444352,-7.520605056093196,19.089234554537548,1455.0502,1437.0,0.0,9.9498291015625
2012-08-30,1437,1440.0,1437.0,1405,1420,ok,50.99997386388823,33.68421052631579,21.920710868079297,0.0,0.0177734410587913,0.0460679606505881,-0.4520167664591099,-7.050529166658991,6.598512400199881,1407.2849,1443.0,-29.715087890625,0.0
2012-09-11,1490,1426.0,1520.0,1454,7009,ok,61.991527433914,73.91304347826087,56.478477179320805,1.0,0.394183381583449,0.2000375573819568,3.090161681739346,1.0682870575823045,2.0218746241570416,1471.7089,1486.0,0.0,18.2911376953125
2012-09-27,1419,1410.0,1420.0,1410,1035,ok,40.2957111067026,15.833333333333334,12.904040404040414,0.1363538610014591,0.0454512870004864,0.0323491542427787,-10.576174760085678,-9.262025564326484,-1.3141491957591944,1360.3658,1125.0,0.0,58.6341552734375
2012-10-03,1120,1385.0,1131.0,1120,218,ok,12.211790962726695,0.0,3.301587301587311,0.0,0.0105509814089996,0.0257014104091616,-48.81443498809858,-32.26115230643957,-16.55328268165901,1246.3276,1152.0,126.32763671875,0.0
2012-10-08,1150,1145.0,1160.0,1145,570,ok,18.91815035395048,12.596401028277636,9.879669181522797,0.1449642033865966,0.0948278257231872,0.0496473725277044,-82.124105058846,-35.99933694098482,-46.12476811786118,1143.2163,1160.0,-6.78369140625,0.0
2012-11-11,1410,1504.0,1505.0,1376,3220,ok,60.86908570732966,62.5,82.12121212121214,0.7423333432131772,0.9141111144043924,0.9713703714681308,47.40006515290838,41.4753333857062,5.924731767202184,1431.8798,1510.0,21.8797607421875,0.0
2012-11-12,1455,1410.0,1455.0,1400,1858,ok,64.34620663019103,72.72727272727273,73.03030303030305,0.7843800280199168,0.8422377904110313,0.9187829682718076,53.00273614093976,37.66240349899006,15.3403326419497,1428.467,1501.0,-26.532958984375,0.0
2012-11-22,1510,1535.0,1510.0,1480,3477,ok,64.97366358255296,83.33333333333333,89.49771689497716,0.7012786739068186,0.82308991607165,0.8473389968148156,70.4863564090133,23.21466615011694,47.27169025889636,1470.3749,1460.0,0.0,39.6251220703125
2012-12-17,1559,1528.0,1579.0,1535,11942,ok,65.83081616357846,88.63636363636364,86.79066681276406,1.0,0.8329410336030385,0.499607700269705,23.915523061127036,2.271193026927218,21.64433003419981,1543.9557,1567.0,-15.0443115234375,0.0
2012-12-24,1567,1575.0,1579.0,1550,6737,ok,63.471782048568016,92.45283018867924,92.3706403659234,0.8188802096568852,0.8474826314252883,0.7751006485915349,30.425059469043845,4.304098251061333,26.12096121798251,1590.2281,1661.0,23.2281494140625,0.0
