,adjclose,open,high,low,volume,other,RSI,adjclose_5,true_adjclose_5,buy_profit,sell_profit
1562.0,232,222,233,217,17329,ok,45.97155326565167,238.84695,234.0,6.846954345703125,0.0
1563.0,245,236,247,234,10993,ok,54.02514652784745,237.45561,236.0,0.0,7.5443878173828125
1564.0,240,245,248,234,10791,ok,50.88351225222091,236.6646,234.0,0.0,3.3354034423828125
1565.0,240,240,242,236,3281,ok,50.883512252220925,236.06462,231.0,0.0,3.9353790283203125
1566.0,236,243,244,235,2805,ok,48.27871042480878,235.41818,231.0,0.0,0.581817626953125
1567.0,234,235,236,233,2976,ok,46.983623838112926,234.34447,254.0,0.3444671630859375,0.0
1568.0,236,235,236,234,1572,ok,48.47219456397395,233.33939,259.0,-2.660614013671875,0.0
1569.0,234,232,234,232,3136,ok,47.04953987737211,232.20172,257.0,-1.79827880859375,0.0
1570.0,231,230,237,230,7554,ok,44.91982804540949,230.90068,251.0,-0.0993194580078125,0.0
1571.0,231,228,237,225,37396,ok,44.91982804540949,229.62923,259.0,-1.3707733154296875,0.0
1572.0,254,235,254,235,34592,ok,60.72651499102101,230.93007,253.0,0.0,23.069931030273438
1573.0,259,266,275,251,54254,ok,63.19899130061687,234.72653,254.0,0.0,24.273468017578125
1574.0,257,260,260,252,17875,ok,61.53033589871273,238.57394,259.0,-18.426055908203125,0.0
1575.0,251,262,262,251,21406,ok,56.694173474558845,241.58553,260.0,-9.414474487304688,0.0
1576.0,259,255,259,253,12958,ok,61.08596101291344,244.27888,274.0,-14.721115112304688,0.0
1577.0,253,264,264,253,4448,ok,56.461182815372105,246.2502,301.0,-6.7498016357421875,0.0
1578.0,254,250,254,249,5811,ok,57.04489361730683,247.35727,297.0,-6.642730712890625,0.0
1579.0,259,257,260,253,19487,ok,59.93703102189704,248.5943,299.0,-10.40570068359375,0.0
1580.0,260,265,270,257,24884,ok,60.509707249774685,250.21704,290.0,-9.782958984375,0.0
1581.0,274,265,283,264,46278,ok,67.51148876051909,253.26254,283.0,-20.737457275390625,0.0
1582.0,301,287,301,277,76837,ok,76.25536660673971,259.03455,280.0,0.0,41.9654541015625
1583.0,297,316,316,291,17902,ok,73.1158227574459,265.90482,282.0,0.0,31.095184326171875
1584.0,299,302,311,295,26794,ok,73.69889822515881,272.72653,277.0,0.0,26.273468017578125
